autor,partido,uf,discurso,data,id_sessao
RODRIGO MAIA,DEM,RJ,Como vota o PSOL?  (Pausa.) Como vota o Podemos?,09/07/2019,188
JOSÉ NELTO,PODE,GO,"Sr. Presidente, eu quero dar o meu testemunho do trabalho de V.Exa., do quanto tem se empenhado pela reforma da Previdência. Há necessidade dessa reforma, que foi tentada por todos os ex-Presidentes. Eu vejo discursos contra a reforma, dizendo que a reforma vai nos prejudicar. Se não votarmos essa reforma, aí, sim, o Brasil vai quebrar de verdade. O setor público já está quebrado. Não têm dinheiro os Governadores. E mais: os Governadores da Oposição vêm aqui se reunir com os Deputados e pedem a reforma da Previdência. Quando chegam aos seus Estados, ficam contra os Parlamentares. Mas nós temos coerência, não queremos quebrar o Brasil, não queremos quebrar a iniciativa privada. Votamos não a este requerimento e sim... (Desligamento automático do microfone.)",09/07/2019,188
RODRIGO MAIA,DEM,RJ,"Sim ou não, Deputado? Só para corrermos aqui, é sim ou não?",09/07/2019,188
JOSÉ NELTO,PODE,GO,"Sr. Presidente, votamos não ao requerimento e sim à reforma da Previdência.",09/07/2019,188
RODRIGO MAIA,DEM,RJ,"Eu quero aproveitar, Deputada Alice, para respaldar a minha decisão. Cito a Questão de Ordem nº 283, de 2013, respondida pelo Deputado André Vargas, do PT, diante de um questionamento feito pelo Deputado Ivan Valente. A resposta do Deputado André Vargas foi:  Se houver o encaminhamento do requerimento, esse vai a voto, isso porque já se iniciou o processo de votação . Está bom? Obrigado, Deputada.",09/07/2019,188
ALICE PORTUGAL,B,BA,"Presidente, mas V.Exa. decidiu em 2017...",09/07/2019,188
RODRIGO MAIA,DEM,RJ,Falei apenas para esclarecer e respeitar a sua questão de ordem.,09/07/2019,188
ALICE PORTUGAL,B,BA,Eu agradeço...,09/07/2019,188
RODRIGO MAIA,DEM,RJ,Como vota o PSOL?  (Pausa.),09/07/2019,188
ALICE PORTUGAL,B,BA,"...mas mantenho a minha convicção, porque V.Exa. decidiu novamente em contrário em 2017, e foi com esta Deputada que isso se deu. Portanto, a memória é absolutamente atual. Obrigada.",09/07/2019,188
RODRIGO MAIA,DEM,RJ,Está bem. Tem a palavra o Deputado Ivan Valente.,09/07/2019,188
IVAN VALENTE,PSOL,SP,Quero incorporar o tempo de Líder.,09/07/2019,188
RODRIGO MAIA,DEM,RJ,Pode incorporar o tempo de Líder. Esse é um direito de V.Exa.,09/07/2019,188
GLEISI HOFFMANN,PT,PR,Pelo PT...,09/07/2019,188
RODRIGO MAIA,DEM,RJ,O Deputado Ivan Valente vai falar primeiro.,09/07/2019,188
IVAN VALENTE,PSOL,SP,"Sr. Presidente, Sras. e Srs. Deputados, um Deputado que me antecedeu disse que o povo apoia a reforma. Eu queria perguntar a cada Parlamentar aqui qual é o órgão de comunicação de massa que não apoia a reforma da Previdência editorialmente, em toda a cobertura jornalística. Nós temos no Brasil um massacre midiático. Todos pedem pela reforma da Previdência. Em segundo lugar, o Governo gasta dinheiro público para pagar o Ratinho e a Luciana Gimenez para eles dizerem que quem ganha mais vai pagar mais e quem ganha menos vai pagar menos. Eles foram pagos para mentir ao povo, para popularizar a reforma. Essa é uma grande mentira! Olhem: quem ganha um salário mínimo Š um salário mínimo Š pagará 7,5% em vez de 8%, o que é uma diferença de 4 reais. A troco disso, esticaram a idade mínima do trabalhador que ganha um salário mínimo, e ele vai pagar muito mais ao longo da vida. Há uma mentira! O povo vai descobrir isso quando for fazer as contas dessa reforma. Em terceiro lugar Š e nós vamos destacar essa questão Š, eu queria que alguém da Situação, do Governo Bolsonaro me explicasse o que o abono salarial está fazendo na reforma previdenciária, que é um confisco, que é uma garfada de 170 bilhões de reais em quem ganha de um a dois salários mínimos apenas. Tanto é assim que o Relator passou a renda máxima para um pouco mais de 1.370 reais, e, assim mesmo, eles estão roubando do trabalhador que ganha até dois salários mínimos 100 bilhões de reais, Deputado Arlindo Š 100 bilhões de reais! Como é que podem vir aqui dizer que essa reforma é a favor dos pobres? Chega de mentiras para o povo brasileiro! Isso é uma calúnia! E os meios de comunicação de massa, com seus analistas, articulistas e comentaristas mentirosos? O que eles querem dizer é o seguinte: o Paulo Guedes Š um terrorista perfeito Š disse que o Brasil quebra se não tiver 1 trilhão de reais na mão dele. Mas desse 1 trilhão de reais, 850 bilhões de reais sairão do bolso de quem ganha até 3 salários mínimos. Essa é que é a verdade do Brasil. E eles estão dizendo que aí, sim, vão baixar os juros, vai jorrar dinheiro de fora e vai surgir muito emprego. Mentira! Nós sabemos dessa conversa. O mercado fica alegre e, num primeiro momento, a Bolsa sobe e o dólar cai. Mas, depois, se você tira 1 trilhão de reais de circulação, inclusive dos mais pobres, que consomem, e não faz uma reforma tributária... Tirar dinheiro dos ricos, taxar lucros e dividendos, taxar heranças, taxar grandes fortunas, azeitar a máquina arrecadatória de quem pode pagar, isso aí é colocar dinheiro em circulação. Tirar 1 trilhão de reais é causar mais desemprego, mais miséria no nosso País. E é isso o que eles estão fazendo, produzindo mais exclusão social, mais concentração de renda e mais retirada de direitos. Eles nunca aceitaram a Constituição de 1988, que era a proteção social. Nunca aceitaram isso. O neoliberalismo impera aqui. Nós precisamos de outro modelo, e este vai vir das ruas, dos trabalhadores brasileiros e da revolta contra a exploração. Não à reforma da Previdência!  (Palmas.)",09/07/2019,188
RODRIGO MAIA,DEM,RJ,Orientação de bancada. Como vota o PT?,09/07/2019,188
GLEISI HOFFMANN,PT,PR,"Sr. Presidente, se esta Casa realmente quisesse economizar 1 trilhão de reais no Orçamento público e fazer o ajuste fiscal, estaria aqui hoje discutindo um projeto de lei para reverter os benefícios dados às petroleiras estrangeiras que exploram o nosso pré-sal. É um escândalo isso! Estaria aqui discutindo aumentar imposto para jatinho e para iate. Estaria aqui discutindo a contribuição sobre o lucro que as empresas precisam dar e os dividendos também. Em vez disso, quer economizar em cima do povo pobre brasileiro, quer economizar em cima da viúva, do trabalhador assalariado, quer tirar recursos daqueles que mais precisam. Esta Casa tem sido pródiga com os ricos e tem sido cruel com os pobres deste País. O PT está em obstrução, Sr. Presidente. (Durante o discurso da Sra. Gleisi Hoffmann, o Sr. Rodrigo Maia, Presidente, deixa a cadeira da Presidência, que é ocupada pelo Sr. Marcos Pereira, 1º Vice-Presidente.)",09/07/2019,188
TALÍRIA PETRONE,PSOL,RJ,O PSOL vota sim.,09/07/2019,188
RODRIGO MAIA,PRB,SP,Como vota o PROS?,09/07/2019,188
EROS BIONDINI,PROS,MG,"O PROS orienta não, Sr. Presidente.",09/07/2019,188
RODRIGO MAIA,PRB,SP,Como vota o PCdoB?  (Pausa.) Como vota o PSC?  (Pausa.) Como vota o Cidadania?  (Pausa.) Como vota o NOVO?,09/07/2019,188
DANIEL ALMEIDA,B,BA,"O PCdoB quer agregar o tempo de Líder, Sr. Presidente.",09/07/2019,188
OTONI DE PAULA,PSC,RJ,"Sr. Presidente, quero falar pelo PSC.",09/07/2019,188
RODRIGO MAIA,PRB,SP,Como vota o PSC?,09/07/2019,188
OTONI DE PAULA,PSC,RJ,"Sr. Presidente, dá vontade de perguntar aqui o seguinte:  Ô Palocci, Ô Palocci, quanto foi desviado do BNDES para os amigos do PT?  Palocci vai responder 500 bilhões, ou seja, a metade do que nós queremos economizar na reforma da Previdência. Essa turma é muito  (expressão retirada por determinação da Presidência) .",09/07/2019,188
GLEISI HOFFMANN,PT,PR,Isso é uma ofensa! O que é isso?,09/07/2019,188
OTONI DE PAULA,PSC,RJ,Porque eles são capazes de roubar o País e depois ficar contra a reforma da Previdência.,09/07/2019,188
GLEISI HOFFMANN,PT,PR,Retira das notas taquigráficas!,09/07/2019,188
OTONI DE PAULA,PSC,RJ,Parem de roubar o País! Deixem o País avançar! Hipócritas! O PSC orienta não. (Tumulto no plenário.),09/07/2019,188
HENRIQUE FONTANA,PT,RS,Sr. Presidente...,09/07/2019,188
RODRIGO MAIA,PRB,SP,"Com a palavra o Deputado Daniel Almeida, pelo tempo de Líder.",09/07/2019,188
HENRIQUE FONTANA,PT,RS,"Sr. Presidente, peço a palavra para uma questão de ordem, com base no art. 17.",09/07/2019,188
RODRIGO MAIA,PRB,SP,Só 1 minuto.,09/07/2019,188
HENRIQUE FONTANA,PT,RS,"Sr. Presidente, nós não vamos suportar neste plenário que alguém chame alguém de  (expressão retirada por determinação da Presidência) . O plenário aqui é para debatermos projetos, ideias, posições diferentes, se for o caso, mas ninguém vai agredir ninguém com impropérios chamando alguém de  (expressão retirada por determinação da Presidência) . Eu exijo que retire dos Anais da Câmara essa palavra que foi usada aqui!",09/07/2019,188
RODRIGO MAIA,PRB,SP,V.Exa. está correto. Está autorizada a retirada dos Anais da Câmara.,09/07/2019,188
DA VITORIA,CIDADANIA,ES,"Sr. Presidente, Cidadania...",09/07/2019,188
RODRIGO MAIA,PRB,SP,"Com a palavra o Deputado Daniel Almeida, pelo tempo de Líder.",09/07/2019,188
DANIEL ALMEIDA,B,BA,"Sr. Presidente, Sras. Deputadas, Srs. Deputados, é uma pena que o Deputado Rodrigo Maia, o Presidente da Câmara, tenha saído da condução dos trabalhos, porque eu queria aqui cobrar dele a postura que assumiu perante esta Casa, quando foi eleito três vezes, de que seria o guardião do Regimento. E tem sido assim, tem sido a postura dele. No caso específico desse encaminhamento, S.Exa. não se comportou dessa maneira e está sendo parcial nesse processo. A questão de ordem levantada pela Deputada Alice Portugal tem absoluta procedência. No dia 11 de abril de 2017, às 17h11min, o Sr. Rodrigo Maia, presidindo aqui os trabalhos, diante de uma questão de ordem igual, fez a seguinte formulação:  Estava no processo de orientação, não anunciei a matéria. Pode retirar o requerimento.  E foi exatamente diante de um fato semelhante que Rodrigo Maia pediu que retirasse o requerimento. Está neste momento em encaminhamento. Então, cabe, e eu peço aqui a retirada do requerimento de adiamento da votação. Mas, Sr. Presidente, nobres Deputados, o que está em jogo aqui é a tentativa do Governo de comprar a reforma da Previdência. Ontem, no Diário Oficial da União, foram publicadas 1.811 propostas no Ministério da Saúde liberando recursos para Municípios, que somam 990 milhões, 857 mil 609 reais, ou seja, 1 bilhão de reais, para tentar comprar a reforma da Previdência. Falam aqui que querem cortar, economizar, 1 trilhão de reais; mas tirando dos pobres. Não podem negar que tiram dos pobres para alimentar os ricos. Não é cortar privilégios; se quisessem cortar privilégios, não teriam mantido a isenção para a exportação do agronegócio. Ali, sim, é um privilégio. Não podem falar em cortar privilégio. Na verdade, essa proposta tira a pensão da dona de casa, tira a pensão do órfão e faz aquilo que é a maior crueldade: permite que um pensionista possa receber menos do que o salário mínimo, que já é um salário pequeno. Se alguém falecer em atividade, sem alcançar o tempo para a aposentadoria, isso rebaixa ainda mais: o pensionista pode ficar com 500 reais. Essa é a crueldade. E ainda há a crueldade com o professores e as professoras Š e esse Governo já revelou que tem algum problema com mulher e quer persegui-las.",09/07/2019,188
RODRIGO MAIA,PRB,SP,Como vota o Cidadania?,09/07/2019,188
GLEISI HOFFMANN,PT,PR,"Sr. Presidente, o PT quer corrigir a orientação para sim.",09/07/2019,188
RODRIGO MAIA,PRB,SP,Pois não.,09/07/2019,188
GLEISI HOFFMANN,PT,PR,O PT quer corrigir a orientação da bancada para sim.,09/07/2019,188
RODRIGO MAIA,PRB,SP,O PT corrige para sim. Como vota o Cidadania?,09/07/2019,188
DA VITORIA,CIDADANIA,ES,"Sr. Presidente, defendemos que todo brasileiro espera muito por este momento, para que esta Casa possa fazer o seu dever de casa e, realmente, promover o avanço de que o Brasil precisa. Nós, do Cidadania, de forma coerente, depois dos avanços no texto dessa Proposta de Emenda à Constituição nº 6, principalmente mantendo o BPC e retirando os trabalhadores rurais do foco dessa decisão, encaminhamos o voto não, para que possamos dar celeridade, acreditando que o Brasil precisa da reforma da Previdência, para que possa avançar e dar oportunidade a todos. Portanto, essa contribuição necessita ser de todo brasileiro, para que o Brasil possa avançar, Sr. Presidente.",09/07/2019,188
DANIEL ALMEIDA,B,BA,"O PCdoB orienta sim, Sr. Presidente.",09/07/2019,188
RODRIGO MAIA,PRB,SP,Como vota o NOVO?,09/07/2019,188
MARCEL VAN HATTEM,NOVO,RS,"Sr. Presidente, o NOVO, em primeiro lugar, gostaria de reforçar que hoje este Plenário aplaudiu o Presidente Rodrigo Maia, por grande maioria, quando pautou a PEC nº 6, da reforma da Previdência, para ser discutida e para ser votada. Portanto, esse requerimento do Partido Comunista vai contar com a nossa orientação contrária, porque requer justamente que se retire de pauta um assunto que vem sendo debatido desde 2017. Este ano, desde o início desta Legislatura, estamos debatendo a reforma da Previdência, a Nova Previdência. Portanto, não faz sentido nenhum retirarmos, neste momento, de pauta este assunto. Pelo contrário, vamos parar com a obstrução, vamos debater de verdade e, depois, vamos votar. É isso o que o Brasil espera. Precisamos destravar o País. Nova Previdência já! E o NOVO, portanto, orienta não.",09/07/2019,188
RODRIGO MAIA,PRB,SP,Como orienta o Avante?  (Pausa.) Com orienta o Patriota?,09/07/2019,188
GREYCE ELIAS,AVANTE,MG,"O Avante, Presidente, orienta não à retirada de pauta e sim à discussão e votação desse importante projeto de lei.",09/07/2019,188
RODRIGO MAIA,PRB,SP,Com vota o Patriota?,09/07/2019,188
FRED COSTA,PATRIOTA,MG,"O Patriota vota não à retirada de pauta. Temos consciência de que essa reforma é um sacrifício para todos os brasileiros, mas que se faz extremamente necessário para que o País volte a trilhar o caminho do desenvolvimento. Nesse sentido, o Patriota faz coro com aqueles que são a favor da reforma da Previdência, para que seja a primeira de outras tantas ações necessárias para o impulsionamento econômico do nosso País.",09/07/2019,188
RODRIGO MAIA,PRB,SP,Como vota o PV?,09/07/2019,188
LEANDRE,PV,PR,"Sr. Presidente, embora haja divergências dentro da nossa bancada quanto ao mérito da matéria, há unidade entre os nossos Parlamentares no sentido de que o tema da reforma da Previdência seja uma agenda que precisa ser enfrentada e precisa ser superada por esta Casa. Por isso, a orientação do nosso partido é contrária à obstrução, tanto neste requerimento, quanto nos demais que virão nesta noite.",09/07/2019,188
RODRIGO MAIA,PRB,SP,Como vota o PMN?  (Pausa.) Como vota o PHS?  (Pausa.) Como vota a REDE?  (Pausa.) Como vota a Maioria?  (Pausa.) Como vota a Minoria?,09/07/2019,188
JOSÉ GUIMARÃES,PT,CE,"O voto da Minoria, Sr. Presidente, é o voto sim, porque nós queremos, com essa retirada de pauta, impedir que a base do Governo aprove uma reforma que atinge fundamentalmente os pobres, reduz a aposentadoria da mulher, mexe nas pensões Š um direito consagrado na nossa Constituição Š, altera a idade para a aposentadoria do trabalhador rural, muda o tempo de contribuição com a idade para o professor e a professora se aposentarem. É uma reforma perversa. E eles se escondem na cortina de fumaça de que a reforma é para combater privilégios. Essa reforma não combate privilégios. Ela atinge a maioria do povo brasileiro, aqueles que ganham até dois salários mínimos. É por isso que a Minoria encaminha o voto sim. E nós vamos fazer uma obstrução grande para impedir a votação dessa reforma.",09/07/2019,188
RODRIGO MAIA,PRB,SP,Como vota a Oposição?,09/07/2019,188
ALCEU MOREIRA,MDB,RS,A Maioria!,09/07/2019,188
RODRIGO MAIA,PRB,SP,"Sim, a Maioria eu já tinha chamado. Como vota a Maioria?",09/07/2019,188
ALCEU MOREIRA,MDB,RS,"Sr. Presidente, Srs. Parlamentares, nós acabamos de fazer um acordo do MERCOSUL com a União Europeia. Grande parte desses produtos que estão no acordo são produtos tratados em  commodities . Quando eles falam, naquela tribuna, de maneira leviana, absolutamente irresponsável, dizendo que estamos dando dinheiro para exportadores, é bom que se esclareça que não exportamos tributos. A soja quem planta é o produtor. Eles não vão pagar os 2,5. Quem vai pagar é quem produz Š não é o exportador, que negociou em euro ou dólar. É fácil fazer esse discurso demagógico, mentiroso e irresponsável. Se a sua ignorância não permite compreender, leia um pouco, estude, para não falar besteiras daquela tribuna! Nós votamos não, com absoluta convicção, para o bem do Brasil.  (Palmas.)",09/07/2019,188
RODRIGO MAIA,PRB,SP,Como vota a Oposição?,09/07/2019,188
ALESSANDRO MOLON,PSB,RJ,"Sr. Presidente, eu peço para somar ao tempo de Liderança o tempo da orientação.",09/07/2019,188
RODRIGO MAIA,PRB,SP,"O.k., Deputado. Enquanto o Deputado se dirige à tribuna, como vota o Governo?",09/07/2019,188
MAJOR VITOR HUGO,PSL,GO,"Sr. Presidente, é chegado o momento histórico de nós construirmos efetivamente a Nova Previdência para o Brasil. Neste momento, eu queria agradecer a todos os Líderes que, ao longo desse processo iniciado pelo Governo Š com uma iniciativa do Presidente Bolsonaro Š e apoiado por vários Líderes dos partidos aqui, a incluir o Presidente Rodrigo Maia, construíram o texto que vai ser votado agora e que, tenho certeza, vai dar para o País uma Nova Previdência, mais equilibrada, mais sustentável e mais justa. É por isso que o Governo orienta não à retirada de pauta.",09/07/2019,188
RODRIGO MAIA,PRB,SP,Tem a palavra o Deputado Alessandro Molon.,09/07/2019,188
ALESSANDRO MOLON,PSB,RJ,"Sr. Presidente, Sras. e Srs. Parlamentares, o Líder do Governo acaba de dizer que esta reforma vai oferecer ao País uma Previdência mais sustentável. Certamente, cortar os benefícios dos trabalhadores que menos ganham e mais trabalham vai economizar recursos, mas se há uma coisa que não pode ser dita por quem vai votar a favor desta proposta é que ela vai tornar a Previdência Social brasileira mais justa. Afinal de contas, eu pergunto aos colegas, é justo fazer com que um trabalhador que ganha algo em torno de 2 mil reais deixe para sua viúva ou seu viúvo pouco mais de 500 reais, depois de ter trabalhado ao longo da sua vida para deixar um pouco de segurança para a sua família? Alguém aqui ousaria dizer que essa proposta é justa? Alguém ousa dizer que é justo cortar recursos da aposentadoria de uma pessoa incapacitada permanentemente para o trabalho, por um acidente, por um ato de violência, de alguém que ficou tetraplégico? Alguém pode chamar isso de justiça? Será que o Governo ou os seus apoiadores acham justo o que esta reforma vai fazer com um garçom terceirizado que trabalha aqui na Casa, uma pessoa real, que tem nome e sobrenome Š nós não precisamos nem sair da Casa para conhecer um exemplo como este Š, que trabalha desde os 12 anos de idade com carteira assinada, que contribuiu por 32 anos, que pelas regras atuais teria que contribuir mais 3 anos para se aposentar e que, com esta reforma que a base do Governo quer aprovar, vai ter que trabalhar mais 14 anos e meio? É um garçom que ganha menos de 2 mil reais, não é servidor público. Ele trabalha numa empresa terceirizada que presta serviços e que nos atende aqui. Eu pergunto: alguém da base do Governo tem coragem de dizer que é justo fazer isso com esse homem? Imaginemos uma empregada doméstica que ganha um salário mínimo mensal. Com esta proposta de reforma, se o seu marido morrer, ela não poderá receber o salário mínimo que ele recebia de aposentadoria como pensão, ela vai receber algo em torno de meio salário mínimo, talvez um pouco mais, porque ela tem a renda de empregada doméstica. Eu pergunto: se ela perder a renda de empregada doméstica no dia seguinte ao da fixação da pensão, a pensão dela vai ser corrigida? Não será. Alguém pode dizer que é justo fazer isso com essa empregada doméstica? Eu quero me dirigir às mulheres, eu quero me dirigir à bancada feminina. Quero cumprimentar as mulheres porque conquistaram alguns avanços importantes, mas há pontos desta reforma que continuam atingindo, especialmente, as mulheres. Vou explicar. Como o cálculo do valor do benefício será sobre 60%, e só serão acrescidos 2% a cada ano a mais de trabalho, as mulheres, que acabam tendo menos tempo no mercado porque são muitas vezes obrigadas a deixar o mercado para cuidar dos filhos ou para cuidar dos pais, receberão menos. Esta proposta de reforma vai aprofundar a desigualdade entre homens e mulheres no Brasil. Eu pergunto: é justo isso? Alguém tem coragem de chamar esta reforma de reforma justa? Eu não acredito. Eu não acredito que alguém tenha a coragem de votar nesta reforma e de dizer que ela é justa. Alguém talvez poderia dizer:  Mas pelo menos ela equilibra as contas.  Ora, se as contas são o problema, como é que se teve a coragem de, às 2 horas da manhã, conceder um presente de 83 bilhões de reais Š 83 bilhões de reais Š para os ruralistas exportadores? O Deputado que me antecedeu, falando pela Maioria, pode voltar quantas vezes quiser ao microfone e nos agredir, ao contrário do que nós fazemos. Nós estamos debatendo a proposta, não precisamos agredir quem quer votar a favor. Nós debatemos com ideias e provamos que esta reforma é injusta. É um presente de 83 bilhões do Governo Bolsonaro e da sua base para os ruralistas, quando se vão economizar, ao longo de 10 anos, 20 bilhões dos professores. Sacrifica o professor, tira 20 bilhões deles, para dar 83 bilhões para os ruralistas. Eu pergunto: alguém tem a coragem de dizer que isso é justo? Como alguém ousa usar a palavra justiça para falar desta reforma? Uma coisa ela não é: justa. Esta reforma vai agravar o principal problema do Brasil, que é a desigualdade. Após esta reforma, o Brasil será um país mais desigual, será um país mais injusto. Nenhum de nós da Oposição nega a necessidade de mudanças na Previdência. Nós as desejamos, mas não essas que estão sendo feitas. Por isso nós estamos dizendo  esta reforma, não! .  (Mostra cartaz.)  Uma reforma da Previdência que a torna mais justa e sustentável? Sim! Uma reforma da Previdência que a torna mais injusta? Não contem com a Oposição para isso. Não mancharemos o nosso nome votando esta proposta. V.Exas. não se enganem: depois de 6 meses de propaganda ininterrupta, metade da população brasileira ainda é contra esta reforma. Quando os brasileiros entenderem o que esta Casa terá feito com eles se aprovar esta reforma, V.Exas. não serão esquecidos, porque isso será cobrado de todos nós. Podem ter certeza disso. Os brasileiros experimentarão na sua carne a injustiça desta proposta de reforma. Por isso nós da Oposição votaremos não a esta proposta e por isso votamos sim à retirada de pauta. Obrigado, Presidente.  (Palmas.)",09/07/2019,188
RODRIGO MAIA,PRB,SP,"A Presidência solicita a todas as Sras. Deputadas e a todos os Srs. Deputados que tomem os seus lugares, a fim de ter início a votação pelo sistema eletrônico. Está iniciada a votação.",09/07/2019,188
PAULO PIMENTA,PT,RS,Sr. Presidente...,09/07/2019,188
RODRIGO MAIA,PRB,SP,"Antes de V.Exa., tem a palavra o Deputado Márcio Labre, por 1 minuto.",09/07/2019,188
MÁRCIO LABRE,PSL,RJ,"Gostaria de fazer ao Deputado que acabou de sair da tribuna uma pergunta simples e objetiva. Aliás, vou fazer duas perguntas, como um brinde especial ao colega. A primeira pergunta é esta: V.Exa. vai ou não se aposentar com 5.800 reais? A segunda pergunta é esta: o que V.Exa. vai responder à população brasileira se este País tiver que entrar num sistema igual ao da Grécia e tiver que reduzir em 30% as aposentadorias? Eu quero saber o que V.Exa. vai fazer, eu quero saber qual é a responsabilidade de V.Exa. sobre isso, Sr. Deputado.",09/07/2019,188
RODRIGO MAIA,PRB,SP,Concedo a palavra ao Deputado Paulo Pimenta.,09/07/2019,188
PAULO PIMENTA,PT,RS,"Sr. Presidente, o Ministro da Saúde, agora há pouco, confessou um crime muito grave. O Ministro Luiz Henrique Mandetta reconhece o seguinte:  (...) R$1 bilhão em emendas é esforço pró-Previdência (...) . O Ministro da Saúde, Luiz Henrique Mandetta, reconheceu nesta terça-feira que a liberação de cerca de 1 bilhão em recursos públicos, na véspera da votação, é uma forma de influenciar o Plenário da Câmara, em um esforço pró- Previdência. Sr. Presidente, a LDO, no art. 142, declara que é crime usar recursos públicos da execução orçamentária para influenciar matéria em tramitação no Congresso. Comprar voto para a Previdência com dinheiro público é crime de lesa-pátria contra o povo brasileiro.",09/07/2019,188
RODRIGO MAIA,PRB,SP,"Concedo a palavra ao Deputado Darci de Matos, pelo tempo de Líder, pelo PSD.",09/07/2019,188
DARCI DE MATOS,PSD,SC,"Sr. Presidente, Sras. e Srs. Deputados, sem dúvida alguma, este é um momento histórico para o País, porque nós fomos eleitos para fazer as mudanças de que o Brasil precisa e que merece. É um momento histórico porque nós, com a reforma da Previdência Social, vamos dar o primeiro grande passo para que o País volte a crescer. O Deputado da Oposição que me antecedeu, Sr. Presidente, tem total razão quando diz que nós vamos ser lembrados pelo povo brasileiro. Mas vamos ser lembrados, Deputado, como Deputados corajosos, como Deputados responsáveis, porque fizemos uma reforma pensando no futuro do País, pensando nas nossas crianças e sobretudo pensando em garantir o direito dos nossos aposentados. Sr. Presidente, este é um projeto de Estado, não é um projeto de partido. Para votarmos este projeto, não podemos pensar na próxima eleição, mas, sim, nas futuras gerações. Digo mais, Sr. Presidente: na votação deste projeto, nós temos que estar imbuídos do espírito de nação, o que os americanos têm para dar e vender. Espírito de nação significa que todos temos que entender que vamos ter que trabalhar um pouquinho mais e pagar um pouquinho mais, pensando no futuro do Brasil. Sr. Presidente, também não posso deixar de afirmar que, quando a Previdência foi criada, ela foi pensada para alojar, para proteger o velhinho. Eu digo à Oposição: com 45 anos, 46 anos, 47 anos, 48 anos, 49 anos ou 50 anos de idade, ninguém é velhinho, não. O exemplo que utilizou o Deputado Molon, da Oposição, do garçom que tem 44 anos de idade e que se aposentaria daqui a 3 anos é um absurdo. Deputado, V.Exa. está propondo que o seu garçom fictício se aposente com 47 anos de idade? Isso não existe. Isso não é proteger o trabalhador. Isso é um absurdo! Isso é uma vergonha! Digo mais: a Oposição não fala dos privilégios, a Oposição não fala daquela funcionária da Câmara de São Paulo que ganha 45 mil, a Oposição não fala dos marajás, sobretudo no serviço público. Quero dizer, Sr. Presidente, que o relatório do Deputado Samuel cobrou dos bancos a Contribuição Social sobre o Lucro Líquido, aumentou de 15% para 20%. O relatório do Deputado Samuel acaba com a vergonhosa aposentadoria especial de Deputados e Senadores. O relatório do Relator Samuel impõe uma alíquota maior para quem ganha mais. Portanto, esta reforma pega o grande, pega os privilégios e protege os pequenos, sim, porque 40 milhões de trabalhadores que recebem um salário mínimo e recolhem 8% passarão, portanto, a recolher 7,5%. Também não posso deixar de citar alguns dados. Primeiro dado: estamos utilizando quase um quarto do Orçamento do Brasil, 750 bilhões de reais, para pagar a aposentados. Qual é o investimento na saúde do Brasil, Srs. Deputados? É de 110 bilhões. Qual é o montante de recursos usado para investimentos? É de 35 bilhões. Qual é o investimento na educação infantil, nas nossas crianças, que são o nosso futuro? É de 50 bilhões de reais. Isso é uma vergonha. Nós estamos comprometendo o futuro do nosso País, as futuras gerações. Digo mais, Sr. Presidente: nós temos que dizer aqui, sim, que o salário médio do INSS é de 1.400 reais Š isso a Oposição não fala Š, mas o salário médio no Executivo é de 8 mil, o salário médio no Judiciário é de 16 mil reais e o salário médio no Legislativo é de 26 mil reais. Portanto, a reforma protege o pequeno, sim senhor, e pega os grandes privilégios. Precisamos fazer um esforço hercúleo para incluir Estados e Municípios, porque o déficit dos Estados e Municípios chega à casa dos 100 bilhões de reais por ano. Os Estados e Municípios estão falidos. Esta reforma vai enfrentar esse déficit de Estados e Municípios. Portanto, a reforma sem Estados e Municípios, no meu entendimento, fica pequena, fica pífia. Sr. Presidente, quero concluir dizendo, com certeza absoluta, com segurança, que nós estamos votando com responsabilidade, sim. Votamos pensando no futuro do Brasil. Vamos votar a reforma da Previdência e, ato contínuo, vamos enfrentar com responsabilidade a reforma tributária, para desonerar quem gera emprego neste País. Vamos votar o Projeto Anticrime do Ministro Sergio Moro, para endurecer com os bandidos e com os corruptos. Vamos fazer o pacto federativo, a reforma política, o enxugamento do Estado. Com o processo de privatização de autoria do nosso Governo, com o combate à corrupção, vamos, com certeza absoluta, ter recursos para investir no trabalhador, nas políticas públicas, no trabalhador que a Oposição, na sua gestão, jogou na fila do desemprego para morrer na fila do SUS, lamentavelmente. Obrigado, Sr. Presidente. (Durante o discurso do Sr. Darci de Matos, o Sr. Marcos Pereira, 1º Vice-Presidente, deixa a cadeira da Presidência, que é ocupada pelo Sr. Rodrigo Maia, Presidente.)",09/07/2019,188
RODRIGO MAIA,DEM,RJ,"O Deputado Euclydes falará pela Liderança do PSC. Antes, tem a palavra o Deputado Luis Miranda, por 1 minuto.",09/07/2019,188
