autor|partido|uf|discurso
RODRIGO MAIA|DEM|RJ|Orientação de bancada. Como vota o PSL?  (Pausa.) Como vota o Bloco do MDB?  (Pausa.) Como vota o PT?  (Pausa.) Como vota o PL?
MARCELO RAMOS|PL|AM|O PL vota "sim", Sr. Presidente.
DANIEL FREITAS|PSL|SC|O PSL vota "sim", Sr. Presidente.
HÉLIO COSTA|PRB|SC|O PRB mantém o voto do Relator, vota "sim".
RODRIGO MAIA|DEM|RJ|O PRB vota "sim". Como vota o PT?
PROFESSORA ROSA NEIDE|PT|MT|O PT orienta "não", Sr. Presidente, até porque a reforma trabalhista já destruiu a condição do trabalhador brasileiro. Agora nós, Parlamentares, temos que construir um destaque de forma que os trabalhadores que realizam trabalho intermitente, ganhando menos que um salário mínimo, contem esse tempo de serviço, para que possam chegar ao final da sua vida com condições de se aposentar. Estamos pedindo que esse tempo seja contado para a Previdência. É isso que estamos pedindo. Qualquer dia de trabalho é trabalho. Há trabalhador ganhando menos que um salário mínimo, e aqui nós queremos tirar o direito de ele contar esse tempo para a aposentadoria? Portanto, senhores, vamos colocar a mão não consciência! Vamos dizer "não" a esse texto, aprovar o destaque, para, pelo menos, dormirmos com a consciência mais tranquila. Nós não estamos falando de gente que tem condições, estamos falando de pessoas que ganham menos que um salário mínimo!
AGUINALDO RIBEIRO|PP|PB|Sr. Presidente, gostaria só de relembrar à Casa e de reivindicar aqui o acordo que foi feito entre as Lideranças que compõem a Maioria, para que os Líderes pudessem fazer um revezamento na orientação. Cada Líder, no caso, que fizer a orientação deve cumprir o acordo que está vigente a respeito da discussão desta PEC. Nesse caso, a Maioria e todos os Líderes encaminhariam. Eu chamo o Deputado Franco para encaminhar aqui em nome da Maioria, por todos os partidos.
DARCÍSIO PERONDI|MDB|RS|E o Governo concorda.
FRANCO CARTAFINA|PP|MG|Sr. Presidente, a Maioria encaminha "sim".
RODRIGO MAIA|DEM|RJ|Como vota o PSD?
JOAQUIM PASSARINHO|PSD|PA|O PSD encaminha "sim", pela manutenção do texto.
RODRIGO MAIA|DEM|RJ|Como vota o PSB?
ELIAS VAZ|PSB|GO|Sr. Presidente, o PSB encaminha o voto "não". Esse é mais um aspecto de crueldade desse projeto, que não considera o mínimo do razoável, ao não reconhecer a questão do trabalho do intermitente, na situação do trabalho parcial, que pode não ter condições de fazer essa contribuição, e isso vai comprometer, mais uma vez, a possibilidade de aposentadoria daqueles que estão na base da pirâmide, daqueles que têm a situação financeira mais comprometida. Então, o PSB encaminha o voto "não", contra mais essa crueldade que esta reforma estabelece para o trabalhador brasileiro.
RODRIGO MAIA|DEM|RJ|Como vota o PDT?
AFONSO MOTTA|PDT|RS|Sr. Presidente, estamos aqui falando do trabalho intermitente, que é um conceito importante das relações sociais. Hoje, da forma como está, a regulação do trabalho intermitente está no limbo. Precisaríamos de uma lei especial, principalmente aqueles que alegam a evolução das relações sociais e a modernidade. Esse trabalho intermitente tem muito significado e muita importância. Por isso, estamos votando "não", a favor da supressão, para que nos obriguemos, através de lei especial, a regular essa relação social tão importante. Não é pela contribuição, é pela natureza da relação social do trabalho. O PDT vota "não".
RODRIGO MAIA|DEM|RJ|Como vota o DEM?
ALAN RICK|DEM|AC|O Democratas orienta "sim", pela manutenção do texto, Sr. Presidente.
RODRIGO MAIA|DEM|RJ|Como vota o PSDB?  (Pausa.) Como vota o Solidariedade?  (Pausa.) Como vota o Podemos?  (Pausa.) Como vota o PSOL?  (Pausa.)
OTACI NASCIMENTO|SOLIDARIEDADE|RR|Sr. Presidente, o Solidariedade orienta "sim".
RODRIGO MAIA|DEM|RJ|Como vota o Podemos?  (Pausa.) Como vota o PSOL?  (Pausa.) Como vota o PROS?
TONINHO WANDSCHEER|PROS|PR|O PROS orienta "sim", Sr. Presidente.
RODRIGO MAIA|DEM|RJ|Como vota o PCdoB?
ALICE PORTUGAL|B|BA|Sr. Presidente, o Relator, assim como o Líder do Governo e o da Maioria, chama a unidade das forças governistas, mas não fala a verdade sobre o texto. Está-se estruturando um piso contributivo. É como uma cartela de bônus que uma loja dá ao seu cliente. Acontece que o trabalhador intermitente, temporário, não consumará a contribuição mensal. O INSS receberá, e depois confiscará a contribuição. Isso é um calote! Isso é um calote, Srs. Deputados! Compreendam o que está acontecendo. Não votem enganados. O trabalhador não conseguirá perfazer, terá que juntar, mês a mês, várias contribuições, e, ao fim e ao cabo, não se aposentará. O voto é "não"!
RODRIGO MAIA|DEM|RJ|Como vota o PSC?  (Pausa.) Como vota a Cidadania?  (Pausa.)
OTONI DE PAULA|PSC|RJ|O PSC orienta "sim", Sr. Presidente.
RODRIGO MAIA|DEM|RJ|Como vota o NOVO?
VINICIUS POIT|NOVO|SP|Sr. Presidente, vou aproveitar a oportunidade só para fazer uma correção. Houve uma fala de um Deputado ali, que citou o NOVO, usou termos desrespeitosos, sem base nenhuma e sem conhecimento do que estava falando. O NOVO está apresentando um destaque supressivo Š convido o Deputado para conhecê-lo e para debatermos, porque sempre defendo o diálogo Š justamente para não deixar que o povo seja tão afetado e que 238 mil pessoas tenham o benefício de 70 bilhões de reais. É essa economia que não fazemos na reforma em troca desse texto que está no texto que veio para cá. O Deputado pode ver que, no art. 4º, § 4º, e no art. 10, os direitos dos professores ficarão mantidos. Venha aqui, dialogue conosco e leia, para não usar esses termos desrespeitosos sem conhecimento de causa. Então, o NOVO está defendendo uma reforma sem privilégios. Já que o Deputado disse que esta reforma vai afetar o povo, queremos defender o povo. Venha dialogar, Deputado. O NOVO orienta "sim", para manter o texto original.
RODRIGO MAIA|DEM|RJ|O NOVO vota "sim". Como vota o Avante?
TITO|AVANTE|BA|O Avante, Presidente, orienta o voto "sim", pela manutenção do texto.
RODRIGO MAIA|DEM|RJ|Como vota o PSOL?
TALÍRIA PETRONE|PSOL|RJ|Presidente, já vivemos o último ciclo que incidiu tragicamente sobre a característica principal do mercado de trabalho brasileiro, que é a informalidade. A reforma trabalhista flexibilizou ainda mais as relações de trabalho entre patrão e trabalhador. Num país de desemprego, num país em que essas relações são muito precárias, num país que tem marcas escravocratas ainda, que tem lugares em que há trabalho escravo, sabemos que há muitos trabalhadores, Presidente, que realizam trabalho intermitente, trabalham 2 horas ali, trabalham 2 horas acolá, para poder colocar comida na mesa. E o que se está fazendo é não contar o tempo de trabalho desse trabalhador, que é o mais precarizado do Brasil. Então, é fundamental retirarmos do texto esse ataque ao povo. Portanto, o PSOL vota "não", em defesa de todos os trabalhadores e também do mais precarizado, que é o trabalhador intermitente.
RODRIGO MAIA|DEM|RJ|Como vota o Patriota?  (Pausa.)
DOMINGOS SÁVIO|PSDB|MG|Sr. Presidente, o PSDB orienta "sim".
RODRIGO MAIA|DEM|RJ|O PSDB vota "sim". Como vota o Patriota?  (Pausa.) Como vota o PV?
LEANDRE|PV|PR|Presidente, nós entendemos que esse foi um aprimoramento que veio no texto novo da reforma. O PV orienta "sim".
RODRIGO MAIA|DEM|RJ|O PV vota "sim". Como vota a Minoria?
JANDIRA FEGHALI|B|RJ|Sr. Presidente, esse texto da reforma da Previdência é uma das coisas mais graves desta proposta, porque, quando se estabelece uma contribuição mínima para o segurado, se estabelece, na verdade, o confisco da contribuição abaixo desse valor. Hoje, como disse o Deputado Afonso e a Deputada Alice, a contribuição, por exemplo, no trabalho intermitente, conta como mês trabalhado. Na medida em que se estabelece essa contribuição, o mês deixa de ser contado. Esse trabalhador, que já é explorado pelo valor do salário, porque fica a serviço do patrão, sem ser necessariamente pago, tem o seu mês contado como mês trabalhado. Depois disso, ele terá o seu mês confiscado e não terá o seu mês contado como mês de contribuição. Portanto, nós somos "não" ao texto.
RODRIGO MAIA|DEM|RJ|Como vota a Oposição?  (Pausa.) A Presidência solicita a todas as Sras. Deputadas e aos Srs. Deputados que tomem os seus lugares, a fim de ter início a votação pelo sistema eletrônico. Está iniciada a votação.
JOSÉ NELTO|PODE|GO|Sr. Presidente, peço a palavra pelo Podemos.
ALCIDES RODRIGUES|PATRIOTA|GO|Sr. Presidente, o Patriota orienta "sim".
RODRIGO MAIA|DEM|RJ|Como vota a REDE?
JOENIA WAPICHANA|REDE|RR|Sr. Presidente, a REDE orienta "não", porque nós temos a oportunidade de corrigir e fazer justiça com os mais pobres e mais vulneráveis. Nós conseguimos tirar do texto original a injustiça para os trabalhadores rurais, dentre eles, os povos indígenas. Exigir uma contribuição mínima é um absurdo, é inconstitucional, porque não permite a outras pessoas que estão em uma situação geográfica, diversa no Brasil, que não têm, muitas vezes, o poder aquisitivo e monetário também... Em diversas partes do Brasil, inclusive na Amazônia, trabalhadores rurais, indígenas não usam o valor monetário, moedas. Como exigir uma contribuição mínima para essas pessoas? Essa é a forma de fazermos justiça para essa categoria de profissionais que já contribuem para o Brasil? Por essa questão, a REDE pede aos Parlamentares que votem "não".
RODRIGO MAIA|DEM|RJ|Como vota o Cidadania?
CARLOS ZARATTINI|PT|SP|Sr. Presidente, por quanto tempo nós vamos aguardar essa votação?
RODRIGO MAIA|DEM|RJ|Como vota o Cidadania?
PAULA BELMONTE|CIDADANIA|DF|O Cidadania orienta "sim", Presidente.
RODRIGO MAIA|DEM|RJ|Como orienta a Oposição?
ALESSANDRO MOLON|PSB|RJ|Sr. Presidente, a Oposição orienta o voto "não", para evitar a crueldade que se vai praticar contra os trabalhadores intermitentes que receberem menos do que um salário mínimo Š mesmo trabalhando um mês, que este mês não seja contado como tempo de contribuição por causa do valor relativo ao salário recebido. Isso vai fazer com que os trabalhadores intermitentes, que já foram prejudicados pela reforma trabalhista do Governo Temer, não só ganhem menos, mas também não consigam se aposentar. Trata-se de uma medida mínima de justiça, para que o trabalhador que trabalhou um mês tenha esse mês de contribuição contabilizada. Para garantir isso, devemos votar "não", e é esse apelo que faço a todos os colegas. Obrigado, Presidente.
CARLOS ZARATTINI|PT|SP|Sr. Presidente, só uma questão: no primeiro turno, foi combinado que uma primeira votação seria o tempo...
RODRIGO MAIA|DEM|RJ|Não, é uma hipótese. Eu não fechei esse acordo, Deputado.
CARLOS ZARATTINI|PT|SP|Como?
RODRIGO MAIA|DEM|RJ|Eu não fechei esse acordo. Eu disse que poderia fechar, e não fechei, senão, eu o teria cumprido. Muitas votações levaram mais tempo; outras, menos. Segundo, se V.Exa. quisesse esse acordo, deveria ter feito essa proposta ontem. Agora que nós já superamos o principal e estamos nos destaques, V.Exa. quer fazer um acordo de tempo dos destaques? Agora, o tempo é da Presidência. Assim, será como foi no primeiro turno.
CARLOS ZARATTINI|PT|SP|O tempo sempre é da Presidência, Sr. Presidente. V.Exa. pode determinar o que quiser, mas achamos que, no mínimo, é justo que se estabeleça um prazo, até para que os Deputados fiquem no plenário.
RODRIGO MAIA|DEM|RJ|Vão ficar.
CARLOS ZARATTINI|PT|SP|Está certo. Então, eu acho que o tempo...
RODRIGO MAIA|DEM|RJ|Essa primeira votação certamente demora um pouco mais, porque muitos Deputados estão terminando o almoço, estão vindo ao plenário e, aí, sim, a partir do segundo destaque, o quórum vai estar maior, e a presença também será maior.
CARLOS ZARATTINI|PT|SP|Mas tem que haver um limite mínimo de tempo.
JOSÉ NELTO|PODE|GO|Sr. Presidente, peço a palavra em nome do Podemos.
VITOR LIPPI|PSDB|SP|Sr. Presidente, quero apenas justificar minha ausência na última votação. Eu votei com o PSDB. Obrigado.
ALCIDES RODRIGUES|PATRIOTA|GO|Sr. Presidente, o Patriota vota "sim".
JOSÉ NELTO|PODE|GO|Sr. Presidente, essa regra da contribuição mínima dá mais possibilidade ao trabalhador de complementar ou agrupar os dias de trabalho no prazo do período mínimo. Por isso, nós entendemos a constitucionalização da matéria pelo Relator Samuel Moreira. Nós queremos indicar o nosso voto "sim", orientar a nossa bancada para votar "sim" a esta matéria, Sr. Presidente. Muito obrigado.
SERGIO SOUZA|MDB|PR|Sr. Presidente, o Deputado Sergio Souza votou com o partido na votação anterior. Obrigado.
RODRIGO MAIA|DEM|RJ|Obrigado, Sr. Deputado. Tem a palavra o Deputado Bohn Gass.
BOHN GASS|PT|RS|Sr. Presidente, eu queria chamar muito a atenção para esse aspecto. Se nós estamos tratando de um trabalhador que não tem um salário mínimo no mês, então, nesse mês, se ele trabalhou, isso deve contar para a Previdência. O que está sendo feito agora: 3 meses dão 1 mês. Isso significa que o trabalhador que trabalhou 30 anos, nesse raciocínio, esse tempo vai contar 10 anos. Bom, com 10 anos, não se aposenta. Só se aposenta com 15 anos. O resultado concreto dessa emenda que os colegas Deputados vão votar, então, é para que o trabalhador intermitente não se aposente. Essa, aliás, é a crueldade que o Bolsonaro e os Deputados aqui agora vão votar: trabalhador intermitente não vai se aposentar. Se 3 meses contam 1 mês, 30 anos contam 10 anos. E, com 10 anos, não se aposenta. Então, o Governo e os Deputados que vão votar não vão aposentar os intermitentes.
POMPEO DE MATTOS|PDT|RS|Sr. Presidente, nós temos uma preocupação. Nós vamos ter oito destaques, e cada um deles traz a sua preocupação e tem a sua importância. Dentre todos os destaques, Sr. Presidente, para mim, o mais relevante é aquele que garante que o viúvo ou a viúva recebam, pelo menos, um salário mínimo como pensão por morte do seu companheiro, da sua companheira, do esposo, da esposa, ou seja, recebam o mínimo do mínimo. Esse destaque supressivo nós vamos votar. E o que eu quero alertar o cidadão, a cidadã, a opinião pública é para que acompanhe essa votação. Nós estamos pedindo aqui o mínimo. Estamos pedindo aqui a generosidade, a complacência, a compreensão, a grandeza, a generosidade desta Casa, para que entregue ao viúvo, à viúva, pelo menos, um salário mínimo.
PAULO PIMENTA|PT|RS|Sr. Presidente, eu venho a esta tribuna, em nome da bancada do Partido dos Trabalhadores Š peço que V.Exa. me conceda também o tempo de Liderança Š, para fazer um grave comunicado ao País. Nós fomos tomados de surpresa, Sr. Presidente, agora há pouco, pela informação de que a Juíza da Vara de Execuções Penais de Curitiba determinou a transferência do ex-Presidente Lula, que se encontra detido de maneira provisória na Superintendência da Polícia Federal em Curitiba, para o sistema prisional do Estado de São Paulo. Esta solicitação, Sr. Presidente, ocorreu por parte da Polícia Federal há mais de 1 ano. Não há nenhum fato novo. Pelo contrário, todos os fatos novos são em favor do Presidente Lula. O Presidente Lula já tem direito à progressão da pena. Está aguardando o julgamento dos embargos do STJ, que não acontecem. Nós temos um  habeas corpus  que deverá ser julgado no Supremo Tribunal Federal possivelmente no dia 14. Sem nenhuma necessidade, a juíza determina essa transferência. Mais uma vez, Sr. Presidente, é uma forma de criar um espetáculo. A defesa fica sabendo pela mídia. O Presidente Lula fica sabendo pela mídia. Os helicópteros da Rede Globo já estavam no local. Para que tudo isso, Sr. Presidente? A juíza alega que o Presidente Lula não deve mais receber o tratamento de ex-Chefe de Estado ou Chefe Supremo das Forças Armadas, porque ele já tem uma pena definitiva. Isso é mentira, Sr. Presidente! A pena é provisória. Sequer foi concluído o julgamento no STJ. Cabem ainda recursos para outras instâncias. Portanto, é um ex-Chefe de Estado, Comandante Supremo das Forças Armadas cumprindo uma pena provisória, Sr. Presidente, num processo totalmente litigioso. A sociedade assiste, de maneira perplexa, todos os dias, à revelação de informações que mostram que Lula não teve direito a um julgamento justo, que mostram que Sergio Moro agiu em conluio com os procuradores, de maneira criminosa, para a condução deste processo. Srs. Deputados, Sras. Deputadas, será que tudo isso é uma forma de se antecipar como uma vacina às novas revelações que estão por vir? Será que isso é uma ação organizada e perversa do Dr. Sergio Moro, que é o Chefe da Polícia Federal, do Ministério Público Federal, se antecipando à gravidade das novas revelações que podem trazer ao povo brasileiro mais fatos ainda mais assustadores sobre os crimes cometidos neste inquérito, nesta investigação? Senhoras e senhores, nós queremos aqui chamar a atenção de todos e de todas. Não se trata somente da defesa do direito de um cidadão, de um ex-Presidente da República, mas do Estado Democrático de Direito. Esse processo de fragilização do sistema judicial do nosso País leva o Brasil para um caos de insegurança jurídica entre todos nós, Sr. Presidente. A imprensa divulga que o Presidente Lula estaria sendo levado para Tremembé, para um presídio comum. Eu pergunto a V.Exas.: é a polícia do Doria que vai garantir a integridade física e a vida do Presidente Lula? Até que ponto nós podemos confiar nesse cenário absurdo que estamos vivendo no País? O Presidente Lula não estará correndo riscos com essa transferência intempestiva, sem nenhum necessidade, provocada por essa decisão da juíza? Sr. Presidente, o Partido dos Trabalhadores, a nossa bancada, não está aqui pedindo que alguém seja absolvido sem julgamento. Nós queremos que o Presidente Lula tenha um julgamento justo, Sr. Presidente, que ele tenha direito a um julgamento como qualquer cidadão, como qualquer cidadã. Nós sabemos que o Lula não teve um julgamento justo. Nós sabemos hoje que foi um julgamento de faz de conta. Nós sabemos que Sergio Moro não agiu como juiz. Nós sabemos que procuradores não agiram como procuradores. Já há uma repercussão internacional dessa decisão. A defesa do Presidente Lula vai ao Supremo Tribunal Federal solicitar um  habeas corpus  para que esse ato criminoso imediatamente seja suspenso. A bancada do Partido dos Trabalhadores, Sr. Presidente, vai se reunir agora, vai sair do plenário, vai estudar as medidas que serão adotadas. Nós não vamos aceitar que isso seja feito dessa maneira, Sr. Presidente. O Parlamento brasileiro não pode assistir de maneira silenciosa esse ataque ao Estado Democrático de Direito. Se for necessário, a nossa bancada irá ao Supremo Tribunal Federal hoje à tarde. Nós vamos exigir ser recebido pelos Ministros do Supremo Tribunal Federal para dizer que basta dessa escalada autoritária! Basta de ver a Constituição ser rasgada diariamente! É preciso que o Poder Legislativo, que a sociedade brasileira se levante contra esse avanço do autoritarismo, da perseguição. Sr. Presidente, agradeço a V.Exa. pela oportunidade e pelo espaço. Ficam aqui o nosso registro, o nosso protesto e a nossa solidariedade ao Presidente Lula. Vamos agora reunir a nossa bancada para juntos decidirmos as medidas que vamos adotar. Lula livre! Lula livre!  (Palmas.)
RODRIGO MAIA|DEM|RJ|Deputado Paulo Pimenta, de fato, não é uma decisão simples, é uma decisão extemporânea. Então, aquilo que a Presidência da Câmara puder acompanhar junto com a bancada do PT, nós estamos à disposição para que o direito do ex-Presidente seja garantido.  (Palmas.)
PAULO PIMENTA|PT|RS|Muito obrigado, Sr. Presidente.
RODRIGO MAIA|DEM|RJ|Tem a palavra o Deputado Paulo Magalhães.
PAULO MAGALHÃES|PSD|BA|Sr. Presidente, Sras. e Srs. Deputados, no último dia 1º, em companhia do Governador Rui Costa, estivemos em Vitória da Conquista, onde inauguramos a décima primeira policlínica. Esse equipamento importantíssimo, o Governador o encontrou no Ceará e o assimilou, adequando- o às necessidades da Bahia e dos baianos. É por isso que podemos dizer que a Bahia é um destaque na saúde nacional, graças ao trabalho e ao denodo desse Governador que encanta os baianos e assusta o Brasil pela competência, pela seriedade e pela honradez com que comanda o destino no nosso Estado. Em Vitória da Conquista, foi uma ovação. Mais de 10 mil pessoas aplaudiram Rui Costa, o que atesta que a sua popularidade, a cada dia, aumenta. E podemos dizer que, com a sua competência, a sua humildade e, o mais importante, a sua vontade de servir à Bahia, aos baianos, Rui Costa tem dado a nós baianos e ao Brasil uma demonstração de competência incomum. Em um momento delicadíssimo como este em que o País está em crise, a Bahia não está em crise, não, Sr. Presidente. A Bahia está em dia com seus compromissos, pagando os salários e pagando aos fornecedores e empreiteiros, e é por isso que a Bahia, hoje, é o maior celeiro de obras do Brasil. Eu me permito dizer que nós baianos nos sentimos extremamente honrados e envaidecidos de termos um Governador que é modelo para o Brasil, que tem, senhoras e senhores, acreditem, um crédito, no Governo Federal, de 520 milhões de reais e continua em dia. Isso ele já pagou, mas não recebeu do Governo Federal. É aí, Sr. Presidente, Sras. e Srs. Deputados, que eu me permito dizer: como o Presidente Bolsonaro Š de quem os brasileiros têm tanta esperança Š agride e ofende nós nordestinos, tratando, inclusive, os nordestinos e os Governadores por corruptos. E nós, na Bahia, não aceitamos, não! Nós temos um Governador sério, honesto e que, como disse, encanta os baianos e assusta o Brasil pela seriedade e competência. É assim que nós estamos buscando, trabalhando pelo Governo e fortalecendo e na esperança de que este Governo acerte, mesmo com as intempéries verbais, que nós não podemos aceitar, porque não condizem com o cargo. Nós temos esperança. Sr. Presidente, eu quero contar com V.Exa., que teve um trabalho brilhante na reforma da Previdência no sentido de buscar no Presidente uma conciliação com o Nordeste, porque, sem o Nordeste, esta Casa não anda, sem o Nordeste, o Brasil não anda. Nós precisamos dar a nós nordestinos um tratamento digno. E posso, desde já, convidar para um encontro da concórdia, da paz e colocar a Bahia como sede, para conciliar com o Brasil, com o Presidente e dar provas, na Bahia, de como se governa um Estado e como poderemos governar o Brasil. É dessa maneira, Sr. Presidente, que venho a esta tribuna, a este templo sagrado dizer ao Brasil que, na Bahia, não existe corrupção. Corrupção existe em outros Estados, mas, na Bahia, não! Na Bahia, nós temos um Governador que é, como disse anteriormente, exemplo para o Brasil e para todos nós que buscamos a seriedade e a honradez à frente dos destinos dos nossos Estados. Era essa a colocação que eu não poderia deixar de fazer neste dia em que a Casa está cheia, para dar conhecimento a todos os meus pares desse grande Governador Rui Costa, que se destaca no Nordeste e que dá ao Brasil a demonstração de grandeza que todos nós queremos. Muito obrigado, Sr. Presidente. Parabéns, Srs. Deputados!
RODRIGO MAIA|DEM|RJ|Concedo a palavra ao Deputado Eros Biondini. Em seguida, concederei a palavra à Deputada Maria do Rosário.
MÁRIO NEGROMONTE JR.|PP|BA|Sr. Presidente, o Deputado Mário Negromonte Jr. votou com o partido na última votação.
RODRIGO MAIA|DEM|RJ|Tudo bem. Tranquilo, Deputado.
EROS BIONDINI|PROS|MG|Sr. Presidente, aproveitando a condução brilhante e sábia de V.Exa. nesse processo, gostaria de pedir encarecidamente que V.Exa., Deputado Rodrigo Maia, encabeçasse também o entendimento para incluir em pauta o importantíssimo projeto que trata do apoio às APACs Š Associações de Proteção e Assistência aos Condenados, consideradas um dos melhores modelos prisionais do mundo. V.Exa. esteve em Minas Gerais visitando uma das APACs e constatou a qualidade do trabalho que elas realizam. V.Exa. é a pessoa certa, Sr. Presidente, para pautar com urgência o Projeto de Lei nº 1.685, de 2011, que trata do apoio do Governo Federal às APACs. Nós estamos vendo o caos no modelo prisional do sistema comum. Estamos vendo no Pará tragédias e massacres. V.Exa. sabe, porque foi testemunha, já que esteve lá, que as APACs podem ser uma grande solução para o caos prisional que há no Brasil. Portanto, eu faço este apelo: paute, Sr. Presidente, o projeto que trata das APACs aqui em plenário. Esse tema é unanimidade entre os Deputados pela qualidade do trabalho que as APACs realizam. Nós confiamos em V.Exa. para que, o quanto antes, após esse processo da reforma, o projeto das APACs venha para o plenário. Pode ter certeza de que, assim como V.Exa. contemplou  in loco , em Nova Lima, a grande maioria dos Deputados conhece e aprova o modelo APAC. Se nós temos, por um lado, o pior modelo prisional do mundo, estamos propondo aqui a implantação e a divulgação do melhor modelo prisional que há, que é o das APACs. Tenho certeza de que V.Exa., da mesma forma como faz com o processo que está conduzindo agora, encabeçará essa pauta e será reconhecido como aquele que propôs ao Brasil uma grade solução para o caos que vivemos no modelo prisional que estamos acostumados a ter no Brasil. Espero isso de V.Exa. Esse apelo não é só meu e não é só da bancada de Minas, que tem a grande maioria das unidades das APACS, mas de todos os outros Estados, que buscam copiar hoje esse modelo. V.Exa., que esteve lá, pode testemunhar e, com a sua habilidade, convencer todo o Plenário para que esse projeto seja aprovado e se possa ampliar o modelo APAC para todo o Brasil. Desde já, meu muito obrigado.
FABIO REIS|MDB|SE|Sr. Presidente, o Deputado Fabio Reis, na votação anterior, votou conforme orientação de seu partido.
RODRIGO MAIA|DEM|RJ|Deputado Eros, é nossa intenção conjunta que possamos votar o projeto das APACs. Visitei uma unidade e, de fato, é um modelo que pode ser referência para o nosso País. Concedo a palavra à Deputada Maria do Rosário. Em seguida, falará o Deputado Marcelo Freixo, pela Liderança do PSOL.
MARIA DO ROSÁRIO|PT|RS|Sr. Presidente, em tempos de arroubos autoritários, V.Exa. tem sido na condução dos trabalhos desta Casa alguém que prima pelo equilíbrio, e isso é extremamente importante para a democracia, porque o equilíbrio de uma democracia está no seu Parlamento, sobretudo na representação do povo, que é a Câmara dos Deputados. Sr. Presidente, a transferência do ex-Presidente Lula é algo gravíssimo, fere a democracia brasileira. Eu pedi a oportunidade de usar da palavra para perguntar a este Plenário a quem serve essa atitude. Essa atitude só divide mais o Brasil. Essa atitude cria mais interrupções nas relações políticas, sociais e econômicas. Essa atitude simplesmente consolida a divisão do nosso País. E essa atitude é injusta para com o ser humano, para com um ex-Chefe de Estado e para com a democracia brasileira. Distancia ainda mais o Brasil do mundo contemporâneo, porque afasta o Brasil das democracias que se constituíram ao longo dos últimos anos. O Brasil já é visto com grande dificuldade não apenas por conta dos arroubos, mas da verve autoritária que governa o País nos dias atuais. Além disso, como não pensar que, por trás de toda essa artimanha revelada pelos meios de comunicação, no direito de fazê-lo, não existe mais uma vez a atitude de quem hoje está no Ministério da Justiça? Não é possível permanecer no Ministério da Justiça, chefiando a Polícia Federal, quem atua de forma persecutória, quem manipula as instâncias de Estado, o Estado Democrático de Direito. A Constituição é maior do que os governos e do que os nossos próprios mandatos. Por isso, nós juramos defender a Constituição. Obrigada, Sr. Presidente.
RODRIGO MAIA|DEM|RJ|Concedo a palavra ao Deputado Marcelo Freixo, para uma Comunicação de Liderança, pelo PSOL.
