autor|partido|uf|discurso
MARCELO RAMOS|PL|AM|Obrigado, Deputado Sergio Vidigal. Nós temos dois pedidos para Comunicação de Liderança: dos Deputados Ivan Valente e Capitão Alberto Neto. Nós vamos ouvir os Deputados Ivan Valente e Capitão Alberto Neto, voltar à lista e, depois, ouvir o Deputado Alessandro Molon. Deputado Ivan Valente, V.Exa. tem o tempo regimental de 4 minutos.
IVAN VALENTE|PSOL|SP|Sr. Presidente, Sras. e Srs. Deputados e Deputadas, em primeiro lugar, eu queria, antes de entrar no debate sobre a Previdência, rapidamente dizer que nós acabamos de entrar com ofício no Senado Federal, ao Presidente do Senado, Senador Davi Alcolumbre, dizendo que o Governo Bolsonaro, na verdade, quer governar por decretos e MPs. Ele acabou de editar a Medida Provisória nº 886, de 2019, respondendo à Medida Provisória nº 870, de 2019, porque foi derrotado. A demarcação das terras indígenas voltou para a FUNAI, quer dizer, para o Ministério da Justiça. Ele voltou para o Ministério da Agricultura através de medida provisória editada ilegalmente. É um imperador! Ilegalmente! Não se pode editar medida provisória duas vezes na mesma legislatura. Não existe isso. Mas ele cismou que é imperador. Quem está por trás disso? A bancada ruralista, que não suportou o que o Congresso Nacional fez. Em segundo lugar, eu quero cumprimentar o Senado Federal, que derrotou ontem o decreto de armas. Mais armas, mais mortes. A maioria da população, 73%, é contrária ao porte de armas e 61% é contrária à posse de armas. Isso é um escândalo! Mas ele foi derrotado. Peço ao Presidente Rodrigo Maia que paute imediatamente o nosso projeto de decreto legislativo para sustar rapidamente, aqui na Câmara Federal, essa proposta que significa mais mortes. O Governo Bolsonaro é igual a mortes. Essa é a verdade, Sr. Presidente. Sobre a reforma da Previdência, quero primeiro dizer o seguinte: eu quero desmistificar, mais uma vez, essa ideia de que se trata de combate a privilégios. Na prática, quem perde são os pobres. Os números são explícitos, Deputado Fontana. Oitenta por cento ou mais do que vai ser arrecadado vem dos pobres, do Regime Geral da Previdência Social, principalmente de quem ganha de 1 a 3 salários mínimos. É por isso que nós estamos muito preocupados com a desconstitucionalização, ainda existente. Por exemplo, 15 anos para mulheres de contribuição pode voltar a ser lei ordinária. E aí, como é que faz? Pode ir para 20, de 20 pode ir para 25. No Reunião de: 19/06/2019 RPPS Š Regime Próprio de Previdência Social, ele está totalmente desconstitucionalizado, não tem mais direitos. Eles podem, depois, fazer o que quiserem. Nós não podemos aceitar esse tipo de coisas. E mais, quero colocar dois pontos, Presidente, no pouco tempo que tenho, e perguntar: por que essa crueldade de colocar 100% da média das contribuições, quando hoje é de 80%? Não é nada, não é nada, Deputado Fontana, o trabalhador de baixa renda terá mais de 20% de corte. Em segundo lugar, quero dizer para a sociedade que a alíquota de 7,5%, e não de 8%, economiza 4 reais por mês. Só que o trabalhador, com a idade mínima, vai trabalhar muito mais Š no tempo de contribuição, 40 anos de contribuição. Vai trabalhar muito mais! Então, isso realmente é uma grande enganação que nós temos que denunciar. O povo está fazendo as contas, e eu espero, com uma grande mobilização social e com a consciência que muitos Parlamentares aqui já demonstraram, que consigamos não colocar nas costas dos trabalhadores essa exploração, essa violência contra os diretos dos trabalhadores contidos na Constituição Federal da República do Brasil, Sr. Presidente. "Não" à reforma da Previdência! Essa é a proposta do PSOL.
MARCELO RAMOS|PL|AM|Obrigado, Deputado Ivan Valente. Deputado Capitão Alberto Neto, V.Exa. tem a palavra, pela Liderança do PRB, pelo tempo de 5 minutos.
CAPITÃO ALBERTO NETO|PRB|AM|Muito obrigado, Presidente. Primeiro, antes de entrar no assunto da Previdência, quero deixar registrado que não é verdade. Ontem o Brasil sofreu uma derrota no Senado, porque a vontade da população brasileira que elegeu o Presidente Jair Messias Bolsonaro é ajustar esse Estatuto do Desarmamento, que não trouxe progresso nenhum para a segurança do nosso País e que também não vai resolver o problema da segurança, quero deixar claro, porém vai dar o direito da legítima defesa ao cidadão de bem. O próprio estatuto é muito rigoroso e traz vários requisitos. A medida provisória era um ajuste no Estatuto do Desarmamento, que era a vontade do povo que elegeu o nosso Presidente. Então, o Senado não fez a vontade da nossa população. Mas nós vamos aprovar sim aqui na Câmara dos Deputados, quando chegar. Perdemos a batalha no Senado, mas não vamos perder a guerra. Vamos continuar lutando em defesa do cidadão de bem em defesa da sociedade brasileira. Entrando no assunto da Previdência, ontem eu já falei sobre a parte técnica e parabenizei toda a Mesa pelos trabalhos. Hoje eu queria fazer uma defesa dos profissionais de segurança pública. Há algumas emendas que eu assinei e há outras que entrei com propositura, juntamente com a bancada da segurança pública, a bancada dos nossos policiais militares. A Proposta de Emenda à Constituição nº 06, de 2019, acerta em relação aos policiais militares, porque traz o conceito do militar e iguala o policial militar ao militar das Forças Armadas. Porém, nós entramos com emenda no sentido de deixar ainda mais claro, para não dar margens a interpretações, como existem em alguns Estados, como Santa Catarina e Espírito Santo, que covardemente colocaram o policial militar no regime geral, por exemplo. Isso é um absurdo, uma afronta à Constituição brasileira. Para evitar esse tipo de afronta, nós entramos com uma emenda para deixar ainda mais claro o que está escrito na PEC. Quero solicitar também algumas emendas que dizem respeito à Guarda Municipal, que tem sido abandonada na segurança pública, que tem sofrido diversos ataques, em termos de segurança, porque o bandido não vê se a farda é da Polícia Militar, se é da Guarda Municipal, se é um policial civil, se é um policial federal. O bandido não vai enxergar isso. Então, o guarda municipal tem sofrido um abandono do Estado. Eu acho que é uma boa hora para corrigirmos esse abandono dos guardas municipais. Há um outro detalhe muito importante que eu gostaria de relembrar, que é a participação dos Estados e Municípios na nossa PEC. Nós não podemos procrastinar mais o ajuste fiscal no nosso País. Nós temos que dar uma contribuição gigantesca para a sociedade brasileira, que é aprovar esta PEC com a participação dos Estados e Municípios, para o nosso País avançar, tornar-se um ambiente favorável para novos investimentos. Concordando com o Deputado do PT que falou anteriormente, é lógico que só a reforma da Previdência não vai resolver o problema do Brasil. Nós precisamos ajustar a reforma tributária, que é de suma importância. Porém, é o pontapé inicial para voltarmos à prosperidade. Então, eu gostaria de deixar registrada a minha defesa dos nossos policiais militares. Há algumas emendas que nós queremos apenas ajustar, principalmente em relação à idade, porque nas Forças Armadas vão até 35 anos, na Polícia Federal, até 30. O policial militar, dentro da esfera da segurança pública, é o que mais morre Š morre mais de um por dia no nosso País. O Brasil tem uma dívida gigantesca com os nossos policiais. E nós precisamos corrigir isso nesta PEC. Eu tenho certeza de que essas emendas vão dar o ajuste final. Reunião de: 19/06/2019 Quero parabenizar mais uma vez a Mesa. Não é fácil encontrar o denominador comum para a aprovação, e V.Exas. encontraram. Parabéns!
MARCELO RAMOS|PL|AM|Obrigado, Deputado Capitão Alberto Neto. Nós temos aqui algumas solicitações de Líderes, que têm precedência. Então, peço paciência aos Deputados. E têm um tempo menor também. Então, têm os prós e os contras. Tem a palavra o Deputado Alessandro Molon, pela Liderança da Oposição, e depois o Deputado Gastão Vieira, pela Liderança do PROS, e o Deputado Afonso Motta, pela Liderança do PDT. A Deputada Joenia Wapichana vai acumular o tempo de Líder com o tempo de fala. Nós combinamos aqui que, para acumular, têm que falar no tempo da fala. Tem a palavra o Deputado Alessandro Molon.
ALESSANDRO MOLON|PSB|RJ|Muito obrigado, Presidente. Cumprimento V.Exa., o Deputado Silvio Costa Filho, os demais colegas aqui da Comissão. Presidente, antes de tratar especificamente do tema da proposta de reforma, eu quero anunciar a V.Exa. que nesta manhã conversei com o Presidente do Senado por telefone. Também apresentei requerimento pedindo ao Presidente do Senado que devolva a Medida Provisória nº 886, de 2019, editada hoje, cujo objetivo, flagrantemente inconstitucional, é desfazer uma decisão tomada pelo Congresso recentemente de devolver a demarcação de terras para a FUNAI, Ministério da Justiça. O Presidente da República parece que não consegue compreender o que significa a separação de Poderes, não consegue respeitar as atribuições do Parlamento, apesar de ter passado, surpreendentemente, 28 anos nesta Casa. Ele parece querer dizer ao Parlamento que é ele quem manda. Portanto, nós devemos devolver essa medida provisória para ele, para que seja refeita sem as inconstitucionalidades que a condenam, em especial, essa devolução da demarcação de terras indígenas e quilombolas para o Ministério da Agricultura. Isso é flagrantemente inconstitucional. Além disso, ainda hoje estamos aditando uma ação direta de inconstitucionalidade que ajuizamos contra essa transferência da demarcação do Ministério da Justiça para o Ministério da Agricultura. Há pouco, um colega tratou da derrubada do Decreto de Armas no Senado ontem. Foi uma grande decisão do Senado. Eu espero, Sr. Presidente, que esta Casa também derrube esse malfadado Decreto de Armas que tanta violência vai gerar e aumentar no Brasil, se aprovado. Há projeto de decreto legislativo de nossa autoria nesse sentido. Da mesma forma que o Senado teve a altivez de aprovar o projeto de decreto legislativo, eu tenho a esperança de que nós assim também o façamos. Mas, se não fizemos, o Supremo o fará porque o decreto é inconstitucional. Ele foi feito para burlar uma lei, que é o Estatuto do Desarmamento. Se se quer alterar uma lei, que se mande um projeto de lei para cá e que se debata, mas não através de decreto. O Presidente da República não pode achar que vai governar o País o tempo inteiro por decretos ou medidas provisórias, como tentativa de superar a inexistência de uma base aqui no Congresso Nacional. Sobre a reforma da Previdência, Sr. Presidente, eu quero, de forma muito clara, objetiva e concisa, dizer: nós da Oposição entendemos que o Brasil precisa de mudanças na Previdência sim. Nós não negamos a necessidade de ajustes e do equilíbrio de contas na Previdência Social brasileira. Esse é o primeiro ponto. Portanto, é necessário modificar as regras da Previdência à medida que a expectativa de vida aumenta, que a pirâmide etária do País se modifica. É fundamental fazer ajustes. A proposta de reforma mandada pelo Governo Bolsonaro não é uma boa solução para isso porque é extremamente cruel, agrava a desigualdade, que é o maior problema brasileiro. O Brasil precisa de uma reforma da Previdência, mas não desta que o Governo Bolsonaro mandou. O Relator já fez mudanças. É importante destacar que algumas mudanças feitas pelo Relator são positivas: a retirada da mudança de regras do BPC; a pequena alteração no abono, ainda insuficiente; a retirada da capitalização. A grande vitória da Oposição foi a retirada da capitalização, que nós atacávamos desde o começo como, de fato, a grande armadilha, a grande ameaça para a destruição da Previdência Social brasileira Š grande conquista essa! Š, e o aumento da alíquota da CSLL Š Contribuição Social sobre o Lucro Líquido, de 15% para 20%. Portanto, o Relator promoveu alguns avanços importantes. No entanto, promoveu, no nosso entendimento, alguns retrocessos e não alterou, satisfatoriamente, outros pontos, o que nos faz decidir neste momento pela votação contrária ao parecer do Relator. Não há como a Oposição apoiar este parecer do Relator porque ele ainda tem muitos problemas. Reunião de: 19/06/2019 Para dar alguns exemplos: ainda se pretende aumentar o tempo mínimo de contribuição de homens para 20 anos. Isso excluirá milhões de brasileiros. Isso não pode permanecer. Quanto às mulheres, o Relator, corretamente, reduziu para 15 anos. É preciso fazer, nesse caso, para homens também, para evitar que milhões de homens sejam excluídos da aposentadoria. Há um novo problema na contagem de tempo Š art. 195, § 14. Quem contribuir com valor inferior ao equivalente a 1 salário mínimo não contará 1 mês de contribuição. Isso é um erro, porque o trabalhador de tempo parcial não conseguirá se aposentar. Isso também tem que ser retirado da proposta. Quanto ao desvio de recursos do FAT, que iam para o BNDES, para entrar na conta da Previdência, é um erro, porque esses recursos, como dito anteriormente por um colega Š o Deputado Sergio Vidigal, há pouco, mencionou isso também Š, são fundamentais para investimentos de longo prazo e infraestrutura. Portanto, isso vai gerar desequilíbrio fiscal, no médio prazo, e tem que ser corrigido também. A economia continua sendo majoritariamente em cima dos mais pobres, que vão ter que trabalhar mais e ganhar menos. O cálculo do benefício está piorando muito para os mais pobres. A redução da pensão é exagerada. É razoável supor que uma família que diminua de tamanho receba um pouco menos, não nessa proporção que a proposta traz. É uma queda muito acentuada nos ganhos de uma família. Isso vai sacrificar as famílias mais pobres. As regras de transição ainda são excessivamente duras. Não é possível apoiar estas regras de transição. Por tudo isso, em defesa da justiça social e da redução das desigualdades, nós não votaremos este relatório do jeito que ele está aqui na Comissão. Obrigado, Sr. Presidente.
MARCELO RAMOS|PL|AM|Obrigado, Deputado Alessandro Molon. Passo a palavra, pela Liderança do PROS, ao Deputado Gastão Vieira, por 4 minutos.
GASTÃO VIEIRA|PROS|MA|Sr. Presidente, Deputado Marcelo Ramos, demais membros da Mesa, boa tarde. Sr. Presidente, Deputado Marcelo Ramos, eu gostaria muito que o Deputado Samuel estivesse neste momento sentado juntamente com V.Exa., porque eu queria parabenizar os dois por terem, dentro das circunstâncias, que não eram fáceis, construído um relatório possível de ser votado nesta Casa, fazendo realmente a reforma da Previdência andar. Eu fiquei muitas vezes pensando, Presidente, como seria possível, num país como o Brasil, tão desigual, extremamente desigual, com pobres que sobrevivem, não vivem, do troco de um, do biscate de outro, construirmos uma reforma da Previdência para economizar 1 trilhão em 10 anos? Alguém me diga se é possível. Vamos combater a renúncia fiscal, a sonegação e o endividamento, que a coisa se resolve, mas isso é muito complicado Š não se faz da noite para o dia. Estas questões permeiam uma série de governos, de decisões, de determinações. Isso só vai acontecer quando quisermos criar um Estado diferente. Este relatório deve receber o apoio de todos nós. Evidentemente, eu fico pensando nas professoras: 80% são mulheres, mulheres que sofrem com a consequência da licença- maternidade de 6 meses, que têm dificuldade de se recolocarem no mercado de trabalho. As professoras me dizem: "Deputado, eu não quero me aposentar mais cedo. Eu quero, na verdade, ganhar um pouco melhor". Sr. Presidente, ontem eu recebi um estudo sobre a Previdência dos Estados. Fiquei pensando no meu Maranhão e quero fazer um apelo a V.Exa. para que deixe aberta a possibilidade de discutir e negociar o retorno da Previdência estadual e municipal para, digamos assim, o colo da reforma federal. Meu Estado gastou 12 bilhões da receita corrente líquida só com a Previdência e ainda terá que gastar, juntando todo o dinheiro gasto com a Previdência, 10% deste valor para completar o recurso que já colocou. Nós gastamos 12 bilhões. Imaginem um Estado como o Maranhão, com tantas carências e tantos enfrentamentos, ainda ter de gastar mais 1 bilhão. Não sei de onde o Governador vai retirar este montante para complementar a conta da Previdência. Isso nos leva a raciocinar de forma mais ampla. A situação dos Estados é desesperadora! A questão da quebra fiscal do País e do não crescimento da economia traz um quadro extremamente difícil para os Estados e Municípios enfrentarem. Encerrando, Sr. Presidente, eu recebi outro estudo ontem. Eu sou daqueles que acreditam que as desigualdades vão acabar quando tratarmos da educação com a seriedade que ela merece, porque ela vai mudar as coisas e dar condições para quem não tem e vai fazer sobreviver com dignidade quem apenas esmola pelas ruas. Eu vi o seguinte quadro: no Brasil inteiro, nós gastamos 4 vezes mais com o atendimento a estudantes do que gastamos com ensino e aprendizagem. O que se coloca na sala de aula é 3 vezes menos do que o que se paga de fardamento, de merenda, de transporte escolar, de livro. No Reunião de: 19/06/2019 fundo, no fundo, nós não estamos gastando com a educação. Nós estamos gastando com a Previdência, com benefícios para jovens que não têm como sobreviver. Parabéns, Sr. Presidente! V.Exas., Srs. Deputados, venceram muito bem as circunstâncias. Eu tenho certeza de que vamos, apertando aqui ou ali, aprovar o relatório. Agradeço a V.Exas. o trabalho. Muito obrigado.
MARCELO RAMOS|PL|AM|Obrigado, Deputado Vieira. Antes de passar a palavra ao Deputado Afonso, quero adiantar um registro. Na terça-feira, nós teremos sessão, que está marcada para as 9 horas da manhã. Neste dia, não haverá absolutamente nenhuma tolerância com os chamados da lista que não estiverem presentes na hora da chamada. Eu sei que alguns têm problemas na terça-feira de manhã, porque na segunda-feira é dia de São João. Porém, não haverá nenhuma tolerância. Eu dou este aviso inclusive aos Deputados que ainda se encontram na Casa. Na terça-feira, não haverá nenhuma tolerância com quem não estiver no momento em que for chamado, retomando a ordem da lista, até como medida compensatória desta relativização de regra que fizemos hoje.
HENRIQUE FONTANA|PT|RS|A que horas abre a reunião na terça-feira, Sr. Presidente?
MARCELO RAMOS|PL|AM|Às 9 horas da manhã. A partir das 8h30min, inicia-se o registro de presença. Apesar da demora no quórum, registro que pessoalmente farei um esforço para garantir o quórum cedo na próxima terça-feira. Concedo a palavra ao Deputado Afonso Motta, pela Liderança do PDT. S.Exa. dispõe de 5 minutos.
AFONSO MOTTA|PDT|RS|Sr. Presidente, quero cumprimentar V.Exa., Deputado Marcelo Ramos, o Deputado Silvio Costa Filho e o Relator Samuel Moreira pelo esforço, pela dedicação e especialmente pelo respeito com os pares. Esta tem sido a referência importante para o funcionamento desta Comissão. Aproveito, inicialmente, para valorizar nossa representação parlamentar do PDT nesta Comissão: nosso Líder, o Deputado André Figueiredo; o Deputado Mauro Benevides Filho, que se afastou para cumprir missão no seu Estado, mas que aqui deu uma contribuição importante; o Deputado Paulo Ramos; o querido Deputado Sergio Vidigal, a cuja manifestação tivemos a oportunidade de assistir, com muito brilhantismo, expressando a realidade da posição do PDT; os Deputados Subtenente Gonzaga, Pompeo de Mattos e Fábio Henrique. Todos integram esta Comissão. Na verdade, nesta Legislatura, cada vez se afirma mais um debate fundamental: a forma, não entre a Oposição e o Governo, como um conjunto de Parlamentares provoca e realiza os debates, enxergando o mundo. Olhar o mundo é ter uma preocupação com relação à vida das pessoas, à organização social, ao papel das instituições e à defesa da democracia. Este debate da Previdência Social, com a proposta encaminhada pelo Governo, tem-nos sido uma grande oportunidade, porque coloca como preceito e valor maiores, na visão de mundo que acabamos de expressar à brevidade, uma visão principalmente fiscalista da organização do Estado contra a visão que defende a dignidade humana, os direitos fundamentais das pessoas e a vida institucional da Nação. Portanto, desde o primeiro momento, nós expressamos nossa contrariedade em relação à proposta do Governo, que é de natureza essencialmente fiscalista. Nós não somos contra qualquer reforma da Previdência. Nós participamos do debate público, do debate eleitoral, quando tivemos a oportunidade, por meio do nosso Líder maior, Ciro Gomes, de expressar nossa posição. Portanto, impõe-se nossa contribuição ao debate e, é claro, valorizamos as conquistas de alteração da proposta governamental quanto ao BPC, ao trabalhador rural, ao professor, à exclusão da capitalização, mas também temos deixado muito claro que esta expectativa política e pública criada de que a reforma da Previdência é tudo é um grande equívoco. O País precisa de reformas Š nós trabalharemos para que elas aconteçam. Mas é uma ilusão, estamos colocando uma perspectiva na mente da população brasileira que, mais uma vez, não vai se realizar, como um conjunto de iniciativas importantes que tem esse condão, o condão fiscalista, o condão de desconsiderar a questão mais relevante da vida em sociedade, da vida institucional e da democracia, que é, sem dúvida alguma, o respeito à dignidade e o respeito às pessoas humanas. Por isso, registramos nossa inconformidade ainda com relação à desconstitucionalização. Nós não queremos dar uma carta em branco nem para este Governo, nem para todos os Governos futuros, no que se refere àquelas referências importantes, Reunião de: 19/06/2019 protetivas, porque a Previdência Social é protetiva, é um conceito universal, como tantos conceitos universais que têm sido desconsiderados aqui. Nós vamos continuar lutando para que isso aconteça. É fundamental, da mesma forma, a participação dos Estados e dos Municípios. Nós não podemos concordar com uma proposta que agrava as desigualdades. Por isso, vamos continuar dando nossa contribuição, vamos continuar participando, mas o PDT é contra a proposta do Relator. Muito obrigado, Sr. Presidente.
MARCELO RAMOS|PL|AM|Obrigado, Deputado Afonso Motta. Tem a palavra o Deputado Airton Faleiro.
AIRTON FALEIRO|PT|PA|Sr. Presidente, Sr. Relator, quero começar ressaltando e até elogiando o Parlamento brasileiro pela iniciativa de buscar sintonia com a opinião pública, com o que pensa o povo brasileiro, no que se refere à reforma da Previdência e a outras temáticas debatidas nesta Casa. Quero ressaltar que nós, como Poder Legislativo, precisamos ter altivez, autonomia, e não nos submeter às pressões ou às vontades do Executivo. Dito isso, quero comungar com outros colegas que já mencionaram aqui a publicação hoje, no  Diário Oficial  da União, de medida provisória do Presidente da República transferindo novamente para o Ministério da Agricultura a demarcação de terras indígenas, quilombolas e da agricultura familiar. Em sintonia com a Deputada Joenia Wapichana, nossa Presidente da Frente Parlamentar Indígena, e com a APIB, a COIAB e nossas organizações indígenas, a bancada do Partido dos Trabalhadores, como outros mencionaram aqui, já requereu aos Presidentes da Câmara e do Senado a devolução da medida provisória. Não faz duas semanas este Congresso disse "não" a esta proposição do Executivo. Vamos também entrar com uma ação de inconstitucionalidade no Supremo Tribunal Federal para reverter este desrespeito que o Presidente está fazendo com o Poder Legislativo e com a vontade popular, expressa no acampamento Terra Livre. Dito isso, Sr. Presidente, quero tratar de alguns aspectos da reforma da Previdência. O primeiro diz respeito à capitalização. Eu sou daqueles que acham que, além de a proposição vir de forma atravessada por um meio inadequado, que já foi dito aqui e até assumido por Parlamentares da Situação, a capitalização, como já está comprovado, deu errado em muitos países. Em se tratando de um país com tamanhas desigualdades como o nosso, quero parabenizar o Relator e esta Casa, que tiveram a coragem de dizer ao Sr. Ministro Paulo Guedes "não" à capitalização. Nós precisamos continuar dizendo "não". Esta é a expectativa que o povo tem sobre nós nesta Casa. Esta capitalização levaria, a curto e a médio prazo Š imaginem a longo prazo! Š, à saída de milhões de pessoas da Previdência. Só ficaria no regime quem tivesse condições. Aí vem o debate da Previdência como medida protetiva, como medida de reconhecimento pelo trabalho histórico das pessoas que, ao se aposentarem, merecem dignidade e o mínimo de condições de desfrutar da velhice. Eu vou tratar separadamente dos rurais. Em que pesem os avanços, o Partido dos Trabalhadores também decidiu votar contra o relatório, porque há muitos aspectos que contrariam a vontade popular, retiram direitos e prejudicam especialmente os mais pobres. Esta medida de redução do benefício para apenas 60%, com base nas contribuições, inclusive muda o texto e a forma de cálculo das contribuições Š nós tínhamos outro cálculo, que era com base nas maiores contribuições, agora se generaliza. Esta medida, associada ao aumento da idade, vai fazer com que muita gente não consiga se aposentar. Muitos vão morrer antes de se aposentar. Vão ficar fora do Regime Geral de Previdência Social. É bom que se diga que isso tem impacto direto na nossa socioeconomia local. Sabem por quê? Porque, se os benefícios não chegarem lá, as pessoas não terão a capacidade de compra. Portanto, na nossa opinião, esta é uma medida equivocada. Dá tempo de rever isso, Sr. Relator. Dá tempo de rever isso, Sr. Presidente. É para isso que estamos aqui sugerindo mudanças, alterações, se for o caso, no próprio texto do Relator. Esta Casa pode se posicionar para fazer estas alterações. Outro aspecto que nos preocupa muito e que atinge os servidores públicos e os trabalhadores do Regime Geral de Previdência Social, até mesmo as categorias consideradas como categorias especiais, é a desconstitucionalização. Vendeu- se a ideia, que não é real, de que o relatório resolvia o problema da desconstitucionalização. Em alguns aspectos, sim, mas na maioria não! Nós vamos ter o que vou chamar aqui de fragilização não só dos beneficiários do regime da Previdência ou dos regimes, mas a fragilização do próprio Congresso. Quando remetemos, nem é lei complementar, é lei ordinária. Aliás, vou explicar o assunto, porque muitos, como não são do Parlamento, não sabem dessas coisas. O que é votar e exigir quando se está na Constituição? O Governo precisa de dois terços. A cada três Parlamentares, dois têm que votar na proposta do Governo. Se sair para lei complementar, é a maioria dos Congressistas. No caso de lei ordinária, é a maioria dos presentes. Se tivermos 100 e se 51 votarem a favor, Reunião de: 19/06/2019 já podem mudar. Portanto, isso leva à fragilização das conquistas. Nós não podemos votar num relatório que tenha essa fragilidade e, vamos dizer assim, essas maldades. Digo isso porque hoje estamos passando a ideia de que o Congresso está melhorando, está retirando as maldades que o Presidente da República e seu Ministro colocaram aqui. Mas nós estamos dizendo que amanhã tudo isso pode cair por terra, e o Governo pode apresentar projeto de lei ou até medida provisória, Deputado. Até medida provisória pode ser apresentada aqui. Hoje nós vimos o exemplo da medida provisória mudando o entendimento do Congresso, que já disse "não" em relação ao tema dos nossos irmãos indígenas. Vou falar, ainda, de outro componente que nos preocupa muito e que, mais uma vez, leva à retirada das pessoas do possível alcance do seu benefício, da aposentadoria: as regras de transição. Eis uma coisa de dar pena! Eu sou trabalhador rural, sou agricultor familiar e vou tratar do tema dos agricultores familiares. Eu sou filho de professora e marido de professora. Na minha família, há muitos professores e professoras. Eu fico pensando: nós diminuímos a maldade proposta pelo Governo de equiparar a mulher professora ao homem professor. Mas diminuímos em parte. No entanto, em se tratando de transição, a pessoa que está na expectativa de se aposentar, como ainda não está na idade para se aposentar, vai ter que dobrar o tempo que ainda falta: se faltar 1 ano, vão faltar 2 anos; se faltarem 2 anos, vão faltar 4 anos, e assim por diante. Trata-se de outra maldade. Mas eu acho que dá para corrigir isso. Sejamos sinceros! Quem é professor sabe do que estou falando. Imaginem um professor ou uma professora numa sala de aula com aquele conjunto de crianças, ensinando sob as regras de hoje, regras com as quais concordo, liberdade, barulho, desatenção, cuidado, bom resultado nas provas, aprovação no fim do ano, enfim, passando pelo estresse por que passa uma professora ou um professor. Quando chega a hora de a pessoa se aposentar, estabelecemos regras de transição que tiram a condição de ela se aposentar com base nas regras de hoje! Portanto, acho que este é outro componente que não podemos aceitar e com ele concordar. Há, ainda, outro componente em relação ao qual eu queria ir fundo, encerrando a questão dos rurais: refiro-me à história do financiamento da Previdência. Não há divergência quanto ao fato de que a Previdência Social precisa sofrer alteração, especialmente no que se refere ao desequilíbrio de caixa: se sai mais do que entra, compromete-se, sim, o futuro. No entanto, a discussão é outra: que medidas vamos tomar para corrigir esta diferença? Eu já parabenizei e volto a parabenizar o Relator, que coloca no relatório o aumento do lucro dos bancos para ajudar a pagar a Previdência. Nós estamos falando do lucro dos bancos. Existe um movimento que já diz que isso não pode, que se tem que recuar na participação do lucro dos bancos para ajudar a financiar a Previdência. Este Congresso não pode cair nisso. Esses bancos são os que mais lucram, os que mais podem e os que mais têm. Eu acho que, se o Congresso se ajoelhar diante da pressão deste poder econômico, nós vamos ser desmoralizados na sociedade. Temos que manter. Os bancos têm que fazer a parte deles com base no lucro. O que é esse lucro? O lucro é o dinheiro que o povo movimenta. Vamos ser sinceros! Desculpem-me, tenho muitos amigos bancários e poucos amigos banqueiros. Cá para nós, hoje dá para comparar muitas modalidades de financiamento com agiotagem. O custo dos juros e os lucros dos bancos não se diferenciam. Hoje, se alguém recorre a um agiota, talvez consiga uma coisa equilibrada, que é ilegal. Mas está se legalizando a modalidade de os bancos se tornarem agiotas. Alguns podem dizer:  "Não, tem que perdoar aos bancos" . Nada disso! Nós temos que ir fundo e manter isso. Por último, quero falar dos rurais. Sou daqueles que acham que nós temos que valorizar o que se conquista. Desta forma, parabéns ao Relator pela iniciativa de ouvir o clamor das ruas, dos partidos de oposição. O debate da Previdência não é uma briga entre a Oposição e a Situação: é uma briga para escolher que modalidade de Previdência nós queremos para nosso País. Eu acho que a maldade de aumentar a idade das mulheres foi corrigida. Parabéns! Ótimo! Manter o formato para comprovar a atividade e acessar o benefício também foi positivo, mas há uma coisa que eu quero sugerir ao Relator. Trata-se de algo que nos preocupa muito. No que se refere à transição, o relatório é omisso no caso dos rurais. Isso pode propiciar uma interpretação lá na frente de a categoria perder a condição de segurado especial. Então, nós precisaríamos amarrar no relatório que não ficasse a possível interpretação de o trabalhador rural ser considerado como alguém da mesma condição de quem não é segurado especial, de quem não tem uma aposentadoria especial. Eu sugiro isso. Quero retomar o debate do que vou chamar de "não podemos dar com uma mão e tirar com a outra". Se queremos dar alegria, se este Congresso quer dar alegria a este segmento que produz alimento, segmento que trabalha de sol a sol, Reunião de: 19/06/2019 segmento que bota alimento na nossa mesa, temos que retirar o que propõe este relatório: "para a exigência da garantia do acesso ao benefício remeter para a lei complementar". Estaremos dando com uma mão e retirando com outra. Eu queria fazer um apelo: que façamos esta correção, porque, assim, nós daremos a felicidade total a este segmento que merece nosso carinho e nosso respeito. Muito obrigado, Sr. Presidente.
MARCELO RAMOS|PL|AM|Obrigado, Deputado Faleiro. Concedo a palavra ao Deputado Camilo Capiberibe.
