autor|partido|uf|discurso
RODRIGO MAIA|DEM|RJ|Tem a palavra a Deputada Jandira Feghali, pela Liderança da Minoria.
JANDIRA FEGHALI|B|RJ|Sr. Presidente, eu quero um pouquinho de atenção do Plenário para explicar inclusive esta certa confusão aqui na frente, onde nós estamos ouvindo com muita atenção a preocupação de muitos Líderes partidários de bancadas importantes da Casa em relação à pensão por morte, no caso das mulheres. Há um destaque do PCdoB, que é o único destaque que nós podemos apresentar, que garante que permaneça no texto constitucional que nenhuma pensão pode ser menor que 1 salário mínimo. Certamente, isso sensibiliza o conjunto do Parlamento e, não menos, a sociedade brasileira, porque nós estamos falando de 100% das mulheres do campo, nós estamos falando das empregadas domésticas, nós estamos falando das donas de casa, nós estamos falando das mulheres casadas com homens que não conseguiram contribuir regularmente durante toda uma vida e que vão se aposentar por idade aos 65 anos, com 15 anos de contribuição hoje ou 20 anos de contribuição, a depender da votação. Estamos falando da microempreendedora individual, ou seja, da grande massa de mulheres pobres deste País, porque viúvas e mães de órfãos precisam da proteção de pelo menos 1 salário mínimo. Obviamente, isso mobiliza não apenas a sociedade inteira, mas aqueles que professam vários credos religiosos, seguindo inclusive, conforme muitas argumentação que eu ouço aqui, ditados bíblicos, porque querem proteger as viúvas e os órfãos. Ora, qual é a questão que se põe aqui? É que a bancada feminina, na busca de minimizar os danos para as mulheres na reforma da Previdência, avançou em alguns itens, corajosamente e corretamente. Contudo, não deu solução para a pensão, não conseguiu dar esta solução para garantir que nenhuma pensão seja menor que o mínimo. Deu-se entrada a várias emendas aglutinativas ali. A Mesa, analisando o Regimento a seu modo, entendeu que, caso se vote alguma emenda aglutinativa antes e se a emenda for aprovada, inclusive esta que está em debate neste momento, impede-se a votação do destaque do PCdoB. Isso significa que nós perdemos qualquer chance de garantir o mínimo para as pensões das mulheres neste País. Portanto, o apelo que nós estamos fazendo é que se garanta a votação do destaque de bancada, até porque, se este precedente se abre, anulando um destaque de bancada, hoje é com o PCdoB, mas amanhã poderá ser com o DEM, com o PP ou com qualquer outro partido que esteja no Parlamento, porque não se pode usar uma emenda aglutinativa a qualquer momento para impedir a votação de um destaque de bancada. E isso que está acontecendo aqui agora vai impedir a votação do único destaque de bancada, que é neste momento o destaque do PCdoB, mas poderia ser o destaque de qualquer bancada. E, neste caso específico, o conteúdo é muito sensível. Seria muito cruel para as mulheres brasileiras, que compõem a maioria dos pensionistas deste País, haver a possibilidade de não se garantir pelo menos 1 salário mínimo como valor da pensão. O impacto financeiro disso é muito pequeno. Hoje, nas regras atuais, em 10 anos, o valor é de 111 bilhões de reais, nas regras atuais. Obviamente, nas novas regras, com tudo que está colocado nesta reforma, o valor é muito menor. O impacto que está avaliado ali é de 30 bilhões de reais em 10 anos. Pois ainda que seja de 50 bilhões de reais, em 10 anos, para se garantir o salário mínimo para a grande massa de mulheres pobres deste País, não há nem o que se discutir! Portanto, o apelo que nós estamos fazendo aos Líderes dos partidos de centro, ou mesmo aos partidos do Governo, ou mesmo a todos os partidos da Casa, é que retiremos as emendas aglutinativas que tratam de pensão, que se mantenha a Emenda nº 11, que trata dos outros itens do acordo da bancada feminina, como proteção à paternidade, proteção da aposentadoria a partir dos 15 anos de contribuição, mas que se garanta a votação do destaque do PCdoB, que é o único que trata da garantia do valor do salário mínimo. Por isso, Sr. Presidente, membros dos partidos, nós pedimos que neste momento sejam retiradas as Emenda nºs 6 e 7 e que se mantenha a Emenda Aglutinativa nº 11, que não trata de pensão, mas apenas dos outros itens do acordo, para não prejudicar o destaque do PCdoB, o único nesta Casa que pode salvar a pensão no valor mínimo de um salário. É este o apelo que fazemos, para não prejudicar a grande maioria das mulheres pobres neste País. Espero que o Líder do PRB, do PP, do PSD, do PL, do MDB, do PSL, do PSC, enfim, de todos os partidos da Casa, nos ajudem a construir este acordo, para reduzir esse imenso dano, que não vai impactar as mulheres que recebem 20 mil ou 30 mil, porque estas, certamente, não aguardam a pensão de um salário mínimo, argumento que já foi utilizado. Espero, sinceramente, que consigamos, Deputada Soraya Santos, retirar as emendas, manter a Emenda nº 11 e votar o destaque do PCdoB que, tenho certeza, terá a garantia de aprovação no Plenário desta Casa. Muito obrigada.
RODRIGO MAIA|DEM|RJ|Concedo a palavra à Deputada Soraya Santos. S.Exa. dispõe de 5 minutos.
SORAYA SANTOS|PL|RJ|Sr. Presidente, Sras. e Srs. Deputados, venho defender a Emenda Aglutinativa nº 5, porque ela foi construída com o acordo do Governo, no sentido de corrigirmos algumas distorções. A primeira delas, quando conseguimos definir os 15 anos, tempo mínimo de contribuição para começar a contagem para a mulher no corpo do cálculo, na verdade, se dava a partir dos 20 anos. Portanto, não havia coerência, o que gerava um prejuízo imenso às mulheres. O segundo item fazia uma correção no que chamamos de auxílio-maternidade e proteção à maternidade, que é muito mais ampla. A proteção à maternidade está falando da mãe adotante. Portanto, ela traz garantias, também. Uma terceira correção, necessária, era justamente na pensão por morte, em que o texto original se baseava na renda familiar, e nós colocamos que seja a renda do cônjuge de pelo menos um salário mínimo. A bancada feminina, com todos os Líderes, e eu queríamos fazer um registro ao Pastor Silas, à bancada evangélica, pelo esforço que construímos em todo este texto. Nunca foi importante para nós que fosse a primeira, a segunda ou a terceira, porque esta é uma regra regimental. Entendemos a questão que envolve o destaque do PCdoB, mas a bancada feminina entende que esta é uma matéria fundamental para reparar os danos e que palavra dada tem que ser cumprida. Não é decisão da bancada feminina a ordem de votação. Nós cumprimos o Regimento como ele se apresenta. Desta forma, nós não podemos mudar nossa posição. Ao contrário, peço a cada Líder que encaminhe "sim" à Emenda Aglutinativa nº 5, que corrige a proteção da mulher na sua maternidade, a pensão por morte e, principalmente, os 15 anos mínimos, o que gerou uma grande discussão. É por isso, Sr. Presidente, que eu peço aos meus pares Deputados e Deputadas que, independentemente das suas bandeiras partidárias, votem a favor da Emenda Aglutinativa nº 5. Aproveito a ocasião para fazer um registro sobre a unidade da bancada feminina, no sentido de alinharmos o melhor texto. Registro, também, que o Governo se sentou conosco e construiu este acordo, junto com todos os Líderes dos partidos. Muito obrigada.
RODRIGO MAIA|DEM|RJ|Tem a palavra, pela Liderança do PSL, o Deputado Delegado Waldir.
DELEGADO WALDIR|PSL|GO|Sr. Presidente, Sras. e Srs. Parlamentares, é extremamente importante que avancemos no diálogo. Não podemos esquecer que a mudança do País depende de cada Parlamentar que está aqui neste momento. O cidadão, em sua casa, está assistindo ao que está acontecendo aqui. Não é o Governo Bolsonaro que precisa de 1 trilhão. É o Brasil que precisa deste dinheiro. Em cada votação aqui, quando desidratamos esta reforma da Previdência, eu queria lembrar que V.Exas., Srs. Parlamentares, estão retirando dinheiro das pessoas mais pobres deste País, das pessoas do Nordeste, daquelas que não têm segurança, das que estão morrendo nos hospitais, das crianças que não têm escola nem creche. O que estamos fazendo aqui está sendo acompanhado por toda a sociedade. Portanto, buscarmos vantagens para determinados segmentos pode gerar várias consequências. V.Exas. já perceberam, nas últimas eleições, que a falta de compromisso de muitos Parlamentares os tirou desta Casa. Em 2020, teremos um novo compromisso com as urnas, tanto quanto em 2022. Precisamos, portanto, do compromisso deste Parlamento. Ontem V.Exas. perceberam nosso compromisso com o recado que demos neste plenário. V. Exas. perceberam que o recado que nós demos movimentou a Bolsa de Valores, baixou o dólar, está vindo investimento para o País. Vamos jogar fora tudo isso? Nós precisamos avançar. Cada brasileiro, principalmente os mais pobres, precisa do compromisso de V. Exas. Por isso, venho pedir aos Líderes partidários, aos segmentos, que pensem: podemos entregar aos brasileiros um novo momento. Muito obrigado, Sra. Presidente. (Durante o discurso do Sr. Delegado Waldir, o Sr. Rodrigo Maia, Presidente, deixa a cadeira da Presidência, que é ocupada pela Sra. Soraya Santos, 1ª Secretária.)
RODRIGO MAIA|PL|RJ|Tem a palavra o Deputado Alexandre Frota.
ALEXANDRE FROTA|PSL|SP|Presidente, este é o momento que nós precisamos ter calma. Este é o momento que esta Casa precisa de equilíbrio. Estamos todos aqui trabalhando e unidos por um propósito. Portanto, eu acredito, confio e tenho certeza de que nós não iremos decepcionar o povo brasileiro. Muito obrigado.
MARIA DO ROSÁRIO|PT|RS|Questão de ordem, Sra. Presidente.
RODRIGO MAIA|PL|RJ|Baseada em qual artigo, Deputada?
MARIA DO ROSÁRIO|PT|RS|No artigo 114, III.
RODRIGO MAIA|PL|RJ|Pois não, Deputada.
MARIA DO ROSÁRIO|PT|RS|No requerimento que faço, Sra. Presidenta, eu solicito à Mesa que esclareça ao Plenário qual será o formato sobre prejudicialidade. Nós precisamos saber, se esta emenda for aprovada ou rejeitada, qual será a prejudicada, para tomarmos as decisões, neste momento, que são muito sérias, porque nós estamos decidindo a vida das pessoas. Aqui nós estamos decidindo sobre pessoas mais pobres, as viúvas, os órfãos. Por isso, há uma unidade Š não é Governo nem Oposição Š, há uma unidade humana aqui para preservar pessoas. Pergunto: se essa emenda for aprovada, qual ficará prejudicada? Ainda nesta questão de ordem, pergunto a V.Exa.: se vier a ser aprovada a Emenda Aglutinativa nº 5, haverá prejudicialidade da Emenda Aglutinativa nº 11, porque essa nossa decisão também tem a ver com isso. Obrigada.
RODRIGO MAIA|PL|RJ|Pois não, Deputada Maria do Rosário.
CELSO SABINO|PSDB|PA|Para contraditar, Presidente.
RODRIGO MAIA|PL|RJ|A Presidente está respondendo questão de ordem, por favor. Deputada Maria do Rosário, se aprovada a Emenda Aglutinativa nº 5, fica esclarecido que ficarão prejudicadas as Emendas Aglutinativas nºs 6, 7 e 11 e os Destaques nºs 1 e 74. Se, por acaso, a emenda aglutinativa for rejeitada, essas mesmas emendas aglutinativas e os destaques ficarão preservados. Serão votados na ordem. Esclarecido isso, concedo a palavra ao Deputado Otoni de Paula, pela Liderança do PSC.  (Pausa.) Só um momento, Deputado Otoni. Vou repetir novamente.
MARIA DO ROSÁRIO|PT|RS|A Emenda nº 5, se aprovada, traz alguma prejudicialidade?
RODRIGO MAIA|PL|RJ|Vou repetir, Deputada Maria do Rosário: se aprovada a Emenda Aglutinativa nº 5, estarão prejudicadas as Emendas Aglutinativas nºs 6, 7 e 11; e os Destaques nºs 1 e 78. Caso seja rejeitada a Emenda Aglutinativa nº 5, essas mesmas emendas aglutinativas e destaques serão preservados, respondendo a pergunta de V.Exa.
MARIA DO ROSÁRIO|PT|RS|Obrigada.
RODRIGO MAIA|PL|RJ|Tem a palavra o Deputado Otoni de Paula.
OTONI DE PAULA|PSC|RJ|Sra. Presidente, existem coisas na vida que a gente negocia, existem outras que são inegociáveis, inegociáveis!  "Ah!, mas é para o bem do Brasil!" "Ah!, mas é 40 bi a menos!" Bem, que se conversasse antes. O que não dá é a Frente Parlamentar Evangélica ter que ouvir da Esquerda que nós temos posicionamentos divergentes e ideológicos e ela ser mais cristã do que nós que nos apresentamos como cristãos. Não que eles sejam o diabo, pelo amor de Deus, Deputado Freixo! O que eu quero dizer com isso é o seguinte: Jesus disse:  "(...) se a vossa justiça não exceder a dos escribas e fariseus, de modo algum entrareis no reino dos céus" . Ou seja, se a minha postura, se o meu senso de justiça Š eu que me apresento como cristão, eu que me apresento como evangélico, o.k.? Acho que o céu é para mim, porque aceitei Jesus Š, se o meu padrão de justiça for menor do que aqueles que eu imagino na minha mente que não irão para o mesmo céu que eu, o meu Cristo me diz:  "Oh, amiguinho, você também não vai não, porque ele lá está sendo mais justo do que você".  Você acha que eu vou abrir mão do céu por causa do Bolsonaro? Você acha que eu vou abrir mão do céu por causa de Governo? Abro não! Viúva está no coração de Deus, rapaz! Órfão está no coração de Deus! Se a gente tirar dinheiro desse povo, Deus pesa a mão na gente, Deus pesa a mão na gente! Pelo amor de Deus! Então, não tem como negociar. Se a Frente, através do nosso Presidente, quiser negociar, que eu acho que não vai... Silas Câmara não vai negociar, Marco Feliciano não vai negociar, Sóstenes Cavalcante não vai negociar, a bancada da Igreja Universal não vai negociar, Marcos Pereira não vai negociar. Ou seja, nós não vamos abrir mão do que está escrito na palavra de Deus!  (Palmas.) (Manifestação no plenário: Aleluia, irmão! Aleluia! Aleluia!)
RODRIGO MAIA|PL|RJ|A título de esclarecimento, Deputada Maria do Rosário, eu vou fazer uma retificação. Só um momentinho, Deputada Erika Kokay, eu sei que V.Exa. tem uma questão de ordem. No que tange à rejeição da Emenda Aglutinativa nº 5, eu informei que a 6, a 7 e a 11 seguiriam, mas a 6 não segue, porque ela é idêntica. Então, vão seguir apenas a 7 e a 11. Tem a palavra para uma questão de ordem a Deputada Erika Kokay.
ERIKA KOKAY|PT|DF|Deputada Soraya Santos, em verdade, o que está em jogo aqui não é a emenda aglutinativa da bancada feminina, porque essas emendas guardam o mesmo teor, todas elas asseguram os 15 anos, todas elas asseguram a proteção à maternidade. O que está em jogo aqui é que, se essa emenda aglutinativa for aprovada, nós não poderemos apreciar, segundo o entendimento da Mesa... Mas não é o nosso entendimento. O nosso entendimento é que nada prejudicaria a emenda do PCdoB. Entretanto, quanto à Emenda nº 11, não há dúvida de que, se nós a apreciarmos, não haverá prejuízo do destaque do PCdoB. O que diz o destaque? Eu não diria que é um destaque do PCdoB. Esse destaque é de toda a bancada feminina, é dos evangélicos desta Casa, é de quem se rege pelos princípios bíblicos. Portanto, Sra. Presidente, o que eu gostaria, neste momento, com a questão de ordem...
RODRIGO MAIA|PL|RJ|Deputada Erika Kokay, só um momento. Eu sempre concedo a palavra de forma democrática. Mas essa é uma questão de ordem que foi levantada pela Deputada Maria do Rosário e já foi respondida pela Mesa. O que eu posso é conceder 1 minuto a V.Exa. para defender a ideia, mas não para uma questão de ordem. Quero só esclarecer, porque eu havia concedido a palavra para uma questão de ordem. Então, concedo a palavra a V.Exa. e logo depois ao Deputado Marcelo Freixo.
ERIKA KOKAY|PT|DF|Deputada, as emendas aglutinativas, elas todas asseguram os direitos que foram negociados pela bancada feminina. Mas a Emenda Aglutinativa nº 11 possibilita que nós apreciemos uma emenda que é de origem do PCdoB, mas que hoje é uma emenda de todo o povo brasileiro, de todas as mulheres, para assegurar que a pensão tenha, no mínimo, o valor de um salário mínimo, para que nós não joguemos viúvas e órfãos na rua da amargura e na profunda miséria. Portanto, essa emenda do PCdoB passa a ser uma emenda de todas as mulheres desta Casa, passa a ser uma emenda de todas e todos que têm preocupação com as nossas crianças, com os nossos adolescentes, com as pessoas com deficiência e com as mulheres. Por isso, eu faço mais um apelo para que nós possamos apreciar... (Desligamento automático do microfone.)
RODRIGO MAIA|PL|RJ|Tem a palavra o Deputado Marcelo Freixo.
MARCELO FREIXO|PSOL|RJ|Presidenta, eu quero aqui elogiar a postura da bancada evangélica. Acho fundamental nesse momento esse diálogo republicano e democrático. O Parlamento ganha com isso. Tenho certeza absoluta de que a bancada evangélica sabe que não vai haver diferença entre o que se prega e o que se vota. Essa diferença não pode existir, e eles sabem disso. Estão de parabéns, porque sabem da importância das viúvas no pensamento religioso, nas suas pregações e no voto. É inadmissível pensar em uma viúva ganhando menos que um salário mínimo. Isso é inconstitucional, é anticristão, e isso nos unifica nesse momento. Eles sabem que são muitos os cristãos na Esquerda também. O diabo não pertence nem à Direita nem à Esquerda, e nem Cristo. Nisso somos democráticos, tem para todo lado. Agora, é importante dizer:  "Fazei justiça ao órfão; tratai da causa das viúvas"  Š Isaías, capítulo 1, versículo 17. Isso vai nos unificar neste momento, garantindo perfeitamente que nenhuma viúva vá ganhar menos do que 1 salário mínimo. É nesse sentido. Parabéns, Deputado Otoni! O que vai nos unificar aqui é a coerência, tanto de um lado, quanto de outro. O Parlamento ganha neste momento em que vai defender as viúvas do País, que não podem ganhar menos do que 1 salário mínimo.
RODRIGO MAIA|PL|RJ|Com a palavra o Deputado Paulo Pimenta, pela Liderança do PT. Depois, concederei a palavra ao Deputado Daniel Almeida e ao Deputado Otoni de Paula.
PAULO PIMENTA|PT|RS|Sra. Presidenta, Sras. Deputadas, Srs. Deputados, é muito importante a reflexão e a provocação que alguns Deputados da bancada evangélica começam a trazer a este plenário. A bancada do Partido dos Trabalhadores é composta por muitos Deputados e Deputadas que têm fé. É uma bancada de grande espiritualidade. Eu, particularmente, tive a honra de ter sido crismado pelo grande Bispo D. Ivo Lorscheiter, Secretário-Geral da CNBB na época da ditadura militar. D. Ivo sempre terminava as frases dizendo:  "Força e coragem". Ele nos ensinava que, talvez, uma das coisas mais importantes que aprendemos na Bíblia está em Tiago, 2:14-26, no sentido de que a   fé sem obras é morta; tu me mostras a tua fé que eu te mostro as minhas obras. Um homem ou uma mulher que tem presença na vida pública se revela não pelo que diz, mas pelo que faz, pelas suas atitudes, pelas suas escolhas, pelas suas condutas. Não basta falar, é preciso agir com força e coragem. Essa é a postura que orienta a bancada do Partido dos Trabalhadores nesta Casa. É por isso que eu considero que deve ser muito difícil e constrangedor para parte da bancada deste Governo submeter-se a votar em propostas que tiram direitos das pessoas mais pobres e mais humildes; que atinge as viúvas, as pensionistas, os órfãos. De fato, deve ser muito constrangedor saber que esta é uma proposta que protege os poderosos, que não enfrenta as distorções, que não teve coragem sequer de debater novas formas de financiamento da Seguridade Social, como a taxação das grandes fortunas, e votar em propostas extremamente perversas do ponto de vista daquilo que elas realizam, especialmente para o povo mais pobre, para o povo mais humilde. Além disso, senhoras e senhores, há outro aspecto muito importante: Jair Bolsonaro foi Deputado nesta Casa durante muitos anos e, em 67 oportunidades, ocupou esta tribuna para denunciar a reforma da Previdência. Jair Bolsonaro construiu uma trajetória. É natural que as pessoas que votaram nele para Presidente imaginassem que estavam votando nesse Deputado. Mas não, ele era uma mentira, ele era um  fake,  ele era uma fraude. Pouco depois de assumir, virou as costas para todo o seu passado e sua trajetória, e vendeu a alma ao diabo do mercado; vendeu a sua dignidade e a sua história ao mercado; trocou o seu compromisso e o seu discurso histórico para se tornar um garoto de recado do Paulo Guedes, dos interesses norte-americanos, para atentar contra a soberania do próprio País. É uma vergonha! E V.Exas., independentemente da questão partidária, como se sentem? Imaginar que essa figura perversa chamada Queiroz, que nós nem sabemos se ainda está entre nós, desaparecida há tanto tempo, recebia dinheiro do crime na conta bancária e depositava esse dinheiro na conta da Primeira-Dama do nosso País, da esposa do Presidente da República, trazendo para o seio da família do Presidente da República a possibilidade de as suas despesas terem sido pagas com dinheiro do crime, manchado de sangue. Esse chefe do escritório do crime, envolvido no assassinato da Marielle, tinha mãe e filha nomeadas no gabinete de Flávio Bolsonaro. E parte do dinheiro dessa família era depositado na conta de Queiroz, que depositava esse dinheiro sujo de sangue na conta da esposa do Presidente da República. Que este seja um momento de reflexão, de busca de coerência, para que possa nos ajudar, ao longo dos debates dos destaques, a reduzir um pouco da maldade que o Governo está fazendo com a maioria do povo brasileiro, especialmente com o povo mais pobre! Eu acredito que V.Exas. nunca disseram para seus eleitores que estavam vindo para cá para fazer o mal àqueles que mais precisam. Nunca devem ter imaginado passar pelo constrangimento de vender o voto que destrói as chances de os pobres se aposentarem por meia dúzia de reais em emendas e saber que um dia terão que responder por isso, terão que pagar por esses crimes que estão cometendo contra o próprio povo, contra os mais pobres, contra os mais humildes. Vejo com bons olhos. Que esta reflexão seja uma abertura para, junto conosco, aprovarmos alguns destaques e derrotarmos a fúria do Governo Bolsonaro, representada pelo mercado e por esta proposta draconiana de destruição da Previdência que eles estão tentando aprovar aqui. Votem conosco e ajudem a derrotar a maldade do Governo Bolsonaro!
RODRIGO MAIA|PL|RJ|Com a palavra o Deputado Daniel Almeida.
DANIEL ALMEIDA|B|BA|Sra. Presidente, alguns Parlamentares têm me indagado sobre a diferença entre a Emenda Aglutinativa nº 5 e a Emenda Aglutinativa nº 11. As duas tratam de assegurar aquilo que foi acordado com a bancada feminina, só que a Emenda nº 11 não trata de pensões e, ao não tratar de pensões, permite que o destaque do PCdoB o faça. E o que quer o destaque do PCdoB? Quer exatamente garantir que nenhuma pensão possa ser menor do que o salário mínimo. Isso é o mínimo do mínimo. Menos do que isso é crueldade, não é aceitável. Não é só um problema de evangélicos, mas também de justiça social. Sra. Presidente, essa é uma questão humanística. Nós estamos num país de profundas desigualdades e não vamos permitir o mínimo, para que as pessoas tenham acesso ao alimento, àquilo que dá minimamente a dignidade? Portanto, é disso que se trata. Nós estamos falando aqui de assegurar o acesso a 1 salário mínimo a todas as pensionistas da área rural Š todas! Š, a todos aqueles que são empreendedores individuais. Se tiver que deixar uma pensão, ela pode ser menor do que o salário mínimo? A Constituição estabelece hoje que ninguém pode receber, em benefício, menos do que o salário mínimo. Se nós fizermos a modificação, a partir de agora se poderia receber menos do que o salário mínimo. Por isso, é fundamental aprovarmos a Emenda nº 11 e o destaque do PCdoB.
RODRIGO MAIA|PL|RJ|Tem a palavra o Deputado Otoni de Paula.
OTONI DE PAULA|PSC|RJ|Deputada Soraya Santos, eu quero chamar a atenção de representantes católicos, evangélicos e cristão que aqui estão. A Bíblia, para nós, é um livro de regra de fé e prática de vida. A Bíblia diz, em Deuteronômio 10:18: " Não neguem justiça (...) ao órfão ", nem tomem a herança que a viúva tem.  (Palmas.) Diz ainda mais:  "Quando vocês estiverem fazendo a colheita de sua lavoura e deixarem cair um feixe de trigo para trás, não voltem para apanhá-lo. Deixem-no (...) para o órfão e para a viúva, para que o Senhor, o seu Deus, os abençoe (...)" . Quero dizer ao Presidente Bolsonaro, a quem respeito e quero bem, que o que nós já fizemos aqui pelo Brasil é o bastante! O que nós estamos fazendo aqui é deixar cair o feixe para a viúva! Portanto, ninguém aqui está contra o Presidente Bolsonaro! A base não está dividida! Agora, entre os valores dos meus princípios de fé e a minha posição política, eu fico com a minha fé, porque Bolsonaro não vai me levar para o céu, não! (Durante o discurso do Sr. Otoni de Paula, a Sra. Soraya Santos, 1ª Secretária, deixa a cadeira da Presidência, que é ocupada pelo Sr. Rodrigo Maia, Presidente.)
RODRIGO MAIA|DEM|RJ|Orientação de bancada. Deputado Luis Miranda, V.Exa. está esperando para falar?
LUIS MIRANDA|DEM|DF|Sim, senhor.
RODRIGO MAIA|DEM|RJ|V.Exa. tem 1 minuto, Deputado.
LUIS MIRANDA|DEM|DF|Sr. Presidente, obrigado pela oportunidade. Eu sei que hoje é um dia muito corrido para todos, até por conta de termos que votar todos os destaques. Mas eu não poderia votar esses destaques sem recordar que houve muita luta. Vejo aqui a bancada evangélica lutando pelas viúvas e os compreendo, porque foi a minha bandeira. E vou pedir para o senhor, Presidente, só 1 minuto a mais, porque o que eu preciso falar tem que ficar registrado. É de extrema importância o agradecimento a todos os Deputados que trabalharam para a aprovação de alguns destaques em prol de amenizar a dor de algumas famílias. Eu queria agradecer ao Deputado Major Vitor Hugo, a todos do PSL, ao Deputado Alexandre Frota, enfim, a todos que se dedicaram para que pudéssemos chegar a um acordo, inclusive à Oposição, que hoje está recebendo o apoio da bancada evangélica no destaque deles. Sr. Presidente, seria muita hipocrisia da minha parte dizer que nós conseguimos atender a segurança pública, o que foi feito dentro do possível, dentro daquilo que era o limite do limite. O Democratas, inclusive, conseguiu que uma emenda sobre a retirada dos policiais militares e dos bombeiros, conforme solicitado, fosse atendida. Desde o princípio, estamos lutando: removemos o BPC, removemos o trabalhador rural, tiramos a capitalização. Mas, na reta final, foi uma pessoa aqui dentro desta Casa que ajudou a todos a chegarmos a um acordo comum. Essa pessoa não pode ser esquecida e se chama Rodrigo Maia. Então, Deputado Rodrigo Maia, se eu ainda não tinha feito esse agradecimento a V.Exa. aqui no plenário, eu gostaria de deixar, por todos aqueles que foram atendidos, inclusive a segurança pública, esse agradecimento a V.Exa., Presidente...
RODRIGO MAIA|DEM|RJ|Obrigado.
LUIS MIRANDA|DEM|DF|...por nos ter apoiado a entrar num acordo em que todos saem satisfeitos. Muito obrigado, senhores.
RODRIGO MAIA|DEM|RJ|Tem a palavra a Deputada Rosangela Gomes, pelo PRB.
ROSANGELA GOMES|PRB|RJ|Sr. Presidente, Sras. e Srs. Deputados, eu gostaria primeiro de agradecer aos Líderes. Em reunião, agora, nós entendemos que esta matéria da Emenda nº 5 é importantíssima para as mulheres. Nós votamos nesta Casa, no dia de ontem, a reforma, que é extremamente benéfica para a nossa população. A preocupação da bancada evangélica, junto com a bancada feminina, é a de ressalvar o direito das mulheres, principalmente das viúvas. Eu queria fazer um destaque especial. Quem não se lembra do caso do Rio de Janeiro, em que nós tivemos a falência do Tesouro Estadual? Deputada Christiane de Souza Yared, ficaram por mais de 6 meses as viúvas e as professoras inativas indo à boca do caixa para receber o seu recurso, e não havia dinheiro. Se não fosse esta Casa, que votou de forma favorável, Deputado Delegado Waldir, ao ajuste fiscal, talvez nós estivéssemos até hoje diante dessa questão, de os inativos irem à boca do caixa, as viúvas e as mulheres, e ficarem sem o salário. Agora, neste momento, houve um grande entendimento na bancada evangélica. Além de encaminhar o voto favorável ao texto da bancada feminina, pedimos aos Líderes que corrijam uma parte que traz dúvida a essa questão, colocando luz, colocando no texto as palavras "dos rendimentos formais". Qual era o entendimento dos Deputados que são pastores? Essa viúva que tem um rendimento extra, ou seja, o aluguel de uma casa, Deputada Christiane Yared, poderia receber o salário do seu falecido e ficar com um valor menor do que um salário mínimo. Portanto, houve entendimento. Tanto a bancada feminina quanto a bancada evangélica irão encaminhar o voto favorável, desde que seja acrescentada a alteração, a questão do rendimento formal. Essas eram as nossas considerações, Deputado.
RODRIGO MAIA|DEM|RJ|Tem a palavra a Deputada Professora Dorinha Seabra Rezende. (Pausa.)
CARLOS ZARATTINI|PT|SP|Sr. Presidente, queria usar a palavra.
RODRIGO MAIA|DEM|RJ|Primeiro falará a Deputada Professora Dorinha e, depois, o Deputado Carlos Zarattini.  (Pausa.)
DAMIÃO FELICIANO|PDT|PB|Sr. Presidente, Damião Feliciano votou com o partido na votação anterior.
PROFESSORA DORINHA SEABRA REZENDE|DEM|TO|Sr. Presidente, eu gostaria de esclarecer a todos os Deputados e Deputadas que a preocupação da bancada feminina sempre foi a de assegurar e melhorar direitos para as mulheres. A preocupação, como eu disse, é com vários temas: com a proteção à maternidade, com a melhor remuneração, com o tempo menor para o processo de aposentadoria e com a garantia do salário de 100%. A proposta e a preocupação apresentada é com relação à pensão por morte, o que foi acertado pela bancada feminina. Na verdade, a grande preocupação nossa é a de assegurar que a mulher, que em 90% dos casos é a beneficiária no caso de pensão por morte, tenha assegurada a sua remuneração. A preocupação acima de tudo é com a garantia do salário mínimo. Na discussão com a bancada evangélica, foi sugerido que fosse feita uma emenda de redação, garantindo que só será considerada a renda formal, aquela que vem de um vínculo de trabalho. Gostaria, Sr. Presidente, de reafirmar o compromisso, o acerto feito com a bancada feminina, mas que a preocupação nossa é com a garantia desses direitos. A Deputada Rosangela fez a exposição, pela bancada evangélica, da preocupação deles em garantir que as viúvas tenham uma remuneração que não seja menor do que um salário mínimo. O texto, no formato que está assegurado, coloca que, na situação em que a mulher não tenha outra renda, está assegurado o salário mínimo. No caso de uma acumulação, haverá a proporcionalidade. Então, a bancada feminina só reafirma o seu compromisso. Não temos preocupação com a questão do debate que foi colocado pela bancada evangélica. Eles entraram em acordo para fazer uma mudança de redação. A bancada feminina agradece, na verdade, a atenção, mas reforça: nós precisamos construir um espaço do ponto de vista formal para a mulher. Gostaria, Sr. Presidente, só de reforçar a preocupação nossa em relação à garantia das condições de sobrevivência das mulheres na situação de viuvez. Essa foi a preocupação assegurada pela bancada. Muito obrigada.
RODRIGO MAIA|DEM|RJ|Tem a palavra o Deputado Carlos Zarattini, por 3 minutos, mesmo tempo concedido à Deputada Dorinha.
