autor|partido|uf|discurso
MARCEL VAN HATTEM|NOVO|RS|Peço a palavra para orientar o NOVO, Sr. Presidente.
SUBTENENTE GONZAGA|PDT|MG|Peço 1 minuto, Sr. Presidente.
BENEDITA DA SILVA|PT|RJ|A Oposição entra em obstrução, Sr. Presidente.
RODRIGO MAIA|DEM|RJ|Tem V.Exa. a palavra, Deputado Marcel Van Hattem, para orientar o NOVO.
MARCEL VAN HATTEM|NOVO|RS|Sr. Presidente, é sexta-feira, e são 12h42min. Nós gostaríamos de lembrar que a nossa intenção e a de V.Exa. também, desde o início da semana, era a de votar e entregar ao Brasil a Nova Previdência votada em dois turnos nesta semana. Esse é o clamor social também. Portanto, chega a nos aborrecer, como brasileiros, ver mais uma vez um requerimento de retirada de pauta para obstruir a votação da Nova Previdência. Por nós, inclusive, já na madrugada teríamos concluído a votação, para votarmos a redação na Comissão Especial e estarmos votando agora o segundo turno. Como não é mais possível, porque encerramos as atividades às 2 horas e algo da manhã, que continuemos agora com os destaques, que votemos, passemos à Comissão Especial e, não importa o horário, entreguemos a Nova Previdência, aprovada em segundo turno, ao povo brasileiro. Esse é o clamor das ruas, é o pedido da sociedade. Por isso, o NOVO orienta contra a retirada de pauta da PEC da Nova Previdência.
BENEDITA DA SILVA|PT|RJ|A Oposição está em obstrução, Sr. Presidente.
GERVÁSIO MAIA|PSB|PB|Sr. Presidente, o PSB, por favor.
CAPITÃO WAGNER|PROS|CE|Sr. Presidente, peço 1 minuto.
GERVÁSIO MAIA|PSB|PB|Sr. Presidente, quero orientar o PSB, por favor.
RODRIGO MAIA|DEM|RJ|Tem a palavra o Deputado Gervásio Maia, do PSB, para orientar.
GERVÁSIO MAIA|PSB|PB|Sr. Presidente, muito obrigado. Depois de assistirmos à retirada dos direitos conquistados pelos professores Š foram arrancados dos professores 20 bilhões de reais; depois de assistirmos à retirada do abono salarial Š dali arrancaram do trabalhador 90 bilhões de reais; depois de assistirmos à entrega de um presente aos ricos exportadores do agronegócio, um presente de 84 bilhões de isenção fiscal, ontem o nosso PSB conseguiu uma vitória. Aprovamos o destaque, apresentado pelo PSB, que diminui o tempo de contribuição para os homens, de 20 anos para 15 anos. Foi uma grande vitória. Comemoramos realmente esse ponto positivo na aprovação de ontem. Agora, Sr. Presidente, não nos resta outro caminho a não ser o da obstrução. Nós vamos lutar até os últimos instantes para desidratar esta reforma da Previdência criminosa e antipovo.
CAPITÃO WAGNER|PROS|CE|Sr. Presidente, o Deputado Capitão Wagner, do PROS do Ceará.
SUBTENENTE GONZAGA|PDT|MG|Sr. Presidente...
RODRIGO MAIA|DEM|RJ|Só um minutinho. Tem a palavra o Deputado Leonardo Monteiro.  (Pausa.) Tem a palavra o Deputado Capitão Augusto.  (Pausa.) Tem a palavra o Deputado Bohn Gass.  (Pausa.)
GERVÁSIO MAIA|PSB|PB|Sr. Presidente, o PSB está em obstrução.
RODRIGO MAIA|DEM|RJ|O PSB está em obstrução. Tem a palavra o Deputado Bohn Gass.  (Pausa.) Tem a palavra o Deputado Capitão Augusto.  (Pausa.) Tem a palavra o Deputado Darcísio Perondi.  (Pausa.)
PAULO RAMOS|PDT|RJ|Posso fazer um registro, Sr. Presidente?
RODRIGO MAIA|DEM|RJ|Tem a palavra o Deputado Paulo Ramos, que tinha pedido antes.
PAULO RAMOS|PDT|RJ|Sr. Presidente, ontem, quando ouvi especulações a respeito da possibilidade de o Presidente da República indicar o seu filho para Embaixador do Brasil nos Estados Unidos, pensei que fosse uma provocação, uma  fake . Depois vi que, ao contrário, mais uma vez o Presidente da República debocha do Brasil, assim como agride a classe trabalhadora e os servidores públicos nesta perversa reforma da Previdência. O Presidente Jair Bolsonaro não tem direito à irresponsabilidade, além de outras que já cometeu.
CAPITÃO WAGNER|PROS|CE|Sr. Presidente...
CORONEL TADEU|PSL|SP|Sr. Presidente...
CAPITÃO WAGNER|PROS|CE|Sr. Presidente, o Deputado Capitão Wagner, do PROS.
RODRIGO MAIA|DEM|RJ|Tem a palavra o Deputado Subtenente Gonzaga.
SUBTENENTE GONZAGA|PDT|MG|Sr. Presidente, quero fazer um registro lamentável. Mais um policial foi assassinado em Minas Gerais. Foi o Policial Militar Cabo Davidson Carvalho Almeida, que, ao atender a uma ocorrência de assalto num posto de combustível no Município de Jequitaí, uma cidade do norte de Minas com menos de 10 mil habitantes e com esse nível de violência, foi brutalmente assassinado. Infelizmente, esta Casa ainda não correspondeu, do ponto de vista de legislação, de endurecimento, de políticas públicas de segurança pública, com algo que de fato venha a impedir essas atrocidades. Portanto, de um lado, a nossa solidariedade à família, o luto da Polícia Militar, da família policial militar em Minas Gerais, e, do outro lado, o nosso repúdio, para que o Governo, de um modo geral, e nós possamos enfrentar esse tema da segurança pública... (Desligamento automático do microfone.)
RODRIGO MAIA|DEM|RJ|Obrigado, Deputado Subtenente Gonzaga. Tem a palavra o Deputado Capitão Wagner.
CAPITÃO WAGNER|PROS|CE|Sr. Presidente, eu queria fazer um registro e parabenizar a Polícia Militar do Estado do Ceará. Durante cerca de 4 meses, o interior do Estado viveu em polvorosa por conta da ação de um criminoso chamado Zé do Valério, que matou duas mulheres, duas jovens, no Estado do Ceará, Deputado Roberto Pessoa. No dia de hoje, ele foi preso, a partir de um trabalho integrado entre as polícias do Ceará e do Piauí. A Polícia Militar do Ceará foi ao Município do Piauí, vizinho ao Estado do Ceará, e efetuou a prisão desse indivíduo, sem efetuar um disparo, de forma técnica, da forma devida. E nós esperamos que ele possa agora cumprir uma pena compatível com o terror que ele causou ao Estado do Ceará. Parabéns à Polícia Militar do Ceará! Parabéns à população, que colaborou, que passou informações! Graças a Deus, hoje esse indivíduo se encontra atrás das grades.
RODRIGO MAIA|DEM|RJ|Tem a palavra o Deputado Reginaldo Lopes.
REGINALDO LOPES|PT|MG|Sr. Presidente, quero aqui dizer que é importante a retirada de pauta, porque nós precisamos construir mais reparação de danos nesta reforma. É fundamental refazer a forma de cálculo do benefício. É inaceitável considerar 100% das contribuições. Isso vai prejudicar os trabalhadores mais pobres. Na verdade, nós estamos transformando a nossa seguridade social em um teto do salário mínimo. Portanto, nós fazemos aqui um apelo para a aprovação da retirada de pauta. Quero dizer que, de fato, o povo está nas ruas. A juventude brasileira caminha para o Congresso, para manifestar a sua esperança, o seu grande sonho de mudar essa política econômica. Os jovens, no Brasil, em especial os estudantes, são vítimas dessa política econômica que tem provocado um colapso nos serviços públicos. Então nós vamos abraçar a juventude... (Desligamento automático do microfone.)
DOMINGOS SÁVIO|PSDB|MG|Presidente...
RODRIGO MAIA|DEM|RJ|Tem a palavra o Deputado Coronel Tadeu.
CORONEL TADEU|PSL|SP|Sr. Presidente, Srs. Deputados, ontem nós tivemos uma votação a respeito do tema segurança pública. Eu quero, de público, agradecer ao Presidente Rodrigo Maia pela condução dos trabalhos. Quero também agradecer a todos os Líderes e a todo o Plenário pela excelente votação em favor da segurança pública. No momento em que esta Casa poderia arrebentar a segurança pública, nós estaríamos consequentemente arrebentando o País. Não há nenhuma culpa, neste momento, e muito menos se justifica as redes sociais quererem chamar A ou B de traidor, porque não há traidor mais neste momento. A segurança pública deste País foi atendida nos seus pleitos na integralidade. Portanto, fica registrado o agradecimento de um policial militar do Estado de São Paulo a todo este Plenário. Obrigado.
RODRIGO MAIA|DEM|RJ|Está encerrada a votação.  (Pausa.) Resultado da votação: Não: 260; Emenda nº 4: EMENDA AGLUTINATIVA Nº 4 Ficam aglutinados o art. 18 da PEC 6/2019, constante do art. 6º da Emenda nº 5, objeto do destaque nº 29, com o texto do inciso IV do art. 20 do Substitutivo adotado pela Comissão Especial, objeto do destaque nº 44 para que o inciso IV do art. 20 do Substitutivo passe a ter a seguinte redação: "Art. 20........................................................................................................................................................................................................................................ IV - período adicional de contribuição correspondente a 50% (cinquenta por cento) do tempo que, na data de entrada em vigor desta Emenda Constitucional, faltaria para atingir o tempo mínimo de contribuição referido no inciso II." Orientação de bancada. Como vota o Bloco da Maioria, Deputado Baleia Rossi?  (Pausa.) Como votam os partidos que estão orientando em conjunto?
FILIPE BARROS|PSL|PR|PSL, "não", Sr. Presidente.
RODRIGO MAIA|DEM|RJ|PSL e todos os outros partidos?
FILIPE BARROS|PSL|PR|Exatamente.
BALEIA ROSSI|MDB|SP|O Bloco é "não".
RODRIGO MAIA|DEM|RJ|Como vota o PT?  (Pausa.) Como vota o PL?  (Pausa.) Com a palavra o Deputado Capitão Augusto para orientação e pelo tempo de Líder.
CAPITÃO AUGUSTO|PL|SP|A orientação do PL é "não". Nós esperamos concluir ainda hoje esta votação, pelo menos em primeiro turno. É uma votação que toda a sociedade brasileira espera. E temos tudo realmente para fazer esta votação antes do recesso. Mas, Sr. Presidente, eu gostaria de aproveitar esta oportunidade para registrar uma comunicação que havia feito esta semana, solicitando que seja apurada rigorosamente uma denúncia que foi feita na cidade de Ourinhos contra o Prefeito Municipal, que inclusive está com os bens bloqueados. E, para minha surpresa, ele utilizou as redes sociais dele e a imprensa paga, com dinheiro público... Prefeito, mais um recado: eu vou pedir ao Ministério Público que apure esses quase 4 milhões de reais que o senhor utilizou para verbas publicitárias e, até agora, não deu transparência. Eu quero saber onde a Única Propaganda, de Maringá, empresa que está cuidando desses quase 4 milhões de reais da Prefeitura, recursos estes que deveriam estar sendo utilizados para a saúde, para iluminar os bairros de Ourinhos, para o asfalto, a educação, as creches, a geração de empregos, no fim, estão sendo usados para pagar essa imprensa, com verba pública, que está até mesmo me agredindo e de certa forma me ameaçando. Não tenho medo nenhum, não tenho receio nenhum. Cada vez que fizer isso, virei à tribuna para fazer novas denúncias. Quero saber, sim, por que o senhor pagou 420 mil reais a mais num evento do Arena Cross, na cidade de Ourinhos, um evento que nem é tradicional da nossa cidade. Só para V.Exas. terem uma ideia, o circuito nacional faria o mesmo evento por 80 mil reais na cidade de Ourinhos. Lençóis Paulista pagaram 420 mil reais a menos do que a cidade de Ourinhos. É um absurdo terem pago 540 mil reais! Não tenho medo algum, não tenho receio algum desta imprensa paga, assim como destas enquetes falsas que são feitas. Aliás, essas enquetes diziam que eu não teria nem 5 mil votos na cidade de Ourinhos, e tive quase 20 mil votos. Essas mesmas enquetes diziam que eu não seria reeleito, que não teria nem 20 mil votos no Estado de São Paulo, mas tive 244 mil votos em São Paulo. Então, pode ter certeza absoluta de que a sua conduta não vai me intimidar em hipótese alguma. Aliás, esta nota que o senhor apresentou à cidade de Ourinhos, lamentando o meu discurso, deveria vir como forma de esclarecimento desses recursos que foram utilizados com dinheiro público, de forma superfaturada, que estão sendo apurados. Já vou dizer também, Prefeito, que pedirei ao Ministério Público que apure todas as irregularidades que estão sendo apontadas. São mais de 28 irregularidades, pelo que tive conhecimento. Se bobear, são mais ainda. Não vamos nos acovardar. Chega de corrupção neste País! Chega de obras superfaturadas. Se houver qualquer irregularidade, vamos para cima e vamos pedir providências ao Ministério Público e Š por que não? Š ajuda aos órgãos federais. Se há total transparência assim, como você disse nessa nota, por que não permite que a Câmara de Vereadores de Ourinhos instale uma CPI para apurar esses fatos, não só os da Arena Cross, mas dos  shows  que foram realizados em Ourinhos com valor muito acima do que tem sido praticado em todos os Municípios vizinhos? Vamos também, Prefeito, pedir satisfação das demais obras que estão sendo realizadas na cidade, como a do asfalto, em que já pedi para o Ministério Público investigar a questão do maquinário comprado. Então, pode ter certeza absoluta de que não vamos nos calar. Não será esse imprensa paga, não serão esses  sites  pagos que vão nos intimidar e impedir que façamos as denúncias. Só estou começando. Eu, como Relator do pacote do Ministro Sergio Moro, como Presidente da Frente Parlamentar de Segurança Pública da Câmara dos Deputados, que tem como bandeira principal o combate à violência e à corrupção, não vou me acovardar, na cidade de Ourinhos, deixando de fazer essas denúncias. Quanto mais quiserem me ameaçar, criticar com essa imprensa paga... Volto a dizer que quero saber quem está recebendo o dinheiro que a Prefeitura está colocando na Única Propaganda, de Maringá. Até agora, ela não deu transparência, e já foram utilizados quase 4 milhões de reais. É um absurdo pagar um valor desses para a imprensa, sendo que nós temos as redes sociais que praticamente são de graça. Esse valor gasto em publicidade, na cidade de Ourinhos, é muito maior do que o gasto em cidades maiores, como Bauru, Marília, Londrina, Maringá. Precisamos, mais do que nunca, desse contingenciamento de recursos para utilizá-los onde interessa: na saúde, que está precisando; em cirurgias eletivas; nas melhorias dos bairros. Só melhoram as avenidas e se esquecem dos bairros. Então, não vamos, em hipótese alguma, nos calar. Prefeito, pode ter certeza de que virão muitos outros pronunciamentos. Já que o senhor não gostou desse meu pronunciamento, virão vários outros denunciando todas as irregularidades que estão sendo apontadas. Esperamos que o senhor libere os Vereadores da Câmara de Vereadores de Ourinhos para instalarem CPIs para apurarem isso. Já que o senhor não tem receito nenhum da transparência, que seja feito dessa forma. Prefeito, faço aqui também um convite à população para que não se cale, não se acovarde, e que denuncie as irregularidades na cidade de Ourinhos. É uma vergonha pedir para os familiares dos que têm cargos comissionados na Prefeitura de Ourinhos para compartilhar coisas ofensivas a meu respeito e de qualquer um que se oponha à Prefeitura, utilizando, de uma forma vergonhosa, os cargos comissionados, obrigando-os a curtir, a compartilhar nas redes sociais, mentiras e coisas que difamam a minha pessoa e a de todos os que se opõem a essa Prefeitura. Basta disso na cidade de Ourinhos! Ourinhos não merece! Nós conhecemos muito bem a família Silva: sempre foram políticos de um mandato só. Seu pai não reelegeu, seu tio não se reelegeu, e agora você também não vai se reeleger. Ourinhos não merece uma política suja, podre como essa, que utiliza o cabresto, a máquina pública para perseguir seus adversários políticos e qualquer um que se oponha ao seu posicionamento político. Basta de corrupção! Nós vamos apurar todas as denúncias. Você já está com seu patrimônio bloqueado pela Justiça. Outras denúncias estão vindo pelo Ministério Público. Agora, vou oficiar para que nós tenhamos conhecimento e transparência de tudo o que está acontecendo na Prefeitura. O PL encaminha "não". Aproveito este minuto final para pedir a todos os Srs. Parlamentares que venham ao plenário. O quórum ainda está baixo. Precisamos, mais do que nunca, aprovar esta reforma da Previdência. Toda a sociedade aí fora está esperando. O mercado financeiro já reagiu positivamente às primeiras votações, em que tivemos uma vitória expressiva. Sr. Presidente, aproveito este minuto para reconhecer o trabalho de V.Exa. na Presidência da Câmara. Tenho a humildade de dizer que fiz o certo ao abrir mão de concorrer à Presidência da Câmara para apoiar V.Exa. Eu jamais conseguiria desenvolver um trabalho tão esplendoroso à frente de um projeto tão importante como a reforma da Previdência. Parabéns pela condução dos trabalhos! O PL encaminha "não", e vamos votar ainda hoje o primeiro turno da reforma da Previdência.
RODRIGO MAIA|DEM|RJ|Como vota o PT?
BOHN GASS|PT|RS|Sr. Presidente, o PT quer fazer a seguinte reflexão: a partir de hoje, aonde o Deputado chegar, as pessoas vão perguntar:  "Eu estou prestes a me aposentar, como fica a transição?"   "Faltam 2 anos. De quanto tempo vou precisar, na transição?"   "Faltam 3 anos. Quanto tempo vai faltar?" Se depender de Jair Bolsonaro e se V.Exas. votarem com o Relator, aqueles para os quais faltam apenas 2 anos terão que trabalhar 4 anos; se faltarem 3 anos, a pessoa terá que trabalhar 6 anos; se faltarem 4 anos, terá que trabalhar 8 anos; se faltarem 5 anos, terá que trabalhar 10 anos. Sim, esta é a crueldade que Bolsonaro, o Relator e os Deputados fizeram! Esta emenda do PDT diz o seguinte: em vez de serem 100%, em vez de dobrar o tempo, o que é um absurdo, serão 50%. Bolsonaro e os Deputados propõem de 4 anos para 8 anos, e nós estamos propondo 50%, e não 100%.
RODRIGO MAIA|DEM|RJ|Como vota o PSD?
FÁBIO TRAD|PSD|MS|Sr. Presidente, quero, em meu nome Š não sei qual é a posição dos membros da bancada Š, dizer que, se for preciso ficar hoje até a madrugada, no sábado, no domingo, na segunda-feira, até o dia 18, eu fico, sem problema algum, e com entusiasmo. Eu me dou muito bem com a Oposição, inclusive neste contato epidérmico e democrático. Por quê? Porque parte do povo pode ser contra, parte poder ser a favor, mas todo o povo quer uma definição, quer uma resposta do Parlamento, e nós não podemos titubear. Eu não estou falando isso pelo Governo. Estou falando isso pelo Parlamento e pelo povo brasileiro. O PSD orienta o voto "não".
RODRIGO MAIA|DEM|RJ|Como vota o PSB?  (Pausa.)
OLIVAL MARQUES|DEM|PA|Sr. Presidente, o Deputado Olival Marques votou de acordo com a orientação do partido na última votação.
RODRIGO MAIA|DEM|RJ|Como vota o PDT?
AFONSO MOTTA|PDT|RS|Sr. Presidente, o PDT é autor desta proposta que altera a transição para o Regime Geral de Previdência Social e para o Regime Próprio de Previdência Social, de forma que o pedágio, em vez de ser de 100%, passe a ser de 50%. Trata-se de uma contribuição muito importante, a partir da entrada em vigor da emenda, que vai beneficiar o trabalhador ou, pelo menos, amenizar a situação do trabalhador, diante do seu direito garantido. Por isso, votamos "sim".
CARLOS JORDY|PSL|RJ|Sr. Presidente, o Deputado Carlos Jordy votou conforme a orientação do partido na votação anterior.
RODRIGO MAIA|DEM|RJ|Como vota o Podemos?
JOSÉ NELTO|PODE|GO|Sr. Presidente, nós do Podemos votamos ontem, com o apoio do Plenário e de todos os partidos políticos, a emenda aglutinativa da Polícia Federal e da Polícia Rodoviária Federal, e nós não mexemos no pedágio nem na regra de transição, continuando 100%. Por uma questão de coerência, nós votamos "não". Não queremos desidratar a Previdência. Nós queremos votar todos os destaques hoje, até a hora em que for possível. Por isso, mantemos a coerência. Este pedágio continua 100% na regra de transição da Previdência. Indicamos o voto "não".
RODRIGO MAIA|DEM|RJ|Como orienta o PCdoB?
PERPÉTUA ALMEIDA|B|AC|Sr. Presidente, numa sexta- feira de manhã, no Plenário da Câmara dos Deputados, esta sessão é a simbologia da resistência da Oposição nesta Casa, amparada pelas grandes manifestações do povo nas ruas. Esta reforma da Previdência poderia ser muito pior, mas foi graças à nossa resistência que conseguimos retirar algumas maldades que ela traz consigo, como agora estamos fazendo. Ontem muitos trabalhadores foram dormir preocupados com o tempo da aposentadoria, que aumentou. Agora estamos aqui reduzindo o pedágio, resistindo, melhorando a vida do trabalhador que vai se aposentar. Por isso, o PCdoB vota "sim" a esta emenda do PDT, porque ela melhora a vida dos trabalhadores. Muito obrigada.
RODRIGO MAIA|DEM|RJ|Como orienta o PSB?  (Pausa.)
PEDRO AUGUSTO BEZERRA|PTB|CE|Sr. Presidente, o Deputado Pedro Augusto Bezerra votou de acordo com a orientação do partido na última votação.
FELÍCIO LATERÇA|PSL|RJ|Sr. Presidente, o Deputado Felício Laterça votou conforme a orientação do partido.
RODRIGO MAIA|DEM|RJ|Como orienta o PSB?
BIRA DO PINDARÉ|PSB|MA|Sr. Presidente, a orientação do PSB também é "sim". Nós entendemos que estamos na fase dos destaques, buscando diminuir os danos deste projeto que foi aprovado para reformar a Previdência no Brasil. Consideramos que um dos maiores danos está exatamente na transição. Muitos trabalhadores e muitas trabalhadoras já estão muito próximos da aposentadoria. Se prevalecer o projeto com o texto original, isso vai penalizar a transição, o alcance de muitas pessoas ao direito à aposentadoria. Por isso, a redução do pedágio de 100% para 50% é uma medida benéfica, que atenua os efeitos do projeto e permite que os trabalhadores exerçam o direito à aposentadoria. O PSB orienta o voto "sim".
RODRIGO MAIA|DEM|RJ|Como orienta o PSOL?  (Pausa.)
IDILVAN ALENCAR|PDT|CE|Sr. Presidente, o Deputado Idilvan Alencar votou de acordo com a orientação do partido na última votação.
RODRIGO MAIA|DEM|RJ|Como orienta o PSOL?
GLAUBER BRAGA|PSOL|RJ|Sr. Presidente, o PSOL vai votar a favor deste destaque, para a diminuição do pedágio de 100% para 50%, como tentativa de reduzir os danos de uma proposta que estruturalmente é muito ruim. Trata-se de uma proposta covarde com o conjunto dos trabalhadores brasileiros, uma proposta que o Presidente da República, antes da campanha eleitoral, disse que era absurda, porque 65 anos de idade mínima Š palavras do Presidente da República Š eram, no mínimo, uma desumanidade. Não é à toa que, por todo o Brasil, ele é chamado de traidor. O que ele fez foi exatamente trair, com informações mentirosas, enganosas, aqueles que confiaram seu voto na campanha eleitoral. O PSOL orienta o voto "sim".
DAMIÃO FELICIANO|PDT|PB|Sr. Presidente, o Deputado Damião Feliciano votou de acordo com a orientação do partido na última votação.
GIL CUTRIM|PDT|MA|Sr. Presidente, o Deputado Gil Cutrim votou de acordo com a orientação do partido na votação passada.
RODRIGO MAIA|DEM|RJ|Como orienta o NOVO?
TIAGO MITRAUD|NOVO|MG|Sr. Presidente, estão dizendo agora que estão tentando reduzir os danos causados pelo Plenário. Quem está tentando reduzir dano vota "não" a esta emenda aglutinativa. Esta emenda tem o potencial de causar mais um dano de 100 bilhões de reais a esta reforma. Daqui a pouco, nós saímos do plenário e não será preciso mais nenhuma reforma, porque todo destaque que se apresenta aqui é para prejudicar os ganhos que nós tivemos na quarta-feira à noite. É uma pena vermos que todo mundo aqui só quer jogar para suas categorias, para suas bases, e ninguém está tentando, de fato, defender o Brasil. Quando impedimos que essa reforma seja desidratada, estamos buscando defender o brasileiro mais pobre, aquele que terá que trabalhar mais tempo, em benefício das categorias contempladas na votação de ontem à noite e nesta de hoje também! Portanto, o Partido Novo orienta "não".
RODRIGO MAIA|DEM|RJ|Como vota o PV?
CÉLIO STUDART|PV|CE|Sr. Presidente, o PV entende que é injusto que aquelas pessoas que contribuíram a vida toda sejam pegas de surpresa, no supetão, e tenham que dobrar o seu tempo de trabalho da noite para o dia. É injusto que tenham esse arrepio, esse terror! Portanto, para minimizar esse dano, o PV vota "sim" à emeda do PDT, em nome do povo!
RODRIGO MAIA|DEM|RJ|Como vota a Minoria?
JANDIRA FEGHALI|B|RJ|Sr. Presidente, essa emenda do PDT aborda uma questão central. Os servidores públicos e o regime geral foram massacrados na reforma da Previdência. Os servidores públicos foram desconstitucionalizados e tiveram rebaixado fortemente o cálculo do seu benefício. Os aposentados, que já são bitributados, agora serão tributados a partir de 1 salário mínimo. Há taxações extraordinárias, sem nenhum critério, quando houver déficit. E o patronato não paga nada! E ainda terão uma transição de 100%. Isso é um massacre! Vai parar nas barras dos tribunais! E agora a transição de 100%, como também no regime geral, sem que haja nenhuma estabilidade, estando precarizados os empregos, com a reforma trabalhista! Portanto, essa emenda é fundamental para não massacrarmos ainda mais os trabalhadores brasileiros, tanto os do serviço público como também os do regime geral.
MARCELO MORAES|PTB|RS|Sr. Presidente, o Deputado Marcelo Moraes acompanhou o Bloco na votação anterior.
RODRIGO MAIA|DEM|RJ|Como vota a Oposição?
ALESSANDRO MOLON|PSB|RJ|Sr. Presidente, a Oposição está unida em torno dessa emenda aglutinativa do PDT, partido que integra a Oposição nesta Casa ao Governo Bolsonaro. Nós queremos cumprimentar o PDT por essa iniciativa tão importante. Trata-se de medida justa, que reduz o pedágio de tempo a ser prestado ainda por aqueles que vão se aposentar, de 100% para 50%, não apenas nos regimes próprios, mas no regime geral também. Esta é uma medida de justiça, para evitar que se imponham sacrifícios irrazoáveis aos trabalhadores brasileiros. Por isso, a Oposição vota "sim".
JOSÉ ROCHA|PL|BA|Sr. Presidente, o Governo quer orientar.
RODRIGO MAIA|DEM|RJ|Como vota o Governo, Deputado?
JOSÉ ROCHA|PL|BA|O Governo orienta o voto "não", Sr. Presidente.
RODRIGO MAIA|DEM|RJ|A Presidência solicita às Sras. Deputadas e aos Srs. Deputados que tomem os seus lugares, a fim de ter início a votação pelo sistema eletrônico. Está iniciada a votação.
JOSÉ NELTO|PODE|GO|Sr. Presidente, o Podemos indica o voto "não".
RODRIGO MAIA|DEM|RJ|Tem a palavra o Deputado Tadeu Alencar.
TADEU ALENCAR|PSB|PE|Sr. Presidente Rodrigo Maia, eu queria falar sobre essa emenda aglutinativa do PDT. Quero fazer um registro acerca da importância de haver um regime de transição que possa ter proporcionalidade. O que foi imposto na PEC é uma transição extremamente onerosa, tanto para o regime geral como para os servidores públicos. Nós somos favoráveis à fixação de uma idade mínima para homens e mulheres, mas não podemos admitir isso em relação ao regime geral e muito menos em relação aos servidores públicos, que estão sendo demonizados neste País, servidores públicos que têm vocação para o interesse público, para a defesa dos melhores interesses nacionais. Nós falamos muito em segurança jurídica, e não queremos que haja segurança jurídica da relação do cidadão com o Estado brasileiro! Por isso, eu quero reforçar a orientação do PSB, no sentido de dizer "sim" a essa emenda aglutinativa.
LOESTER TRUTIS|PSL|MS|Sr. Presidente, o Deputado Loester Trutis votou com o partido na última votação.
ACÁCIO FAVACHO|PROS|AP|Sr. Presidente, o Deputado Acácio Favacho votou com o partido.
MÁRIO NEGROMONTE JR.|PP|BA|Sr. Presidente, o Deputado Mário Negromonte Jr. votou com o partido na última votação.
RODRIGO MAIA|DEM|RJ|Concedo a palavra à Deputada Alice Portugal, por 3 minutos.
ALICE PORTUGAL|B|BA|Sr. Presidente, Sras. e Srs. Deputados, eu quero rapidamente falar sobre essa emenda do PDT. Seguindo as lições do Professor e Deputado Bohn Gass, quero dizer que, de fato, reduzir o pedágio é algo que não onera e, ao mesmo tempo, ajuda muito os trabalhadores que estariam extremamente penalizados. Hoje, quem vai se aposentar daqui a 2 anos, vai trabalhar mais 4 anos; quem vai se aposentar daqui a 4 anos, trabalhará mais 8 anos; faltando 5 anos, trabalhará 10 anos! Portanto, é uma diáspora entre a expectativa do direito e o direito que será constituído a partir da reforma. E isso poderá levar, senhores do Governo, senhores do PSL, a uma enxurrada de judicializações. Os senhores têm repetido esta máxima:  "O que é combinado, não sai caro" . O combinado, no contrato dos servidores públicos, é uma aposentadoria por idade e tempo de contribuição. Os servidores públicos estão altamente penalizados nesta reforma. Os servidores públicos estão novamente sendo considerados párias da sociedade. E o Estado brasileiro não se sustenta sem servidores. Por isso, é fundamental dizer que 86% dos servidores públicos da União ganham em torno de 2.600 reais. E a verdade é que universidades, hospitais, postos de saúde e bibliotecas não funcionam sem servidores. Sou Deputada por decisão do meu partido e porque sou líder de servidores. E assim me formei politicamente, na luta estudantil e na luta sindical. Entendo que é fundamental que tenhamos clareza disto: é necessário cumprir os contratos vigentes e garantir a redução de 50% nesse pedágio injusto. Portanto, se estão faltando 2 anos para se aposentar, vai trabalhar mais 1 ano. Fica muito mais palatável e diminuirá o número de judicializações, que estão naturalmente previstas, com a sanção desta reforma, cujos danos agora lutamos para reduzir. Tiramos a capitalização, enfrentamos as circunstâncias do BPC, mas ainda existem 87 citações de remessa para leis ordinárias. Por isso, a reforma persistirá com essas leis ordinárias. Por isso, aqui declaro o meu apoio ao destaque do PDT e a solidariedade à luta dos servidores atingidos com a reforma.
RODRIGO MAIA|DEM|RJ|Tem a palavra o Deputado Marcelo Calero, pela Liderança do Cidadania.
