autor|partido|uf|discurso
MARCELO RAMOS|PRB|PE|Algum Parlamentar ainda não teve oportunidade de votar? Deputado Paulo Ramos, Deputado Marcelo Ramos e Deputado Ivan Valente, peço que votem, para se concluir a votação. (Pausa.)
DIEGO GARCIA|PODE|PR|Encerre, Presidente.
MARCELO RAMOS|PRB|PE|O Deputado Cleber Verde fez um apelo...
DIEGO GARCIA|PODE|PR|Pode encerrar, Presidente.
PAULO RAMOS|PDT|RJ|Presidente, peço que se providencie uma cadeira, para que eu possa me sentar. Não tenho lugar aqui. Por favor, pode a administração providenciar isso?
MARCELO RAMOS|PRB|PE|Estamos fazendo a solicitação.
DIEGO GARCIA|PODE|PR|Pode encerrar, Presidente.
MARCELO RAMOS|PRB|PE|Vamos encerrar. O Deputado Perondi vai votar.
LUCAS VERGILIO|SOLIDARIEDADE|GO|Vamos encerrar, Presidente.
MARCELO RAMOS|PRB|PE|Vamos.  (Pausa.) Vamos encerrar a votação.
IVAN VALENTE|PSOL|SP|Espere, Presidente Silvio, ainda estão discutindo lá.
MARCELO RAMOS|PRB|PE|Algum Deputado não votou ainda?
IVAN VALENTE|PSOL|SP|Sim.
DIEGO GARCIA|PODE|PR|Encerre, Presidente!
MARCELO RAMOS|PRB|PE|Está encerrada a votação.  (Pausa.) Vamos proceder à apuração dos votos: "sim", zero; "não", 36; obstrução, 12. Rejeitado o requerimento. Fica prejudicado o requerimento de igual teor do Deputado Alexandre Frota. (Intervenção fora do microfone.)
ALEXANDRE FROTA|PSL|SP|Não, tem que ser rápido, irmão. Vamos votar. Quero votar. Eu quero é trabalhar pelo Brasil!
PAULO RAMOS|PDT|RJ|Sr. Presidente, quer trabalhar contra o Brasil.
MARCELO RAMOS|PRB|PE|Ordem do Dia. Votação do parecer do Relator, o Deputado Samuel Moreira. Indago ao Relator, o Deputado Samuel Moreira, se deseja usar a palavra. (Não identificado)  - Presidente, ele precisa ler o relatório.
ALICE PORTUGAL|B|BA|Pela ordem, Sr. Presidente!
MARCELO RAMOS|PRB|PE|Quero fazer um apelo ao Plenário. Antes da leitura do Relator Samuel Moreira, a Deputada Alice Portugal tem uma questão de ordem.
ALICE PORTUGAL|B|BA|É só um esclarecimento. Reunião de: 03/07/2019
MARCELO RAMOS|PRB|PE|É um esclarecimento.
ALICE PORTUGAL|B|BA|Sr. Presidente, havia outros requerimentos sobre a mesa. Quero saber se há outros requerimentos e quais seriam.
PAULO RAMOS|PDT|RJ|Sr. Presidente, quero só um esclarecimento, por favor, antes da manifestação do Relator.
CARLOS VERAS|PT|PE|Presidente, qual era o requerimento que estava sobre a mesa...
MARCELO RAMOS|PRB|PE|Tem a palavra o Deputado Paulo Ramos.
PAULO RAMOS|PDT|RJ|Eu queria que o Relator prestasse atenção, Presidente. É preciso que o Relator ouça a minha...
MARCELO RAMOS|PRB|PE|Deputado, qual é a questão de ordem de V.Exa.?
PAULO RAMOS|PDT|RJ|Faço um pedido de esclarecimento ao Relator. Quero saber se, até amanhã, ele vai trazer novas modificações para nos submeter a este tipo de constrangimento, o de votar sem conhecer...
MARCELO RAMOS|PRB|PE|Deputado Paulo, vamos nos ater ao relatório e naturalmente às questões de ordem. Nós não vamos fazer esta discussão neste momento. Deputado, qual é a questão de ordem de V.Exa.? (Intervenção fora do microfone.)
MARCELO RAMOS|PRB|PE|Vamos dar sequência. O Relator Samuel Moreira vai fazer a leitura do relatório e, a posterior, nós apreciaremos os requerimentos. Tem a palavra o Deputado Samuel Moreira.
HENRIQUE FONTANA|PT|RS|Quero pedir o tempo da Liderança.
MARCELO RAMOS|PRB|PE|Qual é a questão de ordem? (Intervenções simultâneas ininteligíveis.)
MARCELO RAMOS|PRB|PE|Deputado Henrique, Deputado Henrique, V.Exa. terá o tempo da Liderança. V.Exa. será atendido, mas depois da leitura do relatório...  (Manifestação no plenário.) (Intervenções simultâneas ininteligíveis.)  (Palmas.)
MARCELO RAMOS|PRB|PE|Deputado Henrique, Deputado Henrique, Deputado Bira... (Intervenções simultâneas ininteligíveis.)
MARCELO RAMOS|PRB|PE|Deputado Fontana, Deputado Bira, calma. Calma, Deputada. Deputado Ivan, nós chegamos até este momento da melhor forma possível, respeitando o processo democrático. Eu fiz uma consulta... (Intervenções simultâneas ininteligíveis.)
MARCELO RAMOS|PRB|PE|Deputado Bira, eu fiz uma consulta ao Deputado Samuel Moreira, perguntei se haveria alguma dificuldade de ouvir o Deputado Henrique antes da leitura do relatório, e o Relator não colocou nenhuma dificuldade. Então, para não termos tensionamento e avançarmos nesta discussão, vamos ouvir o Deputado Fontana, que falará como Líder, por 7 minutos. Deputado Henrique, nós não vamos ferir o Regimento. É regimental e legítimo que faça uso da palavra pela Liderança. (Palmas.) Tem a palavra o Deputado Henrique Fontana.
ANDRÉ FIGUEIREDO|PDT|CE|Presidente, peço para falar em seguida ao Deputado Henrique Fontana.
MARCELO RAMOS|PRB|PE|Deputado André, nós não vamos ferir o Regimento, vamos segui- lo. Por mais que demore o processo, nós vamos seguir até o mais tardar da noite. Tem a palavra o Deputado Fontana, por 7 minutos. Reunião de: 03/07/2019
HENRIQUE FONTANA|PT|RS|Obrigado. Presidente, nós estamos vivendo, evidentemente, um momento em que a disputa se amplifica. Isso é normal, e esta é a hora em que todos temos que ter a maior serenidade. Cada um aqui vai defender as suas ideias, cada partido vai colocar os seus posicionamentos. Aqui não existem donos da verdade. Aqui o Plenário não se divide entre quem defende o Brasil e a economia brasileira e quem não os defende. Aqui ninguém tem força para suplantar o mandato de ninguém. Os 513 Deputados têm as mesmas prerrogativas, e todas elas serão utilizadas nesta disputa. Nós temos uma posição muito clara, Presidente. Esta proposta, que acabou de ser redistribuída na sua terceira versão, não atende aos interesses do País. Esta proposta procura cortar as aposentadorias num ajuste fiscal cruel, aposentadorias de trabalhadores do Regime Geral de Previdência. Eu falo aqui, Presidente, com o pedreiro da construção civil, com o metalúrgico, com o garçom que nos serve. Falo aqui da empregada doméstica, falo aqui do comerciário. E sabe por que nós estamos obstruindo, Presidente? Esses trabalhadores, hoje, que não têm privilégio nenhum, esses trabalhadores que ganham 1.500 reais, 2 mil reais, 3 mil reais, têm o direito de se aposentar aos 65 anos, os homens, e aos 60 anos, as mulheres, pela seguinte média: a cada 10 anos, pegam-se os 8 anos de melhores contribuições. O que o Relator coloca nesta proposta, nisto que alguns aqui querem transformar em salvação da economia brasileira, é o seguinte, Deputado André Figueiredo, Deputada Jandira: no caso desse trabalhador que, na regra atual, vai se aposentar recebendo 2 mil reais, por exemplo, se ele, aos 65 anos, tiver 25 anos de carteira assinada, Deputado Bira, vão cortar 30% da aposentadoria dele. No cálculo, em vez de considerarem os 8 anos de melhores salários a cada 10 anos, querem considerar os 10 anos de cada 10, para diminuir mais 10%! Então, por exemplo, um trabalhador da construção civil que está me ouvindo agora e tem 62 anos vai se aposentar só aos 65 de idade. Não valem os 55 anos, não há aposentadoria precoce! Vão cortar. Se ele, hoje, tem direito a 2 mil reais de aposentadoria, ele pode acordar no outro dia, de manhã, tendo mil reais, 1.200 reais Š corte de 30%, 40%. Onde está o privilégio desse trabalhador? Se é para falar sério, não em ajuste fiscal, mas em corte de privilégio, liberem o cálculo do Regime Geral de Previdência. Isso não tem nada a ver com o aumento da idade média da população! Se é para ajustar a idade média Š ah, o brasileiro está vivendo mais! Š, aumente 1 ano, 2 anos, faça uma transição. Mas não corte, Deputado Samuel, 30%, 40% da aposentadoria de um desses garçons que está aqui nos servindo. Eu sei que o Governo vem e diz:  "Ah, isso é demagogia!"  Se isso é demagogia, vou continuar fazendo! Isso é a defesa dos mais pobres! Não tem nada que ver com essa propaganda de combate a privilégios! E há outra coisa. No mesmo momento em que querem cortar 30%, 40% da aposentadoria de uma empregada doméstica, as grandes fortunas estão tranquilas.  "Ah, o imposto sobre lucros e dividendos? Deixe esse para depois",  diz Paulo Guedes e Bolsonaro.  "Ah, melhorar a cobrança dos devedores? Não, isso agora não tem que fazer".  A prioridade agora, Deputado Chico d'Angelo, é salvar a economia brasileira. Esse é o mesmo papo que usaram naquela tal de antirreforma trabalhista. Diziam:  "Tirem os direitos dos trabalhadores, e aí vai brotar emprego para tudo que é lado".  Tiraram os direitos, e o desemprego aumentou! Esse fundamentalismo liberal quer sempre cortar o salário dos que ganham menos, quer sempre cortar a aposentadoria de quem ganha menos, quer sempre liberar, Deputado José Guimarães, as grandes fortunas. Hoje, o diretor acionista de um banco pode ganhar 500 milhões em dividendos num ano, e não paga nada de imposto sobre esses 500 milhões! Vamos cobrar desses antes de tirar direitos desses trabalhadores do Regime Geral de Previdência. Vou debater aqui também a exclusão previdenciária. Querem que os homens comprovem, no mínimo, 20 anos de carteira assinada. Milhões de brasileiros chegam aos 65 anos sem ter esses 20 anos de carteira. Sabem o que vão fazer aqui por meio deste projeto? Jogar esses milhões de brasileiros na vala da não aposentadoria. São milhões! Por que exigir esses 20 anos? Isso é ajuste fiscal cruel. Vamos debater muito, Presidente, e vamos resistir a essas mudanças injustas.
MARCELO RAMOS|PRB|PE|Tem a palavra o Deputado...
ALICE PORTUGAL|B|BA|Presidente, quero só que seja feito um rápido esclarecimento. Antes digo que a complementação do relatório ainda não chegou até aqui. Logo depois da fala dos Líderes, será feita a leitura do relatório, mas peço a V.Exa. que deixe claro que o turno da votação não está iniciado. Isso é preciso para que depois não se alegue que os requerimentos não serão validados. O turno da votação não está iniciado. Vamos garantir o Regimento, talvez agora num clima de mais tranquilidade, para que todos tenham o direito a participar, com suas convicções, do processo de análise da complementação do voto. Então, haverá a leitura, mas o turno da votação não está iniciado. Isso é muito importante. Reunião de: 03/07/2019
MARCELO RAMOS|PRB|PE|Deputada Alice, esclareço que não há mais nenhum inscrito para fazer, com base no art. 66, § 1º, uso da palavra como Líder. Nós vamos dar sequência agora à leitura...
IVAN VALENTE|PSOL|SP|O Deputado André Figueiredo pediu a palavra.
MARCELO RAMOS|PRB|PE|O Deputado André Figueiredo preferiu fazer uso da palavra a posterior. De posse disso, o Relator vai fazer a leitura do seu relatório, com as observações, e a posterior vamos votar os requerimentos de adiamento de votação.
ALICE PORTUGAL|B|BA|O.k. Está esclarecido. Obrigada.
MARCELO RAMOS|PRB|PE|Falei isso apenas a título de esclarecimento a V.Exa.
ALICE PORTUGAL|B|BA|Muito obrigada.
MARCELO RAMOS|PRB|PE|Tem a palavra o Relator, o Deputado Samuel Moreira.
SAMUEL MOREIRA|PSDB|SP|Boa noite a todos. Eu vou começar a leitura desta complementação lendo as alterações no voto e as alterações no substitutivo. A primeira alteração encontra-se na página 2, no penúltimo parágrafo. Nós fizemos a inclusão de um parágrafo inteiro, que vou ler. "Na versão anterior do substitutivo, mantínhamos todas as alterações previstas na PEC feitas no art. 109 da Constituição Federal, que tratam..."
PERPÉTUA ALMEIDA|B|AC|Relator, V.Exa. pode aguardar, pois o voto com a complementação ainda está sendo distribuído?
SAMUEL MOREIRA|PSDB|SP|Posso aguardar sim. (Pausa prolongada.)
SAMUEL MOREIRA|PSDB|SP|Eu só quero esclarecer, enquanto distribuem o voto e o substitutivo fisicamente Š ele foi disponibilizado na Internet há cerca de 1 hora Š, que teremos basicamente quatro pontos de alterações. Eu lerei os quatro parágrafos. (Pausa prolongada.)
SAMUEL MOREIRA|PSDB|SP|Na página 2 Š é o penúltimo parágrafo Š, houve a inclusão de todo um parágrafo.
BIRA DO PINDARÉ|PSB|MA|Anula a complementação anterior?
SAMUEL MOREIRA|PSDB|SP|Não, não. "Na versão anterior do substitutivo, mantínhamos todas as alterações previstas na PEC feitas no art. 109 da Constituição Federal, que tratam de competência da Justiça Federal. Contudo, enfrentamos muita controvérsia em relação à oportunidade e à conveniência da medida, razão pela qual decidimos preservar o texto atual do art. 109 da Constituição Federal em sua integralidade." Na sequência, a segunda alteração, no último parágrafo ainda da página 2. "Foi restabelecida" Š houve a inclusão desta frase Š, "apenas para União (...)". Isso foi incluído. Vou ler o parágrafo na íntegra. "Foi restabelecida, apenas para a União, por meio de alterações no art. 149 da Constituição Federal, a possibilidade de cobrança de contribuições extraordinárias inserida no texto original da PEC e suprimida na versão anterior do substitutivo. Não foram alteradas, contudo, as hipóteses de instituição do referido tributo por força de condições distintas da capacidade contributiva do servidor alcançado, tais como o seu histórico contributivo ou a forma de cálculo do seu benefício".
PERPÉTUA ALMEIDA|B|AC|Relator, tenho uma dúvida. V.Exa. leu  "não foram alteradas ", e aqui está escrito  "não foram aproveitadas".  Qual é o termo certo?  (Pausa.)
SAMUEL MOREIRA|PSDB|SP|Sim, sim, é "aproveitadas". Reunião de: 03/07/2019
PERPÉTUA ALMEIDA|B|AC|O.k.
SAMUEL MOREIRA|PSDB|SP|Ainda na página 3, no terceiro parágrafo...
IVAN VALENTE|PSOL|SP|Relator, quero um esclarecimento.
SAMUEL MOREIRA|PSDB|SP|Deixe-me terminar de ler, e então nós.. Desculpem-me, vamos concluir a leitura.
IVAN VALENTE|PSOL|SP|É questão do parágrafo anterior.
SAMUEL MOREIRA|PSDB|SP|Vou ler agora, na página 3, o terceiro parágrafo. "Em relação ao benefício de prestação continuada, a nova versão do substitutivo constitucionaliza, por meio de acréscimo de parágrafo único ao art. 203, o critério de um quarto de salário mínimo de renda familiar  per capita  já previsto na legislação vigente para acesso ao benefício." Nós fizemos a inclusão que vou ler agora. "Fica ressalvado, no entanto, que poderão ser adotados critérios de vulnerabilidade social, nos termos da lei".
ALICE PORTUGAL|B|BA|Isso é um absurdo! É um absurdo!
SAMUEL MOREIRA|PSDB|SP|Vamos para a página 5, no § 4º, a inclusão de um parágrafo: "No tocante às alíquotas de CSLL alteradas pelo art. 33 do substitutivo anterior, concordamos com os argumentos de que a alteração era excessivamente ampla ao visar instituições que não possuem as mesmas características dos bancos. A capacidade contributiva deste tipo de instituição financeira é maior que a das demais, razão pela qual decidimos por restringir o alcance da nova alíquota." Concluímos o voto desta maneira, com essas alterações. Caminhando para o substitutivo, página 12, nós retiramos a menção ao art. 109, por isso ele não aparece. Essa é a alteração. Na página 13, no art. 149, § 1º-B, é aquela menção que nós fizemos no voto: "no âmbito da União", que está na terceira linha. Mas eu vou ler o § 1º-B inteiro: "§ 1º-B Demonstrada a insuficiência da medida prevista no § 1º-A para equacionar o déficit atuarial, é facultada a instituição de contribuição extraordinária, no âmbito da União, dos servidores públicos ativos, dos aposentados e dos pensionistas". Página 17, abaixo do art. 203: "Parágrafo único" Š o que eu já li praticamente no voto eu vou repetir Š "Para fins do disposto no inciso V do  caput , considera-se incapaz de prover a manutenção da pessoa com deficiência ou idosa a família cuja renda mensal  per capita seja inferior a um quarto do salário mínimo" Š e aí a inclusão Š "admitida a adoção de critérios de vulnerabilidade social, nos termos da lei". Vamos para a última alteração, na página 37, art. 33, inclusão: "Art. 33. Até que entra em vigor lei que disponha sobre a alíquota da contribuição de que trata a Lei nº 7.689, de 15 de dezembro de 1988, esta será de vinte por cento no caso das pessoas jurídicas referidas no inciso I do § 1º do art. 1º da Lei Complementar nº 105, de 10 de janeiro de 2001".
HENRIQUE FONTANA|PT|RS|Qual é a página agora?
SAMUEL MOREIRA|PSDB|SP|Página 37. Essas foram as alterações que eu submeto a cada um dos Srs. Parlamentares.
DANILO CABRAL|PSB|PE|Até amanhã, Relator, não haverá nova modificação? Pode haver observações.
MARCELO RAMOS|PRB|PE|Encontra-se sobre a mesa requerimento da Deputada Perpétua Almeida que requer a votação nominal do requerimento de adiamento de votação por 5 sessões, apresentado pelo Deputado Renildo Calheiros. Concedo, de ofício. Encontra-se sobre a mesa requerimento de adiamento da votação pelo prazo de cinco sessões, apresentado pelo Deputado Renildo Calheiros, Vice-Líder do PCdoB. Damos início ao encaminhamento de votação. Para encaminhar, tem a palavra a Deputada Perpétua Almeida.  (Pausa.) Reunião de: 03/07/2019 Tem a palavra o Deputado Henrique Fontana para uma questão de ordem.
HENRIQUE FONTANA|PT|RS|Na página 21, Relator, do relatório, fala-se ali, onde vem art. 5º, bem nas últimas duas linhas:  "observada a idade mínima de cinquenta e cinco anos, ou a idade prevista no § 3º, na forma da Lei Complementar nº 51." Se eu entendi bem, esse seria o erro que eu estou detectando: não há o § 3º citado aqui. Que § 3º seria esse, Relator? Do art. 5º, eu estou dizendo, onde fala do policial civil.  "Observada a idade mínima de cinquenta e cinco anos ou a idade prevista no § 3º" . É a página 21.
GUILHERME MUSSI|PP|SP|Vamos seguir, Presidente, por favor.
MARCELO RAMOS|PRB|PE|Deputado Henrique, eu quero pedir a V.Exa., tendo em vista que isso não é questão de ordem, é mais uma indagação ao Relator, porque, na pág. 1, o Relator coloca que não fez nenhuma alteração...
HENRIQUE FONTANA|PT|RS|Eu estou lendo aqui da página que eu recebi, Presidente.
GUILHERME MUSSI|PP|SP|Mas recebeu a página errada. Isso não é questão de ordem, Presidente. Isso é uma indagação ao Relator, como V.Exa. disse. Vamos seguir.
MARCELO RAMOS|PRB|PE|Deputado Henrique, vamos prosseguir. Enquanto V.Exa. esclarece, vamos dar sequência. Para encaminhar a favor do requerimento, tem a palavra a Deputada Perpétua Almeida. V.Exa. dispõe de 5 minutos.
PERPÉTUA ALMEIDA|B|AC|Sr. Presidente, colegas Parlamentares, o que está acontecendo agora, neste momento, é uma prova real de que, primeiro, só essa leitura rápida não foi suficiente para nós termos noção do que será votado aqui nesta Casa. A segunda questão: quando pedimos adiamento de cinco sessões, é porque nós do PCdoB acreditamos que um assunto que muda drasticamente a vida das pessoas, o sonho de uma aposentadoria decente, não pode ser votado na calada da noite. As pessoas precisam acompanhar, querem acompanhar. Se sairmos aqui no corredor, nós vamos encontrar centenas de funcionários, de trabalhadores insatisfeitos com essa reforma. Eu falei anteriormente: hoje a rádio corredor, a cada hora, trazia uma nova notícia. Havia hora que alguns diziam:  "Saíram os policiais da reforma."  Outros diziam:  "Entraram os policiais."  Outros chegavam dizendo:  "Houve mudança no BPC." Aqui se está mostrando: o Governo faz uma mudança para aqueles mais pobres, para aqueles que mais precisam. Nós não podemos imaginar que estamos aqui, mais uma vez, prejudicando aqueles que dependem tanto do Estado brasileiro para poder comer, para poder ter uma velhice digna. E o Governo continua com aquela cantilena de que essa reforma é para atacar os privilégios, o que é uma mentira. Esta reforma mexe naqueles que menos ganham. Esta reforma mexe com os mais pobres. Continua 1 trilhão de reais sendo tirado das costas daqueles que ganham menos de três salários mínimos. Então, Sr. Presidente, é preciso repensar, é preciso negociar. Não há acordo ainda sobre esta reforma. Nós vimos ontem grande manifestação dos policiais. O que eles diziam? Chamaram o Presidente de traidor. Com medo de ser chamado de traidor por outras categorias, o Presidente Bolsonaro foi no Twitter dizer que ele mesmo estava ligando para o Relator pedindo mudança. Quer dizer que é assim? É só chamar o Presidente Bolsonaro de traidor, e já vai ter mudança na reforma? É isso que não dá para entender, Sr. Presidente! Então, quem gritar mais forte aqui, quem mais gritar  "Bolsonaro traidor" já vai ser beneficiado. Por isso, nós queremos discutir. Nós queremos que seja vista a situação dos professores, a situação da educação, a situação dos policiais, do BPC...
DELEGADO ÉDER MAURO|PSD|PA|Deputada, V.Exa. me dá um aparte?
PERPÉTUA ALMEIDA|B|AC|E não podemos aceitar que o Governo tente aqui, no trator, na madrugada, na calada da noite, votar contra os trabalhadores. A população vai assistir aqui ao voto daqueles que falsamente dizem que estão votando a favor do Brasil. Esta reforma da Previdência é uma mentira, do jeito que foi a reforma trabalhista! Dizia-se que com a reforma trabalhista seriam aumentados os empregos.
DELEGADO ÉDER MAURO|PSD|PA|Dê-me um aparte, Deputada!
PERPÉTUA ALMEIDA|B|AC|O que acontece hoje no Brasil? Desemprego total! A população está pedindo socorro porque o Governo não toma providências sobre o desenvolvimento do País. A mesma coisa vai acontecer Reunião de: 03/07/2019 com essa reforma da Previdência, que pune as mulheres; pune os trabalhadores em educação; pune os trabalhadores em saúde; pune as polícias no Brasil inteiro, que estão chamando o Bolsonaro de traidor. É preciso rediscutir. Por isso, o nosso partido está pedindo, pelo menos, mais cinco sessões para que possamos entrar em acordo, possamos discutir alternativas melhores para os trabalhadores. O PCdoB pede nominal, exatamente para que possamos adiar as próximas cinco sessões. Muito obrigada, Sr. Presidente.
ALICE PORTUGAL|B|BA|Questão de ordem, Presidente.
MARCELO RAMOS|PL|AM|Passo a palavra à Deputada Alice, para uma questão de ordem.
ALICE PORTUGAL|B|BA|Sr. Presidente, é apenas para que possamos fazer Š V.Exa. está retornando à Mesa Š uma correção no enunciado da votação. O requerimento da Deputada Perpétua é para votação nominal da retirada de pauta por 5 sessões. Este é um segundo requerimento, que é de minha autoria. Então eu peço a correção, para que não tenhamos atropelos no processo do encaminhamento da votação dos requerimentos. Obrigada, Presidente.
MARCELO RAMOS|PL|AM|Deputada, só para registrar aqui, o primeiro requerimento apresentado foi do Deputado Renildo Calheiros. E, na ausência dele, foi subscrito pela Deputada Perpétua. Não, desculpa. Então, só corrigindo o painel, é isso? Só um pouquinho. Desculpa, Deputada Alice. Eu peço que corrijam no painel. O requerimento não é da Deputada Perpétua, é da Deputada Alice. Por favor.
ALICE PORTUGAL|B|BA|A Deputada Perpétua subscreveu e encaminhou o primeiro requerimento. O segundo requerimento é este. (Intervenção fora do microfone.)
ALICE PORTUGAL|B|BA|É. Este é o segundo requerimento. O dela é nominal, da retirada de pauta.
MARCELO RAMOS|PL|AM|O requerimento... Não, o requerimento de votação nominal foi deferido de ofício. O requerimento de votação nominal já foi enfrentado. Foi deferido de ofício. Agora nós estamos votando o adiamento por cinco sessões. Com a palavra o Deputado Felipe Francischini, para encaminhar contra o requerimento.
PERPÉTUA ALMEIDA|B|AC|Eu encaminhei a nominal.
MARCELO RAMOS|PL|AM|Não, não tem a nominal. A nominal foi deferida de ofício.
FELIPE FRANCISCHINI|PSL|PR|Sr. Presidente, quero apenas, rapidamente, parabenizar V.Exa. pela condução, o Deputado Silvio Costa Filho, o Deputado Samuel Moreira pelo texto, e fazer um apelo a todos os coordenadores de bancada e aos Deputados que querem agilizar a votação da reforma da Previdência no dia de hoje e amanhã, para que possamos, nos próximos encaminhamentos e requerimentos e nas orientações de bancada, ser o mais breve possível, apenas dizendo "não". Sou favorável à agilização. Voto "não" ao requerimento, Presidente.
ANDRÉ FIGUEIREDO|PDT|CE|Presidente, eu pedi o tempo de Liderança.
MARCELO RAMOS|PL|AM|Só um pouquinho. Antes de fazer o encaminhamento de votação por cada partido e pela Minoria, diante da garantia regimental, eu defiro o tempo de Liderança ao Deputado André Figueiredo, pela Liderança do PDT. V.Exa. tem o tempo de 5 minutos.
ANDRÉ FIGUEIREDO|PDT|CE|Obrigado, Sr. Presidente. Sras. e Srs. Deputados... Eu pediria, Sr. Presidente, que tentasse diminuir um pouco...
MARCELO RAMOS|PL|AM|Eu peço para suspender o tempo do Deputado André Figueiredo. (O Sr. Presidente faz soar as campainhas.) Reunião de: 03/07/2019
MARCELO RAMOS|PL|AM|Mais uma vez, eu quero fazer um apelo para que possamos ouvir os oradores na nossa sessão. Deputado André Figueiredo.
ANDRÉ FIGUEIREDO|PDT|CE|Sr. Presidente, Sras. e Srs. Deputados, esta Comissão teve a condução do Presidente Marcelo Ramos, do Vice-Presidente Silvio Costa Filho e o diálogo com o Relator Deputado Samuel Moreira, e, até hoje, foi um exemplo de condução de um tema extremamente complexo, com divergências extremamente acentuadas, mas onde os debates tiveram um conteúdo e um respeito à tramitação normal nesta Casa. Muito nos assusta o precedente que está sendo aberto, inclusive lamento que o Presidente Rodrigo Maia tenha determinado que esta Comissão atropelasse Š porque o que está acontecendo aqui, literalmente, é atropelar algo que foi construído nas últimas semanas Š, e nós não tenhamos mais condições de debater o conteúdo, de apresentar os destaques de maneira sensata, até porque o Relator, há pouco tempo, fez a leitura de mais um complemento do seu voto. Lamento, Deputado Samuel Moreira, que nós, da Oposição, não tenhamos tido condições de dialogar com V.Exa. durante o decorrer do dia de hoje, para, inclusive, apresentarmos sugestões. É de se lamentar. Isso contrariou a sua postura no decorrer desse processo, mas, enfim, está feito. Mas eu queria alertar para algo que talvez esteja passando despercebido por grande parte ou pela totalidade dos membros...
MARCELO RAMOS|PL|AM|Só um pouquinho, Deputado André Figueiredo. Eu vou pedir aos Deputados e assessores que estão aqui ao lado direito Š Deputado Tadeu, Deputada Joice Š que essa reunião possa acontecer ali no corredor, como fizemos a outra, porque só fazemos atrasar aqui... Deputado Arthur Lira, olha, eu não tinha nem visto V.Exa., senão, não tinha pedido.  (Risos.) Só quero pedir um favor a V.Exas., porque, senão, acabamos atrasando aqui por conta do barulho. Deputado André Figueiredo.
ANDRÉ FIGUEIREDO|PDT|CE|Então, Sr. Presidente, o relatório do Deputado Samuel Moreira apresentou mais uma maldade em relação ao BPC. O BPC tinha retornado ao patamar de um salário mínimo, e o Relator, já na complementação anterior, tinha constitucionalizado Š não é constitucional hoje, está previsto em lei Š um quarto do salário mínimo. Ora, se o salário mínimo, no ritmo que está indo, cada vez mais perde o seu poder de compra, consequentemente, se for constitucionalizado da maneira como está, vai fazer com que mais pessoas se tornem miseráveis. Mas não para por aí. Nessa última complementação, o Relator colocou, no final, no parágrafo único do art. 203, que será admitida a adoção de critérios de vulnerabilidade social nos termos da lei. O que significa isso? Lei ordinária determinará os critérios de vulnerabilidade. Isso significa, na prática, que o BPC vai ser regido por lei ordinária, porque o critério de vulnerabilidade, é lógico, é o que determina se a pessoa pode ou não ser beneficiária do BPC, que é o Regime de Prestação Continuada, que determina que quem ganha são justamente os miseráveis. E o que estamos vendo... Eu faço minhas as palavras do Deputado Hildo Rocha, que fez um estudo. Ao nos encontrar, numa tentativa de acordo pelos corredores, fez um alerta:  "Olha, policial e professora da rede pública municipal vão se aposentar com 75 anos de idade" . É um Deputado do MDB que está fazendo esse alerta. Nós estamos aqui atingindo a vida de todo o povo brasileiro. Nós estaremos entrando na história, votando um relatório, em um primeiro momento Š evidentemente pela larga escala da propaganda nas redes sociais por parte às vezes de robôs, mas também pela propaganda paga com o nosso dinheiro, com o dinheiro público, em que o Governo Federal faz uma lavagem cerebral em boa parte da população brasileira Š, que diz que, se essa reforma não passar, o Brasil vai quebrar. Ora, o Secretário do Tesouro Nacional Mansueto, semana passada, já disse:  "Não vamos esperando que a aprovação da reforma vá trazer nenhum benefício fiscal para os próximos 3 anos" . Isso foi dito por um integrante conceituado do Governo Federal. Então, não vamos vender ilusões para dizer que o Brasil, votando essa reforma da Previdência, vai voltar a ter emprego. Isso é falácia. Por isso, nós estamos ainda tentando construir um acordo, para que nós possamos conter um mínimo de danos e essa reforma não passe da forma como está.
HENRIQUE FONTANA|PT|RS|Presidente, peço a palavra para uma questão de ordem.
MARCELO RAMOS|PL|AM|Com a palavra, para uma questão de ordem, o Deputado Henrique Fontana. Reunião de: 03/07/2019
