autor|partido|uf|discurso
JOSÉ GUIMARÃES|PT|CE|Deputado Marcelo, é importante que V.Exa. faça um apelo.
DARCI DE MATOS|PSD|SC|Vamos colocar em discussão, Presidente. Os Líderes estão inscritos.
JOSÉ GUIMARÃES|PT|CE|É claro que V.Exa. não pode controlar aqui os microfones ou as pessoas de falarem o que quiser. Agora, eu pondero a V.Exa...
MARCELO RAMOS|PL|AM|Deputado José Guimarães, eu não posso controlar o que é feito fora do microfone. Pelo microfone eu controlo, agora fora dele, eu não tenho como.
JOSÉ GUIMARÃES|PT|CE|Estou falando, Presidente. Vou pedir a V.Exa. que faça um apelo para que os Parlamentares... (Desligamento automático do microfone.)
FILIPE BARROS|PSL|PR|Vamos tocar a discussão.
MARCELO RAMOS|PL|AM|Ele apertou aí.
JOSÉ GUIMARÃES|PT|CE|Mas não é correto. Isso tem que ser repreendido. O Deputado se levantou e veio agredir o Deputado Ivan Valente, que estava sentado aqui. Nós não podemos aceitar isso aqui!
MARCEL VAN HATTEM|NOVO|RS|É mentira! Eu não fui agredir. Eu perguntei só se S.Exa. aderiu ao regime ou não...
JOSÉ GUIMARÃES|PT|CE|Nós não podemos aceitar! Reunião de: 13/06/2019 (Intervenção fora do microfone.)
MARCELO RAMOS|PL|AM|Meus amigos, companheiros, Deputados... (Intervenções fora do microfone.)
MARCELO RAMOS|PL|AM|Deputados, eu não tenho como controlar o que é dito fora dos microfones, mas acho que nós precisamos nos esforçar para passar uma mensagem de urbanidade, ainda que com o debate duro, acirrado, conflituoso, mas que precisa ser urbano, não deve ser fulanizado. Nós não estamos julgando aqui individualmente nenhum Deputado nem da Oposição nem do Governo. Nós estamos discutindo uma proposta que é fundamental para o País. Se nós dividirmos para uma fulanização, nós vamos perder a capacidade de debater um tema fundamental para o País. Então, eu quero fazer um apelo ao conjunto dos Deputados nesse sentido. Eu também não tenho condições de administrar conflitos fora do microfone. Concedo a palavra ao Deputado Henrique Fontana.
HENRIQUE FONTANA|PT|RS|Sr. Presidente, colegas Deputados e Deputadas, vamos debater, sim, o mérito desta matéria. Eu dizia aqui que, no início, o Governo Bolsonaro entrou com uma proposta carregada de arrogâncias, dizendo que tinha que tirar do BPC 600 reais, que tinha que colocar os aposentados rurais e retirar esse direito, que a capitalização seria a salvação do Brasil. Pois bem, hoje nós já temos o reconhecimento de muito debate que fizemos, e a capitalização foi derrotada, o BPC foi derrotado, e os rurais vão permanecer com a sua aposentadoria. Essa conquista eu quero delegar à mobilização do povo brasileiro, que não abaixou a cabeça para aquela verdade única dos mercados. O povo brasileiro tem dignidade. Não serão os mercados, com aquela arrogância de serem os donos da verdade, que vão dizer para o Brasil por onde passa o desenvolvimento brasileiro. Nós do Partido dos Trabalhadores e a Oposição aqui temos muito a dizer. Temos a apresentar reformas que fizemos inclusive, e o Presidente Bolsonaro votou contra aquelas reformas! Temos a dizer que vamos defender, sim, o povo brasileiro de injustiças enormes que ainda estão nesse relatório apresentado pelo Deputado Samuel Moreira! Eu discuto o mérito. Eu não fulanizo nada. E o mérito é o seguinte, Presidente: aqui há um confisco brutal, injusto e inaceitável contra, por exemplo, milhões de trabalhadores do Regime Geral de Previdência Š metalúrgicos, comerciários, todos que contribuem hoje para o INSS! Nenhum deles é privilegiado! Há gente que está aguardando para se aposentar daqui a 1 ano, daqui a 2 anos, daqui a 3 anos, ganhando 1,5 mil reais, ganhando 2 mil reais, ganhando 3 mil reais, e sabem o que a proposta dessa antirreforma da Previdência quer fazer contra esses trabalhadores na reta final? Eles não podem mais alterar a sua vida de trabalho, Deputado Silvio, eles não têm como voltar a viver a vida de novo. Eles contribuíram dentro da regra, e agora não querem respeitar a regra e querem, por exemplo, cortar a aposentadoria. Ouçam bem os senhores que estão contribuindo para o Regime Geral da Previdência: o senhor que, na regra de hoje tem direito a se aposentar por 2 mil reais, por exemplo, esta regra que está no relatório pode baixar a sua aposentadoria para mil, 1 mil e 200, 1 mil e 300 reais. Ou seja, cortar 700, 800, 900 reais da aposentadoria de um trabalhador que iria se aposentar por 2 mil reais. Isto é confisco! Isto é crime! Isto não tem combate a privilégio!  (Palmas.) Isto acentua as dificuldades econômicas do País, porque cai o poder de compra da população, e, além de tudo, desrespeita um contrato. Outra coisa, Presidente, não será com falsos discursos sobre consensos que nós vamos votar esta matéria. Do mesmo jeito como nós derrotamos aqui a capitalização, o BPC, os rurais, a tentativa de desconstitucionalização, eu vou lutar para derrotar esta reforma, porque não é esta a reforma de que o Brasil precisa. O Brasil tem que começar reformando a questão tributária, colocando aqueles que ganham milhões de dividendos para pagar impostos, e não cobrar e retirar mil reais de quem vai se aposentar por 2 mil, por 2 mil e 500 reais. Amanhã, sim, o Brasil vai forte para uma grande greve que representa a maioria do povo brasileiro que é contra esta PEC, quer outro tipo de reforma no País e não vai se render a esta lógica do mercado financeiro. Obrigado, Presidente.  (Palmas.)
MARCELO RAMOS|PL|AM|Obrigado, Deputado Henrique Fontana. Eu passo a palavra ao Deputado Delegado Waldir, pelo tempo de 5 minutos.
DELEGADO WALDIR|PSL|GO|Sr. Presidente, Sr. Relator, Srs. Parlamentares, assessores, imprensa, brasileiros e brasileiras que nos assistem neste momento, nesta Casa o nosso discurso não pode ser  fake news , não pode ser para enganar a população brasileira. Aqui vai haver uma divisão, brasileiras e brasileiros que nos assistem! Aqui vai Reunião de: 13/06/2019 haver uma divisão. Escutem o que eu estou dizendo. Vai haver uma divisão: aqueles que defendem as pessoas mais pobres e aqueles que defendem os privilégios, e vocês verão no voto quem é favorável aos mais pobres... (Intervenções fora do microfone.)
MARCELO RAMOS|PL|AM|Só um pouquinho, Deputado Delegado Waldir. Nós acabamos de ouvir uma fala firme, consistente do Deputado Henrique Fontana sem nenhuma interrupção. Então, eu peço que, da mesma forma, ouçamos a fala do Deputado Delegado Waldir, também sem interrupção. Não nos cabe escolher quem deve ser ouvido e quem não deve. Todos devem ser ouvidos por nós e pelo povo brasileiro, que está nos assistindo.
ALICE PORTUGAL|B|BA|Foi uma fala consistente do Deputado Henrique Fontana.
MARCELO RAMOS|PL|AM|Exatamente. Verdade. Outras falas consistentes existirão, certamente, em defesa da proposta.
DELEGADO WALDIR|PSL|GO|Sr. Presidente, voltando aqui, eu vou fazer uma sugestão: aqueles que não quiserem ouvir o Delegado Waldir, por favor, podem sair do plenário, podem tapar os ouvidos, porque não querem ouvir a verdade.
JOSÉ GUIMARÃES|PT|CE|Eu quero ouvi-lo, Deputado Delegado Waldir.
DELEGADO WALDIR|PSL|GO|Eu ouvi algumas falácias aqui, algumas mentiras. Falaram em desumanidade, falaram que a reforma da Previdência é maléfica, falaram que a reforma tributária deve vir primeiro. Mas a Oposição teve 16 anos para fazer isso, e o que fez? Optou pela corrupção! Eles fizeram a escolha. Algum tempo atrás, e não faz muito tempo, eu vi a Oposição... (Intervenção fora do microfone.)
DELEGADO WALDIR|PSL|GO|Sr. Presidente, por favor... Eu vou parar de falar.
MARCELO RAMOS|PRB|PE|Deputado Paulo, nós temos um orador fazendo o uso da palavra. Com a palavra o Deputado Delegado Waldir. V.Exa. tem o tempo restituído.
DELEGADO WALDIR|PSL|GO|Por favor, peço reposição do meu tempo. Eu tive várias interrupções.
MARCELO RAMOS|PRB|PE|Eu queria pedir, em nome do Presidente Marcelo, a atenção aos companheiros e respeito à fala de todos. Isso é democracia. Vamos respeitá-lo.
DELEGADO WALDIR|PSL|GO|Peço a reposição do meu tempo, por favor, Presidente.
MARCELO RAMOS|PRB|PE|Foi parado o tempo, Deputado Delegado Waldir. (Intervenções fora do microfone.)
MARCELO RAMOS|PRB|PE|Eu peço que voltemos o tempo para 3min30seg. Devolvo a palavra ao Deputado Delegado Waldir. (Intervenções fora do microfone.)
MARCELO RAMOS|PRB|PE|Por favor, não ganha ninguém. É o jogo do perde-perde esse debate fora do microfone. Deputado Delegado Waldir.
DELEGADO WALDIR|PSL|GO|Sr. Presidente, é uma pena que a Oposição não tenha habilidade para o discurso, perca no discurso ideológico e faça arruaças. É uma pena que eles não saibam ouvir. Mas quem não quiser ouvir, como eu disse, a porta do plenário está aberta. Aqui nós vivemos em uma democracia e vamos continuar dizendo que vamos fazer a diferença entre quem quer saneamento público, segurança, educação, saúde e quem não quer. Quem não quer vai votar contra a reforma da Previdência. Vocês irão ver a divisão. Sr. Relator, queria parabenizá-lo pela decisão e queria lembrar alguns tópicos aqui importantes. A nossa reforma é para os mais pobres, porque estamos diminuindo a alíquota e estamos tributando os mais ricos. Reunião de: 13/06/2019 Quem é contra a reforma defende as corporações, os sindicatos. Não querem mudança. Querem o Brasil do atraso, o Brasil da corrupção. Nós vamos avançar, Sr. Presidente. Quero dizer que nós vamos brigar pelo BPC, nem que seja em um momento diferente. Iremos fazer um destaque, sim, para mantê-lo com uma idade diferente, para que possamos assegurar às pessoas mais pobres, principalmente do Nordeste Š parece-me que esses Parlamentares não amam os mais pobres do Nordeste Š, um valor aos 60 anos, para que possam ter uma renda. Vamos mais, Sr. Presidente. Eu quero lembrar que hoje nós investimos dez vezes mais em previdência do que em saúde, educação e segurança. Quero, sim, que os Estados e Municípios não fiquem nesta reforma. Não podem ficar, não. Os Governadores dos partidos que são contrários à reforma arquem com as consequências e coloquem seus Deputados Estaduais para fazerem essa mudança. Eu quero ver que Brasil é este. É o Brasil que nós queremos, da mudança. Vamos acabar com a falácia. Vou brigar, Sr. Relator, pela permanência do sistema de capitalização. É uma poupança para o trabalhador mais pobre. Todo mundo sabe que o sistema de repartição é falido em todo o mundo. Então, queremos avançar. Não serão os bancos que irão gerir o sistema, não, serão instituições capacitadas. Sr. Presidente, quero agradecer este momento e dizer que, pela primeira vez na história deste País, Deputado Marcelo Ramos, estes Parlamentares aqui estão em defesa do cidadão mais pobre, que entendeu que a reforma da Previdência é para acabar com privilégios de nós políticos, mas os políticos da Esquerda querem manter os privilégios para políticos, abastados, magistrados, juízes, servidores públicos. É isso o que a Oposição quer: manter privilégios. Eles não têm coragem de tocar na ferida. Obrigado, Sr. Presidente. Obrigado, Brasil.
MARCELO RAMOS|PL|AM|Obrigado, Deputado Delegado Waldir. Com a palavra o Deputado Tadeu Alencar, pela Liderança do PSB, pelo tempo de 5 minutos.
TADEU ALENCAR|PSB|PE|Bom dia, Sr. Presidente e meu querido amigo Deputado Samuel Moreira. Quero cumprimentar aqui a condução feita pelo Presidente, o Deputado Marcelo Ramos. O PSB aqui tem, desde o início deste debate, Sr. Presidente, reconhecido...
MARCELO RAMOS|PL|AM|Deputado, só um momento. Eu vou pedir, mais uma vez, é um apelo, em especial à assessoria. Quem já está muito próximo da porta e com disposição para conversar, saia um pouco, converse lá fora e volte. Nós precisamos ouvir os Deputados. Tem a palavra o Deputado Tadeu Alencar.
TADEU ALENCAR|PSB|PE|Sr. Presidente, V.Exa. pode restituir o meu tempo, por favor?
MARCELO RAMOS|PL|AM|Eu peço que restituam o tempo do Deputado Tadeu Alencar.
TADEU ALENCAR|PSB|PE|Sr. Presidente Marcelo Ramos, quero cumprimentá-lo aqui pela condução dos trabalhos, sempre com muito equilíbrio, e cumprimentar o Deputado Samuel Moreira, os integrantes desta Comissão e o povo brasileiro que nos assiste. O PSB nunca negou a necessidade de que ajustes sejam feitos no modelo de Previdência Social no Brasil, até porque esses ajustes, ao longo do tempo, foram feitos. Foram feitos em 1998, em 2003 e em 2015. Isso é resultante de uma expectativa de vida que, felizmente, aumentou no Brasil e impacta a Previdência Social. Foi tentada uma reforma da Previdência aqui do Governo Temer, que, por não discutir em profundidade essa questão, teve um resultado: foi arquivada. E há agora uma proposta do Governo Bolsonaro, que, a pretexto de combater privilégios, promove, como dissemos aqui ao Ministro da Economia, Paulo Guedes, um ataque ao interesse dos mais pobres, daqueles que deveriam estar sendo protegidos por uma proposta de reforma que efetivamente buscasse combater privilégios. Nunca foram listados aqui os privilégios, pedimos diversas vezes, até porque não temos compromissos com privilégios. Desde o primeiro momento, dissemos que estávamos dispostos a apoiar uma proposta que fosse voltada a impactar a capacidade contributiva de quem, efetivamente, tem a capacidade de contribuir com o ajuste fiscal, que não é apenas da Previdência, mas também do Estado brasileiro. E o que se observou desde o início foi o impacto em 83% do montante que se busca de 1 trilhão e 100 bilhões de reais em cima do Regime Geral, em cima dos trabalhadores rurais, do Benefício de Prestação Continuada, daqueles que recebem até dois salários mínimos. Mostramos isso: 715 bilhões de reais no Regime Geral, cujo teto é de 5.800 reais e cuja média de pagamento de aposentadoria é 1.256 reais. Uma reforma que pretendesse, Reunião de: 13/06/2019 efetivamente, combater privilégio não deveria atingir o Regime Geral, que usualmente é utilizado para mostrar que existem supostos privilégios no Regime Próprio de Previdência Social do Brasil. Apontamos aqui todas essas incoerências, e o que vimos foi o Ministro Paulo Guedes dizer que precisava ter potência fiscal. E, para ter potência fiscal, tem que ter escala, tem que atingir os mais pobres. E pouco importa se o efeito  per capita  é reduzido. O que importa é que o impacto dessas medidas, longe de combater privilégios, efetivamente atinge um universo que não deveria ser impactado por uma reforma que, longe de combater privilégios, efetivamente agrava a desigualdade no Brasil, porque o sistema de seguridade foi um pacto social firmado na Constituição que há 30 anos é responsável por redistribuição de renda, por diminuição da mortalidade infantil, por diminuição da fome e por diminuição da desigualdade. Nós apontamos aqui diversos pontos que foram considerados no relatório do Deputado Samuel Moreira, mas o que efetivamente nós vemos agora aqui no relatório é que se reproduz, lamentavelmente... Sei da seriedade e do esforço do Deputado Samuel Moreira, por quem não tenho apenas respeito, mas também amizade pessoal. Mas devo dizer, meu caro Relator, que o resultado mantém tudo aquilo que foi objeto da crítica do meu partido e dos partidos de Oposição, porque se pensa apenas do ponto de vista de um ajuste fiscal, e, quando nós queremos resolver o problema da Previdência, é preciso colocar Estados e Municípios. É uma contradição que aqueles que defendem a aprovação da reforma queiram que ela se aplique apenas à União, quando sabemos que os problemas mais graves estão nos Estados e nos Municípios. Qualquer reforma, portanto, que fosse aprovada, quer próxima do que imaginamos, quer próxima da proposta do Governo, não poderia retirar em absoluto Estados e Municípios. Por isso, também, nós que tivemos uma preocupação protetiva com os mais pobres Š isso está nas emendas do PSB, que nós vamos ter oportunidade de destacar Š quisemos, por exemplo, proteger aqueles que ganham apenas dois salários mínimos. Lamentavelmente, isso não foi acolhido. Impõe-se uma transição aqui violenta, quando para os policiais há 17% de transição, há um regime de transição que agride tanto os do Regime Geral quanto os do Regime Próprio. Lamentavelmente... (Desligamento automático do microfone.)
MARCELO RAMOS|PL|AM|Obrigado, Deputado Tadeu. Com a palavra a Deputada Joice Hasselmann, pela Liderança do Governo.
JOICE HASSELMANN|PSL|SP|Sr. Presidente, Sr. Relator, eu quero começar aqui agradecendo o trabalho e o empenho de V.Exas. nesse texto, nesse tema, que é tão fundamental para o País, e também aos Líderes que, em conjunto, ajudaram a encontrar algumas soluções para adaptar o texto, dar conforto aos Parlamentares que ainda não estavam engajados nessa proposta, e, ao mesmo tempo, garantir a potência de economia desse texto. Quero falar aqui de urgência. Houve muitos questionamentos sobre a urgência. Por que a urgência desse tema? Por que a urgência da nova Previdência? Porque estamos falando de vidas, de geração de emprego, de investimentos, da garantia de que os aposentados de hoje continuem recebendo os seus benefícios e aqueles que ainda vão se aposentar tenham esse direito garantido. Há alguns dados que eu queria compartilhar rapidamente com V.Exas.: Criação de emprego. Projeção do Ministério da Economia. Com a aprovação da reforma, teremos a criação de quase 8 milhões de empregos, em comparação com o cenário sem a reforma. Aumento de renda. Com a nova Previdência, a renda  per capita  aumenta em média 2.500 reais por ano. Em 2023, com a nova Previdência, o País atingirá uma taxa de crescimento do PIB de, em média, 3,3%. Distribuição de renda. Os mais pobres são os mais beneficiados com a nova Previdência. Dívida e taxa de juros. Em 2023, com a nova Previdência, a dívida do Governo será de 76% do PIB; sem ela, de 100%. Eu estou falando de 100% do PIB! É algo esquizofrênico do ponto de vista econômico. Essa reforma é corajosa, combate desigualdades: quem ganha menos paga menos. Essa reforma, Sr. Relator, é responsável: garante a sustentabilidade do nosso sistema previdenciário. Essa reforma é justa: o rico se aposentará com a mesma idade do pobre. Isso é justiça. Essa reforma é respeitosa: reconhece os direitos adquiridos, prevê regras de transição. E essa reforma é transparente: está sendo construída com um amplo debate público e pela via democrática, com um amplo debate dentro desta Casa. Eu confio neste Parlamento. O povo brasileiro confia neste Parlamento. Essa responsabilidade está nas mãos de todos nós Š base, independentes, oposição Š, de cada Parlamentar que chegou aqui através da vontade do povo. Essa não é a hora de colocarmos ideologias à frente das necessidades do povo brasileiro. Portanto, eu creio que construiremos, juntos, o melhor texto a ser aprovado lá em plenário, com todas as contribuições que o nosso Relator está Reunião de: 13/06/2019 trazendo e com outras tantas que chegarão ao plenário para que, de fato, possamos aprovar a melhor Previdência para este País. Muito obrigada, Srs. Deputados.
MARCELO RAMOS|PL|AM|Com a palavra a Deputada Perpétua Almeida.
PERPÉTUA ALMEIDA|B|AC|Sr. Presidente, colegas Parlamentares, é muito importante que debatamos nesta Casa à exaustão. Todos os Deputados que participam deste Congresso devem se posicionar. Afinal de contas, nós estamos decidindo a vida das pessoas, daqueles que trabalham a vida inteira. Depois que completam o tempo de serviço, a sua contribuição, é hora de os trabalhadores curtirem a sua aposentadoria, a sua velhice. Nós não podemos tirar o direito dos trabalhadores de curtirem a sua velhice com uma aposentadoria decente. Por isso, Sr. Presidente, nós sempre dissemos aqui: uma reforma da Previdência, com um Brasil tão desigual como o nosso, não pode desconsiderar essa situação. Mesmo não tendo dado conta de ler o relatório todo, porque só o recebemos agora, já percebemos que ele não cobra e não taxa as grandes fortunas. Pelo relatório, aqueles mais ricos vão continuar se dando bem. É das costas do mais pobre, do trabalhador, que o Guedes e o Bolsonaro querem continuar tirando 1 trilhão de reais. Aliás, eu preciso elogiar aqui o esforço da Oposição. Nós dizíamos, Sr. Presidente, sempre, que retirar 600 reais do BPC, daqueles que ganham um salário mínimo, deixando-os com apenas 400 reais... Não era privilégio! E o Governo ficava dizendo que essa é a reforma que acaba com privilégios. Nossa luta, da Oposição, nesta Casa e do povo na rua fez o relatório retirar essa maldade contra os mais pobres. Foi a nossa luta aqui, porque eu sempre via a base do Governo defender isso que se pretendia em relação ao BPC. Quem falava contra e dizia que não aceitava isso no relatório éramos nós da Oposição. Esse é um avanço importante no processo do novo relatório. Outra coisa que o Governo também dizia: era importante a capitalização. E o Governo dizia que não abria mão. A Oposição foi para cima, lutou, o povo foi para a rua, e nós dizíamos o quê? Capitalização é tirar dinheiro da previdência pública. Capitalização é tirar dinheiro do bolso do trabalhador para botá-lo nos bancos, na conta dos banqueiros, amigos do Guedes. Nós sempre dissemos isso. O relatório veio sem o processo de capitalização. Eu espero que não venha um golpe depois e se rediscuta isso no plenário, porque capitalização é botarmos em risco a aposentadoria daqueles que já estão aposentados. Então, valeu a luta da Oposição nesta Comissão e valeu o povo na rua dizendo: " Nós não aceitamos isso". Sr. Presidente, muitos avanços conseguimos aqui, mas pela nossa luta, porque, se dependêssemos dos defensores do Governo, não mexeríamos em nada na reforma que o Governo mandou para cá. Tudo era importante demais. Os avanços que obtivemos até aqui foram graças à luta da Oposição. Eu disse algo na nossa última reunião, Sr. Presidente. Eu tinha acabado de voltar das comunidades rurais do Acre. Eu olhava para as trabalhadoras rurais, que eram 10 a 15 anos mais novas do que eu, mas aparentavam ter mais de 10 anos que eu, e dizia:  "Que maldade o Governo quer fazer com essas mulheres!"  E nós conseguimos fazer essa mudança também. Então, Oposição, vamos continuar nos encorajando e botando o povo na rua! Conseguimos avanços até aqui, mas com mais manifestação nas ruas vamos avançar muito mais. O Brasil quer uma nova Previdência? Ele precisa, mas não pode ser uma Previdência que continue tirando das costas do trabalhador. É preciso nossa unidade com o povo na rua para garantirmos a vitória, porque desse enterro da aposentadoria decente eu não vou participar. Muito obrigada, Sr. Presidente.
MARCELO RAMOS|PL|AM|Obrigado, Deputado Perpétua. Com a palavra o Deputado Darci de Matos, pela Liderança do PSD.
DARCI DE MATOS|PSD|SC|Sr. Presidente, Srs. Deputados, não posso deixar de fazer menção elogiosa ao trabalho espetacular que V.Exa. fez juntamente com o Deputado Silvio, respectivamente na Presidência e Vice-Presidência desta Comissão; e ao trabalho do querido Relator, o Deputado Samuel, sempre equilibrado, sempre atencioso, sempre ponderado. Com certeza, ele apresenta um relatório que vai promover a economia que esperamos na casa de 1 trilhão de reais, o que vai ser fundamental para a retomada do crescimento do Brasil. Nós, Relator Samuel, vamos trabalhar para buscar apoio com os Governadores para incluir também os Estados e Municípios porque, conforme o senhor me falou há pouco, o déficit dos Estados e Municípios chega à casa de quase 100 bilhões de reais por ano. Sr. Presidente, também não posso deixar de fazer menção a duas questões que a Oposição colocou aqui. Primeiro, alguém da Oposição nos perguntou:  "Qual é a pressa para aprovarmos o relatório da reforma e a reforma?"  Aí eu respondo: a Reunião de: 13/06/2019 pressa é a de todos nós que pensamos no futuro do Brasil. O povo brasileiro está aguardando esta reforma. Nós temos a convicção de que o Brasil lamentavelmente está quebrado. Ora, nesta semana, o Congresso autorizou o Governo a emitir títulos da dívida pública para colocar no seu caixa 248 bilhões de reais para pagar Bolsa Família e aposentados. Essa é a prova cabal de que estamos à beira do fundo do poço. Sr. Presidente, quero fazer mais uma observação. Alguém da Oposição disse:  "Os pobres vão pagar a conta" . Ora, Sr. Presidente, os pobres já estão pagando duramente a conta da incompetência dos Governos anteriores do nosso País. Estão pagando a conta onde? Na fila do SUS, morrendo nessa fila. Estão pagando a conta com o desemprego. São 13 milhões de desempregados! Portanto, a reforma vem com a lógica de pegar os grandes privilégios e de proteger os pequenos. Quero também dizer, Sr. Presidente, que nós, com o voto contrário da Oposição, aprovamos a Medida Provisória nº 871, de 2019. Essa MP combate a corrupção na Previdência. Segundo o Governo, essa medida provisória Š o Relator sabe disso melhor do que eu Š vai promover, em 10 anos, uma economia de aproximadamente 200 bilhões de reais. Portanto, uma parte da reforma da Previdência nós já vencemos. Também faço outra observação à Oposição, que questionou por que nós não colocamos na reforma instrumentos para cobrar os grandes devedores, por que nós não colocamos na reforma instrumentos para tributar lucros e dividendos. Eu pergunto à Oposição: por que ela, que esteve durante 13 anos no Governo, não tomou essas providências? Ora, Deputada Joice, nós estamos no Governo há 4 meses! Eu estou na Câmara dos Deputados há 4 meses! Então, a Oposição poderia ter feito aquilo que está dizendo que devemos fazer e não fez quando era Governo. Quero dar alguns dados que certamente são do conhecimento de todos. No Brasil, mais de 60% das despesas da União são com aposentados. Nós estamos gastando 750 bilhões de reais para atender aproximadamente 40 milhões de aposentados, enquanto isso, o Brasil está investindo 110 bilhões na saúde, destinando 35 bilhões para investimentos, 50 bilhões para educação infantil. Este é o grande problema: as nossas crianças, os 44 milhões de crianças no Brasil. Nós não estamos pensando no futuro porque estamos gastando grande parte do Orçamento para pagar aposentados. E a educação infantil? E a saúde? E a segurança pública? Essa reforma é necessária porque nós vamos retomar o crescimento do nosso País e, aí, sim, vamos poder investir nas áreas essenciais do Brasil. Obrigado. Parabéns, Sr. Presidente!
MARCELO RAMOS|PL|AM|Obrigado, Deputado Darci. Com a palavra a Deputada Joenia Wapichana, representante da REDE. Deputada Joenia, V.Exa. tem o tempo de 5 minutos.
JOENIA WAPICHANA|REDE|RR|Sr. Presidente, eu queria apenas reforçar a preocupação que os demais Parlamentares da Oposição já manifestaram em relação ao relatório. Foi apresentado agora um trabalho que merece uma análise aprofundada dos impactos que ele vai causar em toda a população brasileira. Eu tive o cuidado de verificar a situação dos trabalhadores rurais e observei que houve um cuidado especial em relação a eles, mas existem outras preocupações fundamentais. Eu tenho origem indígena, e os indígenas são considerados na Previdência como trabalhadores rurais. Mas muitos desses indígenas também são professores. Os professores também têm um destaque especial na proposta, mas a realidade muitas vezes é muito diferente em diversas regiões do País. Eu venho do Estado de Roraima. Só para fazer uma observação, digo que as aulas, que deveriam se iniciar em fevereiro, iniciaram-se só em maio, porque o tempo, a questão econômica do Estado e até mesmo os impactos na educação escolar passam por diversas questões da administração pública. Os professores mantêm um cuidado especial, na relação com os seus alunos, que vai além de uma carga horária de trabalho. Muitas vezes, Deputada, é o próprio professor que paga o material escolar das crianças e para as merendas escolares. E, quando não há transporte, o professor pega sua moto ou sua bicicleta e vai lá na casa do aluno. Então, para esse cuidado especial com os professores, que muitas vezes também são rurais, eu peço essa atenção. Na proposta pode ter sido alterada a idade por 1 ou 2 anos, mas isso dá uma diferença muito grande em relação às mulheres. As mulheres têm uma carga horária quatro vezes maior que a do homem Š e a mulher rural que é profissional, também. Não sei se aqui há mais alguém de origem rural como eu, indígena, que abriu mão da aposentadoria. Isso eu posso falar. Não tenho nenhum privilégio a proteger, porque eu abri mão da aposentadoria como Parlamentar. E eu digo mais: não tive medo. Reunião de: 13/06/2019 Por isso, eu tenho legitimidade para dizer que sou a favor de que haja uma reforma de previdência no País, mas não da forma como está nesta proposta, que não ampara os mais pobres, os mais desfavorecidos, aqueles que não têm uma formalidade no seu trabalho. Nós precisamos organizar este Pais, sim, prezar a sua realidade, ter a segurança de que não vai sair dos mais pobres essa contribuição de 1 trilhão de reais. Para isso, Sr. Relator, Sr. Presidente, nós precisamos fazer uma discussão bem ampla desse relatório: com a comunidade, com a sociedade brasileira, com diversas pessoas. E eu peço que não haja essa pressa toda que nós estamos vendo nos jornais, na mídia. Estão querendo empurrar a reforma goela abaixo, com uma pressão que já deveria ter havido. Agora, é preciso calma, para não prejudicarmos as futuras gerações. É nossa responsabilidade no Congresso fazer um debate com segurança, não colocando pontos, digamos, de conflito de interesses, mas prezando o interesse da população brasileira, para que ela realmente não seja atingida em seus direitos constitucionais. É em razão dessa situação que eu venho justamente destacar a importância de ampliar esse debate nos Estados Š uma vez que Estados e Municípios foram retirados dessa proposta Š, que muitas vezes não estão sabendo o impacto desta reforma da Previdência, que é tão significante para o País todo. É nessa posição que a Rede Sustentabilidade vem firmar que não é contra uma reforma na previdência, mas não como ela está nesta proposta. É preciso uma análise apurada. Quero dizer que a sociedade não pode pagar a conta sozinha, muito menos os mais desfavorecidos, os mais pobres, que não têm privilégios. O privilégio justamente vai caber a esses que vão ganhar nesse 1 trilhão de reais, que não está bem claro para todos nós.
MARCELO RAMOS|PL|AM|Obrigado, Deputada Joenia. Com a palavra o Deputado Jerônimo Goergen, pela Liderança do PP.
